rank,n,net,pf,dd,mar,win,evr,ryr,tpy,sh,so,avl,folds8,secs,params
138,2059,21949,1.061,36529,0.6,18.6,0.05,6.8,136.7,0.13,0.35,214,4,14,"{'tl_len': 50, 'vol_mult': 4.1, 'stop_mult': 1.5, 'act_R': 3.0, 'trail_frac': 3.0, 'buf_atr': 0.5, 'min_brk': 2.4, 'ema_len': 140, 'atr_len': 128, 'regime_len': 70, 'cooldown_bars': 95, 'freeze_overnight': True, 'breakeven_R': 0.5}"
139,1459,75990,1.106,37747,2.01,36.3,0.068,6.6,96.9,0.29,0.52,768,5,14,"{'tl_len': 238, 'vol_mult': 3.3, 'stop_mult': 1.7, 'act_R': 3.0, 'trail_frac': 1.5, 'buf_atr': 1.0, 'min_brk': 1.8, 'ema_len': 1020, 'atr_len': 180, 'regime_len': 85, 'cooldown_bars': 95, 'freeze_overnight': False, 'breakeven_R': 2.5}"
140,3525,36766,1.036,48553,0.76,22.4,0.028,6.5,234.0,0.14,0.3,374,4,12,"{'tl_len': 118, 'vol_mult': 2.1, 'stop_mult': 1.0, 'act_R': 3.0, 'trail_frac': 0.5, 'buf_atr': 1.0, 'min_brk': 0.8, 'ema_len': 420, 'atr_len': 76, 'regime_len': 95, 'cooldown_bars': 160, 'freeze_overnight': True, 'breakeven_R': 0.0}"
141,3976,15402,1.027,58779,0.26,10.9,0.024,6.3,263.9,0.07,0.28,161,5,14,"{'tl_len': 234, 'vol_mult': 2.9, 'stop_mult': 0.3, 'act_R': 1.5, 'trail_frac': 2.5, 'buf_atr': 0.3, 'min_brk': 2.0, 'ema_len': 180, 'atr_len': 120, 'regime_len': 30, 'cooldown_bars': 40, 'freeze_overnight': False, 'breakeven_R': 1.5}"
142,4654,44084,1.032,59794,0.74,44.4,0.018,5.4,309.0,0.13,0.25,540,4,15,"{'tl_len': 114, 'vol_mult': 0.0, 'stop_mult': 1.3, 'act_R': 1.5, 'trail_frac': 1.5, 'buf_atr': 0.95, 'min_brk': 0.2, 'ema_len': 220, 'atr_len': 128, 'regime_len': 80, 'cooldown_bars': 125, 'freeze_overnight': False, 'breakeven_R': 2.0}"
143,1667,22542,1.06,26355,0.86,24.5,0.045,5.0,110.7,0.14,0.27,301,3,14,"{'tl_len': 174, 'vol_mult': 4.1, 'stop_mult': 2.0, 'act_R': 2.5, 'trail_frac': 0.5, 'buf_atr': 0.5, 'min_brk': 2.9, 'ema_len': 1460, 'atr_len': 20, 'regime_len': 90, 'cooldown_bars': 75, 'freeze_overnight': True, 'breakeven_R': 0.5}"
144,1477,33337,1.079,43695,0.76,35.1,0.051,5.0,98.1,0.18,0.3,443,4,16,"{'tl_len': 174, 'vol_mult': 4.7, 'stop_mult': 1.9, 'act_R': 2.5, 'trail_frac': 0.5, 'buf_atr': 1.0, 'min_brk': 0.8, 'ema_len': 820, 'atr_len': 148, 'regime_len': 40, 'cooldown_bars': 145, 'freeze_overnight': False, 'breakeven_R': 1.5}"
145,1169,20876,1.072,32716,0.64,15.0,0.061,4.8,77.6,0.12,0.31,291,5,13,"{'tl_len': 222, 'vol_mult': 4.6, 'stop_mult': 1.2, 'act_R': 0.0, 'trail_frac': 3.5, 'buf_atr': 0.1, 'min_brk': 2.3, 'ema_len': 1100, 'atr_len': 100, 'regime_len': 10, 'cooldown_bars': 195, 'freeze_overnight': True, 'breakeven_R': 0.5}"
146,1413,36913,1.075,49104,0.75,36.3,0.048,4.5,93.8,0.2,0.31,545,6,14,"{'tl_len': 246, 'vol_mult': 4.4, 'stop_mult': 1.8, 'act_R': 2.5, 'trail_frac': 0.5, 'buf_atr': 0.75, 'min_brk': 0.2, 'ema_len': 740, 'atr_len': 64, 'regime_len': 25, 'cooldown_bars': 85, 'freeze_overnight': False, 'breakeven_R': 1.5}"
147,3566,16310,1.023,36105,0.45,17.5,0.019,4.4,236.7,0.07,0.18,244,3,16,"{'tl_len': 182, 'vol_mult': 2.0, 'stop_mult': 0.8, 'act_R': 2.0, 'trail_frac': 1.0, 'buf_atr': 0.3, 'min_brk': 3.0, 'ema_len': 900, 'atr_len': 128, 'regime_len': 50, 'cooldown_bars': 55, 'freeze_overnight': True, 'breakeven_R': 0.5}"
148,1854,24256,1.051,32510,0.75,36.3,0.033,4.0,123.1,0.14,0.27,401,4,15,"{'tl_len': 146, 'vol_mult': 4.0, 'stop_mult': 1.9, 'act_R': 0.5, 'trail_frac': 1.5, 'buf_atr': 0.2, 'min_brk': 1.6, 'ema_len': 700, 'atr_len': 48, 'regime_len': 55, 'cooldown_bars': 0, 'freeze_overnight': True, 'breakeven_R': 1.0}"
149,2784,16674,1.029,44361,0.38,39.5,0.018,3.2,184.8,0.1,0.19,342,2,15,"{'tl_len': 278, 'vol_mult': 3.4, 'stop_mult': 0.8, 'act_R': 0.5, 'trail_frac': 0.5, 'buf_atr': 0.45, 'min_brk': 0.0, 'ema_len': 380, 'atr_len': 32, 'regime_len': 50, 'cooldown_bars': 200, 'freeze_overnight': True, 'breakeven_R': 3.0}"
150,1385,10694,1.04,19754,0.54,17.7,0.033,3.0,91.9,0.08,0.19,234,4,14,"{'tl_len': 158, 'vol_mult': 4.9, 'stop_mult': 0.9, 'act_R': 3.0, 'trail_frac': 1.5, 'buf_atr': 0.45, 'min_brk': 1.5, 'ema_len': 1380, 'atr_len': 116, 'regime_len': 50, 'cooldown_bars': 235, 'freeze_overnight': True, 'breakeven_R': 1.0}"
151,1659,17603,1.043,31490,0.56,36.9,0.027,3.0,110.1,0.11,0.23,390,3,14,"{'tl_len': 262, 'vol_mult': 4.5, 'stop_mult': 1.5, 'act_R': 0.0, 'trail_frac': 1.0, 'buf_atr': 0.45, 'min_brk': 1.1, 'ema_len': 660, 'atr_len': 20, 'regime_len': 35, 'cooldown_bars': 100, 'freeze_overnight': True, 'breakeven_R': 1.5}"
152,1811,23639,1.038,41530,0.57,57.3,0.016,2.0,120.2,0.12,0.18,804,2,14,"{'tl_len': 218, 'vol_mult': 4.2, 'stop_mult': 1.9, 'act_R': 1.5, 'trail_frac': 0.5, 'buf_atr': 0.3, 'min_brk': 2.0, 'ema_len': 380, 'atr_len': 136, 'regime_len': 30, 'cooldown_bars': 15, 'freeze_overnight': False, 'breakeven_R': 2.0}"
153,2714,5477,1.016,40246,0.14,38.4,0.01,1.8,180.2,0.04,0.08,204,3,13,"{'tl_len': 102, 'vol_mult': 3.6, 'stop_mult': 1.4, 'act_R': 0.5, 'trail_frac': 1.0, 'buf_atr': 0.0, 'min_brk': 1.4, 'ema_len': 700, 'atr_len': 140, 'regime_len': 25, 'cooldown_bars': 225, 'freeze_overnight': False, 'breakeven_R': 2.5}"
154,5632,2982,1.005,51672,0.06,19.1,0.004,1.5,373.9,0.02,0.04,136,3,16,"{'tl_len': 206, 'vol_mult': 0.9, 'stop_mult': 0.4, 'act_R': 0.0, 'trail_frac': 1.0, 'buf_atr': 0.55, 'min_brk': 1.4, 'ema_len': 1140, 'atr_len': 160, 'regime_len': 85, 'cooldown_bars': 150, 'freeze_overnight': False, 'breakeven_R': 0.5}"
155,3792,8715,1.007,84199,0.1,45.2,0.004,1.0,251.7,0.03,0.05,578,2,14,"{'tl_len': 62, 'vol_mult': 0.4, 'stop_mult': 2.0, 'act_R': 1.5, 'trail_frac': 0.5, 'buf_atr': 0.45, 'min_brk': 2.5, 'ema_len': 460, 'atr_len': 20, 'regime_len': 10, 'cooldown_bars': 170, 'freeze_overnight': True, 'breakeven_R': 3.0}"
156,1878,1289,1.004,38445,0.03,26.9,0.003,0.3,124.7,0.01,0.02,251,3,15,"{'tl_len': 94, 'vol_mult': 4.7, 'stop_mult': 0.8, 'act_R': 2.0, 'trail_frac': 2.0, 'buf_atr': 0.45, 'min_brk': 1.8, 'ema_len': 220, 'atr_len': 104, 'regime_len': 10, 'cooldown_bars': 50, 'freeze_overnight': False, 'breakeven_R': 0.0}"
157,2369,2141,1.003,80706,0.03,38.8,0.002,0.3,157.3,0.01,0.02,548,4,12,"{'tl_len': 114, 'vol_mult': 4.4, 'stop_mult': 1.5, 'act_R': 2.5, 'trail_frac': 1.0, 'buf_atr': 0.95, 'min_brk': 1.7, 'ema_len': 660, 'atr_len': 28, 'regime_len': 0, 'cooldown_bars': 90, 'freeze_overnight': False, 'breakeven_R': 0.0}"
158,2876,-1206,0.999,51521,-0.02,55.5,-0.001,-0.1,190.9,-0.01,-0.01,642,3,19,"{'tl_len': 266, 'vol_mult': 0.1, 'stop_mult': 1.6, 'act_R': 0.5, 'trail_frac': 0.5, 'buf_atr': 0.9, 'min_brk': 2.6, 'ema_len': 1060, 'atr_len': 156, 'regime_len': 50, 'cooldown_bars': 220, 'freeze_overnight': True, 'breakeven_R': 2.0}"
159,2712,-404,0.998,52783,-0.01,6.2,-0.002,-0.3,180.0,-0.0,-0.01,89,2,12,"{'tl_len': 50, 'vol_mult': 3.4, 'stop_mult': 0.3, 'act_R': 2.5, 'trail_frac': 3.5, 'buf_atr': 0.3, 'min_brk': 2.6, 'ema_len': 340, 'atr_len': 108, 'regime_len': 25, 'cooldown_bars': 65, 'freeze_overnight': True, 'breakeven_R': 2.5}"
160,5442,-3519,0.995,68509,-0.05,31.9,-0.003,-1.3,361.3,-0.02,-0.05,185,3,15,"{'tl_len': 126, 'vol_mult': 1.2, 'stop_mult': 0.6, 'act_R': 1.0, 'trail_frac': 1.0, 'buf_atr': 0.05, 'min_brk': 0.4, 'ema_len': 1540, 'atr_len': 120, 'regime_len': 80, 'cooldown_bars': 230, 'freeze_overnight': False, 'breakeven_R': 0.0}"
161,1426,-14649,0.956,40971,-0.36,24.5,-0.033,-3.2,94.7,-0.11,-0.19,309,2,14,"{'tl_len': 266, 'vol_mult': 4.7, 'stop_mult': 1.4, 'act_R': 2.0, 'trail_frac': 0.5, 'buf_atr': 0.75, 'min_brk': 2.5, 'ema_len': 1180, 'atr_len': 60, 'regime_len': 90, 'cooldown_bars': 80, 'freeze_overnight': True, 'breakeven_R': 0.5}"
162,1802,-15149,0.955,32849,-0.46,32.6,-0.03,-3.6,119.6,-0.1,-0.22,280,3,14,"{'tl_len': 142, 'vol_mult': 4.7, 'stop_mult': 1.1, 'act_R': 0.0, 'trail_frac': 1.5, 'buf_atr': 0.55, 'min_brk': 0.4, 'ema_len': 620, 'atr_len': 96, 'regime_len': 10, 'cooldown_bars': 70, 'freeze_overnight': False, 'breakeven_R': 0.0}"
163,2095,-45758,0.943,102079,-0.45,48.6,-0.029,-4.1,139.1,-0.21,-0.3,741,2,14,"{'tl_len': 202, 'vol_mult': 3.3, 'stop_mult': 1.7, 'act_R': 2.0, 'trail_frac': 0.5, 'buf_atr': 0.35, 'min_brk': 0.8, 'ema_len': 1460, 'atr_len': 68, 'regime_len': 15, 'cooldown_bars': 175, 'freeze_overnight': False, 'breakeven_R': 3.0}"
164,1598,-26513,0.93,43266,-0.61,36.7,-0.044,-4.7,106.1,-0.21,-0.33,375,2,17,"{'tl_len': 122, 'vol_mult': 4.7, 'stop_mult': 1.6, 'act_R': 1.5, 'trail_frac': 0.5, 'buf_atr': 0.1, 'min_brk': 2.0, 'ema_len': 1460, 'atr_len': 92, 'regime_len': 55, 'cooldown_bars': 35, 'freeze_overnight': True, 'breakeven_R': 1.0}"
165,5663,-13798,0.982,58138,-0.24,20.1,-0.015,-5.5,375.9,-0.07,-0.19,167,2,13,"{'tl_len': 78, 'vol_mult': 1.6, 'stop_mult': 0.6, 'act_R': 1.0, 'trail_frac': 2.0, 'buf_atr': 1.0, 'min_brk': 0.2, 'ema_len': 1580, 'atr_len': 112, 'regime_len': 15, 'cooldown_bars': 135, 'freeze_overnight': False, 'breakeven_R': 1.5}"
166,3089,-22899,0.96,60279,-0.38,31.6,-0.027,-5.6,205.1,-0.14,-0.29,273,1,16,"{'tl_len': 78, 'vol_mult': 3.1, 'stop_mult': 1.6, 'act_R': 0.0, 'trail_frac': 1.0, 'buf_atr': 0.35, 'min_brk': 1.3, 'ema_len': 980, 'atr_len': 116, 'regime_len': 80, 'cooldown_bars': 150, 'freeze_overnight': True, 'breakeven_R': 2.5}"
167,1994,-16561,0.934,41907,-0.4,10.2,-0.059,-7.8,132.4,-0.13,-0.45,141,3,15,"{'tl_len': 206, 'vol_mult': 4.6, 'stop_mult': 0.4, 'act_R': 3.0, 'trail_frac': 0.5, 'buf_atr': 0.7, 'min_brk': 0.8, 'ema_len': 700, 'atr_len': 172, 'regime_len': 20, 'cooldown_bars': 55, 'freeze_overnight': False, 'breakeven_R': 1.5}"
168,4364,-63271,0.939,90224,-0.7,54.3,-0.028,-8.1,289.7,-0.3,-0.43,520,2,13,"{'tl_len': 94, 'vol_mult': 1.7, 'stop_mult': 1.8, 'act_R': 1.5, 'trail_frac': 0.5, 'buf_atr': 0.1, 'min_brk': 0.9, 'ema_len': 1180, 'atr_len': 72, 'regime_len': 35, 'cooldown_bars': 195, 'freeze_overnight': False, 'breakeven_R': 3.0}"
169,3187,-42703,0.926,62034,-0.69,24.8,-0.056,-11.8,211.6,-0.29,-0.59,240,2,12,"{'tl_len': 234, 'vol_mult': 2.8, 'stop_mult': 0.5, 'act_R': 1.5, 'trail_frac': 0.5, 'buf_atr': 0.5, 'min_brk': 1.8, 'ema_len': 1540, 'atr_len': 24, 'regime_len': 15, 'cooldown_bars': 185, 'freeze_overnight': False, 'breakeven_R': 2.0}"
170,2748,-49539,0.91,86430,-0.57,26.4,-0.066,-12.0,182.4,-0.28,-0.56,273,1,14,"{'tl_len': 78, 'vol_mult': 3.9, 'stop_mult': 1.3, 'act_R': 3.0, 'trail_frac': 0.5, 'buf_atr': 0.3, 'min_brk': 0.7, 'ema_len': 1500, 'atr_len': 72, 'regime_len': 80, 'cooldown_bars': 45, 'freeze_overnight': False, 'breakeven_R': 2.0}"
171,8740,-22518,0.972,55662,-0.4,8.0,-0.026,-14.8,580.2,-0.1,-0.33,101,3,16,"{'tl_len': 66, 'vol_mult': 0.9, 'stop_mult': 0.5, 'act_R': 3.0, 'trail_frac': 2.5, 'buf_atr': 0.7, 'min_brk': 2.0, 'ema_len': 1020, 'atr_len': 176, 'regime_len': 90, 'cooldown_bars': 35, 'freeze_overnight': False, 'breakeven_R': 0.5}"
172,1498,-56329,0.787,59667,-0.94,28.9,-0.151,-15.0,99.4,-0.66,-1.08,249,1,14,"{'tl_len': 54, 'vol_mult': 4.9, 'stop_mult': 1.4, 'act_R': 0.0, 'trail_frac': 1.0, 'buf_atr': 0.95, 'min_brk': 2.5, 'ema_len': 460, 'atr_len': 72, 'regime_len': 40, 'cooldown_bars': 155, 'freeze_overnight': True, 'breakeven_R': 2.0}"
173,2747,-47163,0.815,65541,-0.72,31.7,-0.126,-23.1,182.4,-0.56,-0.77,136,1,16,"{'tl_len': 62, 'vol_mult': 4.2, 'stop_mult': 1.7, 'act_R': 1.0, 'trail_frac': 0.5, 'buf_atr': 1.0, 'min_brk': 1.5, 'ema_len': 740, 'atr_len': 52, 'regime_len': 95, 'cooldown_bars': 105, 'freeze_overnight': False, 'breakeven_R': 0.5}"
174,3231,-43283,0.865,62974,-0.69,18.5,-0.11,-23.7,214.5,-0.45,-1.22,121,3,16,"{'tl_len': 114, 'vol_mult': 3.4, 'stop_mult': 0.4, 'act_R': 0.5, 'trail_frac': 0.5, 'buf_atr': 0.7, 'min_brk': 2.4, 'ema_len': 460, 'atr_len': 108, 'regime_len': 90, 'cooldown_bars': 180, 'freeze_overnight': True, 'breakeven_R': 1.0}"
175,5040,-45285,0.907,85639,-0.53,11.4,-0.083,-27.7,334.6,-0.3,-0.79,108,3,14,"{'tl_len': 54, 'vol_mult': 1.3, 'stop_mult': 0.6, 'act_R': 0.0, 'trail_frac': 2.0, 'buf_atr': 0.75, 'min_brk': 2.6, 'ema_len': 660, 'atr_len': 152, 'regime_len': 75, 'cooldown_bars': 200, 'freeze_overnight': False, 'breakeven_R': 0.5}"
176,4071,-41602,0.885,66890,-0.62,7.1,-0.107,-28.9,270.3,-0.33,-1.21,96,2,16,"{'tl_len': 82, 'vol_mult': 2.6, 'stop_mult': 0.3, 'act_R': 3.0, 'trail_frac': 0.5, 'buf_atr': 0.5, 'min_brk': 2.1, 'ema_len': 1580, 'atr_len': 88, 'regime_len': 70, 'cooldown_bars': 220, 'freeze_overnight': True, 'breakeven_R': 3.0}"
177,2118,-55403,0.613,55485,-1.0,23.5,-0.296,-41.7,140.6,-1.38,-2.36,88,0,14,"{'tl_len': 142, 'vol_mult': 4.7, 'stop_mult': 1.5, 'act_R': 0.0, 'trail_frac': 0.5, 'buf_atr': 0.4, 'min_brk': 0.3, 'ema_len': 620, 'atr_len': 32, 'regime_len': 70, 'cooldown_bars': 235, 'freeze_overnight': False, 'breakeven_R': 2.0}"
178,2061,-57993,0.588,57993,-1.0,23.0,-0.318,-43.5,136.8,-1.44,-2.44,89,0,14,"{'tl_len': 142, 'vol_mult': 4.7, 'stop_mult': 1.5, 'act_R': 0.0, 'trail_frac': 0.5, 'buf_atr': 0.65, 'min_brk': 0.5, 'ema_len': 940, 'atr_len': 136, 'regime_len': 85, 'cooldown_bars': 235, 'freeze_overnight': False, 'breakeven_R': 2.5}"
179,7779,-172847,0.809,188450,-0.92,43.6,-0.108,-55.6,516.4,-1.2,-1.92,206,1,14,"{'tl_len': 70, 'vol_mult': 0.5, 'stop_mult': 0.9, 'act_R': 1.0, 'trail_frac': 0.5, 'buf_atr': 0.5, 'min_brk': 0.9, 'ema_len': 1580, 'atr_len': 124, 'regime_len': 100, 'cooldown_bars': 215, 'freeze_overnight': False, 'breakeven_R': 2.5}"
180,32512,-562020,0.779,579112,-0.97,12.1,-0.194,-419.5,2158.3,-1.84,-4.8,89,1,18,"{'tl_len': 70, 'vol_mult': 0.6, 'stop_mult': 0.5, 'act_R': 1.5, 'trail_frac': 1.5, 'buf_atr': 0.65, 'min_brk': 0.0, 'ema_len': 1420, 'atr_len': 160, 'regime_len': 0, 'cooldown_bars': 0, 'freeze_overnight': False, 'breakeven_R': 0.5}"
