run,famKey,strategy,instrument,timeframe,verdict,source,stretch,n,years,pf,win_pct,evr,ryr,net,dd,wf_years_src,params
231,NOISE,NOISE_1_0.py,NQ,5m,PASS,candidate,wf,1679,9.21,1.374,41.0,0.221,40.2,12110,933,estimate: optimize yrs x WF trade share,"{""skip_holidays"": true, ""stop_mode"": ""fixed"", ""window"": ""all_day"", ""flat_eod"": false, ""lookback"": 113, ""side"": ""Both"", ""band_mult_long"": 1.25, ""stop_k"": 1.0, ""exit_mode"": ""vwap"", ""band_mult_short"": 1.75}"
231,NOISE,NOISE_1_0.py,NQ,5m,PASS,candidate,pre,2676,14.68,1.333,39.5,0.201,36.7,12536,933,optimize window,"{""skip_holidays"": true, ""stop_mode"": ""fixed"", ""window"": ""all_day"", ""flat_eod"": false, ""lookback"": 113, ""side"": ""Both"", ""band_mult_long"": 1.25, ""stop_k"": 1.0, ""exit_mode"": ""vwap"", ""band_mult_short"": 1.75}"
231,NOISE,NOISE_1_0.py,NQ,5m,PASS,candidate,wf,1885,9.12,1.326,40.8,0.193,39.9,11892,937,estimate: optimize yrs x WF trade share,"{""skip_holidays"": true, ""stop_mode"": ""bandwidth"", ""window"": ""all_day"", ""flat_eod"": true, ""lookback"": 109, ""side"": ""Both"", ""band_mult_long"": 1.25, ""stop_k"": 4.0, ""exit_mode"": ""vwap"", ""band_mult_short"": 1.5}"
231,NOISE,NOISE_1_0.py,NQ,5m,PASS,candidate,pre,3035,14.68,1.293,39.1,0.178,36.9,12415,937,optimize window,"{""skip_holidays"": true, ""stop_mode"": ""bandwidth"", ""window"": ""all_day"", ""flat_eod"": true, ""lookback"": 109, ""side"": ""Both"", ""band_mult_long"": 1.25, ""stop_k"": 4.0, ""exit_mode"": ""vwap"", ""band_mult_short"": 1.5}"
231,NOISE,NOISE_1_0.py,NQ,5m,PASS,candidate,wf,1183,9.21,1.383,41.8,0.223,28.6,9546,975,estimate: optimize yrs x WF trade share,"{""skip_holidays"": true, ""stop_mode"": ""atr"", ""window"": ""all_day"", ""flat_eod"": false, ""lookback"": 117, ""side"": ""Both"", ""band_mult_long"": 1.75, ""stop_k"": 2.5, ""exit_mode"": ""vwap"", ""band_mult_short"": 1.75}"
231,NOISE,NOISE_1_0.py,NQ,5m,PASS,candidate,pre,1885,14.68,1.35,41.4,0.205,26.3,10133,975,optimize window,"{""skip_holidays"": true, ""stop_mode"": ""atr"", ""window"": ""all_day"", ""flat_eod"": false, ""lookback"": 117, ""side"": ""Both"", ""band_mult_long"": 1.75, ""stop_k"": 2.5, ""exit_mode"": ""vwap"", ""band_mult_short"": 1.75}"
231,NOISE,NOISE_1_0.py,NQ,5m,PASS,candidate,wf,1406,9.24,1.453,40.1,0.271,41.3,10906,1032,estimate: optimize yrs x WF trade share,"{""skip_holidays"": false, ""stop_mode"": ""atr"", ""window"": ""all_day"", ""flat_eod"": true, ""lookback"": 71, ""side"": ""Both"", ""band_mult_long"": 1.25, ""stop_k"": 0.25, ""exit_mode"": ""vwap"", ""band_mult_short"": 2.5}"
231,NOISE,NOISE_1_0.py,NQ,5m,PASS,candidate,pre,2235,14.68,1.424,38.4,0.261,39.8,11787,1032,optimize window,"{""skip_holidays"": false, ""stop_mode"": ""atr"", ""window"": ""all_day"", ""flat_eod"": true, ""lookback"": 71, ""side"": ""Both"", ""band_mult_long"": 1.25, ""stop_k"": 0.25, ""exit_mode"": ""vwap"", ""band_mult_short"": 2.5}"
231,NOISE,NOISE_1_0.py,NQ,5m,PASS,candidate,wf,2859,9.25,1.271,38.1,0.168,51.8,12776,1081,estimate: optimize yrs x WF trade share,"{""skip_holidays"": false, ""stop_mode"": ""fixed"", ""window"": ""all_day"", ""flat_eod"": false, ""lookback"": 111, ""side"": ""Both"", ""band_mult_long"": 0.75, ""stop_k"": 3.75, ""exit_mode"": ""vwap"", ""band_mult_short"": 1.75}"
231,NOISE,NOISE_1_0.py,NQ,5m,PASS,candidate,pre,4536,14.68,1.236,36.8,0.15,46.2,12960,1081,optimize window,"{""skip_holidays"": false, ""stop_mode"": ""fixed"", ""window"": ""all_day"", ""flat_eod"": false, ""lookback"": 111, ""side"": ""Both"", ""band_mult_long"": 0.75, ""stop_k"": 3.75, ""exit_mode"": ""vwap"", ""band_mult_short"": 1.75}"
231,NOISE,NOISE_1_0.py,NQ,5m,PASS,candidate,wf,3192,9.16,1.274,37.1,0.172,60.0,13547,974,estimate: optimize yrs x WF trade share,"{""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""window"": ""all_day"", ""flat_eod"": true, ""lookback"": 44, ""side"": ""Both"", ""band_mult_long"": 0.75, ""stop_k"": 1.75, ""exit_mode"": ""vwap"", ""band_mult_short"": 1.5}"
231,NOISE,NOISE_1_0.py,NQ,5m,PASS,candidate,pre,5113,14.68,1.241,35.7,0.155,53.9,13856,974,optimize window,"{""skip_holidays"": false, ""stop_mode"": ""bandwidth"", ""window"": ""all_day"", ""flat_eod"": true, ""lookback"": 44, ""side"": ""Both"", ""band_mult_long"": 0.75, ""stop_k"": 1.75, ""exit_mode"": ""vwap"", ""band_mult_short"": 1.5}"
231,NOISE,NOISE_1_0.py,NQ,5m,PASS,candidate,wf,2363,9.16,1.302,38.7,0.185,47.8,12967,980,estimate: optimize yrs x WF trade share,"{""skip_holidays"": false, ""stop_mode"": ""fixed"", ""window"": ""all_day"", ""flat_eod"": false, ""lookback"": 108, ""side"": ""Both"", ""band_mult_long"": 1.0, ""stop_k"": 2.25, ""exit_mode"": ""vwap"", ""band_mult_short"": 1.5}"
231,NOISE,NOISE_1_0.py,NQ,5m,PASS,candidate,pre,3787,14.68,1.273,37.4,0.171,44.1,13559,980,optimize window,"{""skip_holidays"": false, ""stop_mode"": ""fixed"", ""window"": ""all_day"", ""flat_eod"": false, ""lookback"": 108, ""side"": ""Both"", ""band_mult_long"": 1.0, ""stop_k"": 2.25, ""exit_mode"": ""vwap"", ""band_mult_short"": 1.5}"
231,NOISE,NOISE_1_0.py,NQ,5m,PASS,candidate,wf,4336,9.18,1.204,36.5,0.13,61.3,13219,1416,estimate: optimize yrs x WF trade share,"{""skip_holidays"": false, ""stop_mode"": ""atr"", ""window"": ""all_day"", ""flat_eod"": true, ""lookback"": 112, ""side"": ""Both"", ""band_mult_long"": 0.5, ""stop_k"": 3.5, ""exit_mode"": ""vwap"", ""band_mult_short"": 1.25}"
231,NOISE,NOISE_1_0.py,NQ,5m,PASS,candidate,pre,6937,14.68,1.18,34.8,0.117,55.4,13468,1416,optimize window,"{""skip_holidays"": false, ""stop_mode"": ""atr"", ""window"": ""all_day"", ""flat_eod"": true, ""lookback"": 112, ""side"": ""Both"", ""band_mult_long"": 0.5, ""stop_k"": 3.5, ""exit_mode"": ""vwap"", ""band_mult_short"": 1.25}"
232,ENGU-Q,ENGUQ_1M_ALT_1_0.py,NQ,1m,PASS,champion,pre,489,15.1,1.606,31.3,0.416,13.5,221314,72386,optimize window,"{""buf_atr"": 0.4, ""vol_mult"": 0.7, ""ema_len"": 90, ""tl_len"": 72, ""stop_mult"": 1.9, ""trail_frac"": 4.0, ""regime_len"": 0, ""min_brk"": 1.6, ""breakeven_R"": 2.5, ""atr_len"": 18, ""act_R"": 2.5}"
232,ENGU-Q,ENGUQ_1M_ALT_1_0.py,NQ,1m,PASS,candidate,wf,464,9.1,1.373,32.5,0.252,12.8,16271,5611,estimate: optimize yrs x WF trade share,"{""buf_atr"": 0.4, ""ema_len"": 90, ""breakeven_R"": 2.5, ""tl_len"": 72, ""stop_mult"": 1.9, ""trail_frac"": 4.0, ""regime_len"": 0, ""min_brk"": 1.6, ""vol_mult"": 0.7, ""atr_len"": 18, ""act_R"": 2.5}"
232,ENGU-Q,ENGUQ_1M_ALT_1_0.py,NQ,1m,PASS,candidate,pre,770,15.1,1.376,30.9,0.26,13.3,18448,5611,optimize window,"{""buf_atr"": 0.4, ""ema_len"": 90, ""breakeven_R"": 2.5, ""tl_len"": 72, ""stop_mult"": 1.9, ""trail_frac"": 4.0, ""regime_len"": 0, ""min_brk"": 1.6, ""vol_mult"": 0.7, ""atr_len"": 18, ""act_R"": 2.5}"
233,ORB,ORB_3_6_C1.py,NQ,5m,PASS,champion,pre,1795,15.18,1.105,46.4,0.056,6.7,53373,26796,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""be_after_R"": 1.0, ""stop_frac"": 2.0, ""trail_bars"": 3, ""target_R"": 5.5, ""partial_exit_R"": 3.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.7}"
233,ORB,ORB_3_6_C1.py,NQ,5m,PASS,candidate,wf,1454,9.09,1.317,48.5,0.163,26.2,14563,1425,estimate: optimize yrs x WF trade share,"{""skip_holidays"": true, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""stop_frac"": 2.0, ""be_after_R"": 1.0, ""trail_bars"": 3, ""target_R"": 5.5, ""partial_exit_R"": 3.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.7}"
233,ORB,ORB_3_6_C1.py,NQ,5m,PASS,candidate,pre,2429,15.18,1.271,47.3,0.143,22.8,14554,1425,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""stop_frac"": 2.0, ""be_after_R"": 1.0, ""trail_bars"": 3, ""target_R"": 5.5, ""partial_exit_R"": 3.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.7}"
234,ORB,ORB_3_6_C2.py,NQ,5m,PASS,champion,pre,1795,15.18,1.103,46.2,0.055,6.5,52200,29142,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""be_after_R"": 1.0, ""stop_frac"": 2.0, ""trail_bars"": 0, ""target_R"": 5.5, ""partial_exit_R"": 0.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.7}"
234,ORB,ORB_3_6_C2.py,NQ,5m,PASS,candidate,wf,1454,9.09,1.328,48.4,0.169,27.1,15073,1457,estimate: optimize yrs x WF trade share,"{""skip_holidays"": true, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""stop_frac"": 2.0, ""be_after_R"": 1.0, ""trail_bars"": 0, ""target_R"": 5.5, ""partial_exit_R"": 0.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.7}"
234,ORB,ORB_3_6_C2.py,NQ,5m,PASS,candidate,pre,2429,15.18,1.28,47.2,0.148,23.7,15047,1457,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""stop_frac"": 2.0, ""be_after_R"": 1.0, ""trail_bars"": 0, ""target_R"": 5.5, ""partial_exit_R"": 0.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.7}"
235,ENGU-Q,ENGUQ_1M_ETH_NBO_1_0.py,NQ,1m,PASS,champion,pre,1981,15.06,1.362,25.3,0.27,35.5,185740,49861,optimize window,"{""buf_atr"": 0.9, ""vol_mult"": 0.8, ""ema_len"": 1380, ""tl_len"": 170, ""stop_mult"": 1.0, ""trail_frac"": 2.5, ""regime_len"": 0, ""min_brk"": 1.3, ""breakeven_R"": 1.5, ""atr_len"": 106, ""act_R"": 2.5}"
235,ENGU-Q,ENGUQ_1M_ETH_NBO_1_0.py,NQ,1m,PASS,candidate,wf,1541,8.76,1.306,26.6,0.225,39.6,14666,2519,estimate: optimize yrs x WF trade share,"{""buf_atr"": 0.9, ""ema_len"": 1380, ""breakeven_R"": 1.5, ""tl_len"": 170, ""stop_mult"": 1.0, ""trail_frac"": 2.5, ""regime_len"": 0, ""min_brk"": 1.3, ""vol_mult"": 0.8, ""atr_len"": 106, ""act_R"": 2.5}"
235,ENGU-Q,ENGUQ_1M_ETH_NBO_1_0.py,NQ,1m,PASS,candidate,pre,2649,15.06,1.297,25.4,0.221,38.9,16424,2519,optimize window,"{""buf_atr"": 0.9, ""ema_len"": 1380, ""breakeven_R"": 1.5, ""tl_len"": 170, ""stop_mult"": 1.0, ""trail_frac"": 2.5, ""regime_len"": 0, ""min_brk"": 1.3, ""vol_mult"": 0.8, ""atr_len"": 106, ""act_R"": 2.5}"
237,NOISE,NOISE_1_0.py,NQ,5m,WEAK,champion,pre,3562,14.68,1.238,34.8,0.155,37.7,94974,15961,optimize window,"{""daytype_lo"": 0.15, ""window"": ""all_day"", ""confirm_bars"": 2, ""daytype_mode"": ""off"", ""band_mult_long"": 0.5, ""vol_skip_pct"": 89.0, ""band_mult_short"": 1.5, ""skip_holidays"": true, ""stop_mode"": ""fixed"", ""flat_eod"": true, ""lookback"": 64, ""side"": ""Both"", ""daytype_hi"": 0.9, ""stop_k"": 1.25, ""exit_mode"": ""vwap""}"
237,NOISE,NOISE_1_0.py,NQ,5m,WEAK,candidate,wf,2040,9.25,1.377,38.8,0.231,50.9,11892,928,estimate: optimize yrs x WF trade share,"{""daytype_lo"": 0.2, ""window"": ""afternoon_block"", ""confirm_bars"": 2, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.75, ""vol_skip_pct"": 98.0, ""band_mult_short"": 1.25, ""skip_holidays"": true, ""stop_mode"": ""atr"", ""flat_eod"": true, ""lookback"": 83, ""side"": ""Both"", ""daytype_hi"": 0.9, ""stop_k"": 2.25, ""exit_mode"": ""vwap""}"
237,NOISE,NOISE_1_0.py,NQ,5m,WEAK,candidate,pre,3236,14.68,1.352,37.4,0.22,48.6,12888,928,optimize window,"{""daytype_lo"": 0.2, ""window"": ""afternoon_block"", ""confirm_bars"": 2, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.75, ""vol_skip_pct"": 98.0, ""band_mult_short"": 1.25, ""skip_holidays"": true, ""stop_mode"": ""atr"", ""flat_eod"": true, ""lookback"": 83, ""side"": ""Both"", ""daytype_hi"": 0.9, ""stop_k"": 2.25, ""exit_mode"": ""vwap""}"
237,NOISE,NOISE_1_0.py,NQ,5m,WEAK,candidate,wf,1413,9.26,1.563,40.6,0.335,51.1,11039,1002,estimate: optimize yrs x WF trade share,"{""daytype_lo"": 0.2, ""window"": ""afternoon_block"", ""confirm_bars"": 3, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.75, ""vol_skip_pct"": 87.0, ""band_mult_short"": 1.75, ""skip_holidays"": false, ""stop_mode"": ""atr"", ""flat_eod"": true, ""lookback"": 31, ""side"": ""Both"", ""daytype_hi"": 0.9, ""stop_k"": 0.75, ""exit_mode"": ""vwap""}"
237,NOISE,NOISE_1_0.py,NQ,5m,WEAK,candidate,pre,2241,14.68,1.511,38.9,0.312,47.7,11675,1002,optimize window,"{""daytype_lo"": 0.2, ""window"": ""afternoon_block"", ""confirm_bars"": 3, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.75, ""vol_skip_pct"": 87.0, ""band_mult_short"": 1.75, ""skip_holidays"": false, ""stop_mode"": ""atr"", ""flat_eod"": true, ""lookback"": 31, ""side"": ""Both"", ""daytype_hi"": 0.9, ""stop_k"": 0.75, ""exit_mode"": ""vwap""}"
237,NOISE,NOISE_1_0.py,NQ,5m,WEAK,candidate,wf,2152,9.03,1.396,38.2,0.245,58.3,13037,760,estimate: optimize yrs x WF trade share,"{""daytype_lo"": 0.1, ""window"": ""all_day"", ""confirm_bars"": 1, ""daytype_mode"": ""off"", ""band_mult_long"": 1.0, ""vol_skip_pct"": 98.0, ""band_mult_short"": 1.75, ""skip_holidays"": true, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 27, ""side"": ""Both"", ""daytype_hi"": 0.6, ""stop_k"": 1.25, ""exit_mode"": ""vwap""}"
237,NOISE,NOISE_1_0.py,NQ,5m,WEAK,candidate,pre,3499,14.68,1.352,37.0,0.222,52.8,13659,760,optimize window,"{""daytype_lo"": 0.1, ""window"": ""all_day"", ""confirm_bars"": 1, ""daytype_mode"": ""off"", ""band_mult_long"": 1.0, ""vol_skip_pct"": 98.0, ""band_mult_short"": 1.75, ""skip_holidays"": true, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 27, ""side"": ""Both"", ""daytype_hi"": 0.6, ""stop_k"": 1.25, ""exit_mode"": ""vwap""}"
237,NOISE,NOISE_1_0.py,NQ,5m,WEAK,candidate,wf,2941,9.2,1.413,38.3,0.255,81.3,14564,798,estimate: optimize yrs x WF trade share,"{""daytype_lo"": 0.15, ""window"": ""all_day"", ""confirm_bars"": 2, ""daytype_mode"": ""off"", ""band_mult_long"": 0.5, ""vol_skip_pct"": 89.0, ""band_mult_short"": 1.5, ""skip_holidays"": true, ""stop_mode"": ""fixed"", ""flat_eod"": true, ""lookback"": 64, ""side"": ""Both"", ""daytype_hi"": 0.9, ""stop_k"": 1.25, ""exit_mode"": ""vwap""}"
237,NOISE,NOISE_1_0.py,NQ,5m,WEAK,candidate,pre,4692,14.68,1.358,36.2,0.228,73.0,14896,798,optimize window,"{""daytype_lo"": 0.15, ""window"": ""all_day"", ""confirm_bars"": 2, ""daytype_mode"": ""off"", ""band_mult_long"": 0.5, ""vol_skip_pct"": 89.0, ""band_mult_short"": 1.5, ""skip_holidays"": true, ""stop_mode"": ""fixed"", ""flat_eod"": true, ""lookback"": 64, ""side"": ""Both"", ""daytype_hi"": 0.9, ""stop_k"": 1.25, ""exit_mode"": ""vwap""}"
237,NOISE,NOISE_1_0.py,NQ,5m,WEAK,candidate,wf,1358,9.06,1.326,39.1,0.199,29.8,7563,939,estimate: optimize yrs x WF trade share,"{""daytype_lo"": 0.35, ""window"": ""all_day"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_top_long"", ""band_mult_long"": 1.5, ""vol_skip_pct"": 91.0, ""band_mult_short"": 1.25, ""skip_holidays"": true, ""stop_mode"": ""fixed"", ""flat_eod"": true, ""lookback"": 91, ""side"": ""Both"", ""daytype_hi"": 0.7, ""stop_k"": 3.25, ""exit_mode"": ""vwap""}"
237,NOISE,NOISE_1_0.py,NQ,5m,WEAK,candidate,pre,2201,14.68,1.308,38.1,0.19,28.6,8279,939,optimize window,"{""daytype_lo"": 0.35, ""window"": ""all_day"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_top_long"", ""band_mult_long"": 1.5, ""vol_skip_pct"": 91.0, ""band_mult_short"": 1.25, ""skip_holidays"": true, ""stop_mode"": ""fixed"", ""flat_eod"": true, ""lookback"": 91, ""side"": ""Both"", ""daytype_hi"": 0.7, ""stop_k"": 3.25, ""exit_mode"": ""vwap""}"
237,NOISE,NOISE_1_0.py,NQ,5m,WEAK,candidate,wf,2477,9.07,1.369,26.9,0.27,73.7,14517,1161,estimate: optimize yrs x WF trade share,"{""daytype_lo"": 0.15, ""window"": ""afternoon_block"", ""confirm_bars"": 3, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.5, ""vol_skip_pct"": 97.0, ""band_mult_short"": 0.5, ""skip_holidays"": false, ""stop_mode"": ""fixed"", ""flat_eod"": false, ""lookback"": 117, ""side"": ""Both"", ""daytype_hi"": 0.55, ""stop_k"": 3.5, ""exit_mode"": ""band""}"
237,NOISE,NOISE_1_0.py,NQ,5m,WEAK,candidate,pre,4010,14.68,1.334,25.8,0.248,67.7,15311,1161,optimize window,"{""daytype_lo"": 0.15, ""window"": ""afternoon_block"", ""confirm_bars"": 3, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 0.5, ""vol_skip_pct"": 97.0, ""band_mult_short"": 0.5, ""skip_holidays"": false, ""stop_mode"": ""fixed"", ""flat_eod"": false, ""lookback"": 117, ""side"": ""Both"", ""daytype_hi"": 0.55, ""stop_k"": 3.5, ""exit_mode"": ""band""}"
237,NOISE,NOISE_1_0.py,NQ,5m,WEAK,candidate,wf,1761,9.13,1.393,39.6,0.237,45.8,10114,653,estimate: optimize yrs x WF trade share,"{""daytype_lo"": 0.2, ""window"": ""all_day"", ""confirm_bars"": 4, ""daytype_mode"": ""off"", ""band_mult_long"": 1.25, ""vol_skip_pct"": 95.0, ""band_mult_short"": 1.0, ""skip_holidays"": true, ""stop_mode"": ""atr"", ""flat_eod"": false, ""lookback"": 35, ""side"": ""Both"", ""daytype_hi"": 0.55, ""stop_k"": 1.75, ""exit_mode"": ""vwap""}"
237,NOISE,NOISE_1_0.py,NQ,5m,WEAK,candidate,pre,2833,14.68,1.356,38.5,0.219,42.2,10771,653,optimize window,"{""daytype_lo"": 0.2, ""window"": ""all_day"", ""confirm_bars"": 4, ""daytype_mode"": ""off"", ""band_mult_long"": 1.25, ""vol_skip_pct"": 95.0, ""band_mult_short"": 1.0, ""skip_holidays"": true, ""stop_mode"": ""atr"", ""flat_eod"": false, ""lookback"": 35, ""side"": ""Both"", ""daytype_hi"": 0.55, ""stop_k"": 1.75, ""exit_mode"": ""vwap""}"
237,NOISE,NOISE_1_0.py,NQ,5m,WEAK,candidate,wf,2027,9.18,1.437,38.7,0.268,59.2,12871,654,estimate: optimize yrs x WF trade share,"{""daytype_lo"": 0.25, ""window"": ""all_day"", ""confirm_bars"": 2, ""daytype_mode"": ""off"", ""band_mult_long"": 1.0, ""vol_skip_pct"": 86.0, ""band_mult_short"": 1.0, ""skip_holidays"": true, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 105, ""side"": ""Both"", ""daytype_hi"": 0.55, ""stop_k"": 4.0, ""exit_mode"": ""vwap""}"
237,NOISE,NOISE_1_0.py,NQ,5m,WEAK,candidate,pre,3243,14.68,1.389,37.2,0.244,53.9,13342,654,optimize window,"{""daytype_lo"": 0.25, ""window"": ""all_day"", ""confirm_bars"": 2, ""daytype_mode"": ""off"", ""band_mult_long"": 1.0, ""vol_skip_pct"": 86.0, ""band_mult_short"": 1.0, ""skip_holidays"": true, ""stop_mode"": ""bandwidth"", ""flat_eod"": true, ""lookback"": 105, ""side"": ""Both"", ""daytype_hi"": 0.55, ""stop_k"": 4.0, ""exit_mode"": ""vwap""}"
237,NOISE,NOISE_1_0.py,NQ,5m,WEAK,candidate,wf,1198,9.18,1.515,39.7,0.31,40.5,10377,835,estimate: optimize yrs x WF trade share,"{""daytype_lo"": 0.1, ""window"": ""morning"", ""confirm_bars"": 2, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 1.0, ""vol_skip_pct"": 98.0, ""band_mult_short"": 1.5, ""skip_holidays"": true, ""stop_mode"": ""atr"", ""flat_eod"": false, ""lookback"": 61, ""side"": ""Both"", ""daytype_hi"": 0.7, ""stop_k"": 3.5, ""exit_mode"": ""vwap""}"
237,NOISE,NOISE_1_0.py,NQ,5m,WEAK,candidate,pre,1916,14.68,1.466,38.0,0.289,37.7,11011,835,optimize window,"{""daytype_lo"": 0.1, ""window"": ""morning"", ""confirm_bars"": 2, ""daytype_mode"": ""skip_bot_short"", ""band_mult_long"": 1.0, ""vol_skip_pct"": 98.0, ""band_mult_short"": 1.5, ""skip_holidays"": true, ""stop_mode"": ""atr"", ""flat_eod"": false, ""lookback"": 61, ""side"": ""Both"", ""daytype_hi"": 0.7, ""stop_k"": 3.5, ""exit_mode"": ""vwap""}"
237,NOISE,NOISE_1_0.py,NQ,5m,WEAK,candidate,wf,1007,9.27,1.602,43.0,0.343,37.3,10391,907,estimate: optimize yrs x WF trade share,"{""daytype_lo"": 0.15, ""window"": ""afternoon_block"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_bot_all"", ""band_mult_long"": 1.25, ""vol_skip_pct"": 98.0, ""band_mult_short"": 2.0, ""skip_holidays"": false, ""stop_mode"": ""fixed"", ""flat_eod"": true, ""lookback"": 116, ""side"": ""Both"", ""daytype_hi"": 0.65, ""stop_k"": 2.75, ""exit_mode"": ""vwap""}"
237,NOISE,NOISE_1_0.py,NQ,5m,WEAK,candidate,pre,1595,14.68,1.554,41.2,0.326,35.4,11137,907,optimize window,"{""daytype_lo"": 0.15, ""window"": ""afternoon_block"", ""confirm_bars"": 1, ""daytype_mode"": ""skip_bot_all"", ""band_mult_long"": 1.25, ""vol_skip_pct"": 98.0, ""band_mult_short"": 2.0, ""skip_holidays"": false, ""stop_mode"": ""fixed"", ""flat_eod"": true, ""lookback"": 116, ""side"": ""Both"", ""daytype_hi"": 0.65, ""stop_k"": 2.75, ""exit_mode"": ""vwap""}"
238,BOOK,BOOK: NOISE + ORB230,,,PASS,champion,pre,6370,16.18,1.292,42.2,0.169,66.6,10944883,547690,optimize window,"{""book"": [""ORB_3_4_C221.py"", ""NOISE_1_0.py""]}"
239,ORB,ORB_3_6_BE08.py,NQ,5m,PASS,champion,pre,1795,15.18,1.114,45.2,0.062,7.4,56325,23917,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""be_after_R"": 0.8, ""stop_frac"": 2.0, ""trail_bars"": 0, ""target_R"": 5.5, ""partial_exit_R"": 0.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.7}"
239,ORB,ORB_3_6_BE08.py,NQ,5m,PASS,candidate,wf,1454,9.09,1.336,46.9,0.178,28.5,15034,1469,estimate: optimize yrs x WF trade share,"{""skip_holidays"": true, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""stop_frac"": 2.0, ""be_after_R"": 0.8, ""trail_bars"": 0, ""target_R"": 5.5, ""partial_exit_R"": 0.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.7}"
239,ORB,ORB_3_6_BE08.py,NQ,5m,PASS,candidate,pre,2429,15.18,1.286,45.9,0.155,24.8,15030,1469,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""stop_frac"": 2.0, ""be_after_R"": 0.8, ""trail_bars"": 0, ""target_R"": 5.5, ""partial_exit_R"": 0.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.7}"
240,ORB,ORB_3_6_BE12.py,NQ,5m,PASS,champion,pre,1795,15.18,1.103,46.8,0.055,6.5,52940,27155,optimize window,"{""skip_holidays"": true, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""be_after_R"": 1.2, ""stop_frac"": 2.0, ""trail_bars"": 0, ""target_R"": 5.5, ""partial_exit_R"": 0.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.7}"
240,ORB,ORB_3_6_BE12.py,NQ,5m,PASS,candidate,wf,1454,9.09,1.332,49.2,0.168,26.9,15383,1438,estimate: optimize yrs x WF trade share,"{""skip_holidays"": true, ""breakout_buf"": 0.25, ""vpace_filter"": 0.7, ""close_confirm"": true, ""flat_eod"": true, ""or_bars"": 2, ""stop_frac"": 2.0, ""be_after_R"": 1.2, ""trail_bars"": 0, ""target_R"": 5.5, ""partial_exit_R"": 0.0, ""trade_mode"": ""First-candle dir"", ""atr_filter"": 0.7}"
