rank,n,net,pf,dd,mar,win,evr,ryr,tpy,sh,so,avl,folds8,secs,params
290,1314,12552,1.09,16684,0.75,13.9,0.077,6.8,87.3,0.13,0.45,123,5,5,"{'lookback': 48, 'band_mult_long': 2.5, 'band_mult_short': 1.0, 'exit_mode': 'boundary', 'side': 'Short Only', 'window': 'all_day', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'atr', 'confirm_bars': 2, 'daytype_mode': 'skip_bot_all', 'daytype_lo': 0.25, 'daytype_hi': 0.65, 'vol_skip_pct': 42.0, 'stop_k': 3.75}"
291,436,16226,1.285,11556,1.4,17.7,0.234,6.8,29.0,0.27,0.74,159,5,4,"{'lookback': 76, 'band_mult_long': 1.25, 'band_mult_short': 1.5, 'exit_mode': 'boundary', 'side': 'Short Only', 'window': 'morning', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'fixed', 'confirm_bars': 3, 'daytype_mode': 'skip_top_all', 'daytype_lo': 0.3, 'daytype_hi': 0.95, 'vol_skip_pct': 52.0, 'stop_k': 1.25}"
292,667,20105,1.207,19369,1.04,25.9,0.153,6.8,44.3,0.27,0.71,197,3,2,"{'lookback': 96, 'band_mult_long': 2.5, 'band_mult_short': 2.25, 'exit_mode': 'band', 'side': 'Both', 'window': 'afternoon_block', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'off', 'confirm_bars': 1, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.15, 'daytype_hi': 0.6, 'vol_skip_pct': 70.0, 'stop_k': 1.75}"
293,279,15326,1.558,5935,2.58,34.1,0.368,6.8,18.5,0.44,1.1,149,8,1,"{'lookback': 120, 'band_mult_long': 2.0, 'band_mult_short': 1.0, 'exit_mode': 'band', 'side': 'Long Only', 'window': 'morning', 'flat_eod': False, 'skip_holidays': True, 'stop_mode': 'atr', 'confirm_bars': 1, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.35, 'daytype_hi': 0.75, 'vol_skip_pct': 75.0, 'stop_k': 3.5}"
294,233,13947,1.547,7687,1.81,21.5,0.43,6.7,15.5,0.32,0.99,139,5,4,"{'lookback': 118, 'band_mult_long': 2.25, 'band_mult_short': 2.5, 'exit_mode': 'boundary', 'side': 'Short Only', 'window': 'all_day', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'bandwidth', 'confirm_bars': 3, 'daytype_mode': 'skip_top_all', 'daytype_lo': 0.1, 'daytype_hi': 0.55, 'vol_skip_pct': 71.0, 'stop_k': 3.5}"
295,357,31674,1.397,9112,3.48,28.6,0.283,6.7,23.7,0.41,1.04,313,4,4,"{'lookback': 67, 'band_mult_long': 0.75, 'band_mult_short': 1.25, 'exit_mode': 'band', 'side': 'Short Only', 'window': 'afternoon_block', 'flat_eod': False, 'skip_holidays': True, 'stop_mode': 'atr', 'confirm_bars': 4, 'daytype_mode': 'skip_bot_short', 'daytype_lo': 0.4, 'daytype_hi': 0.8, 'vol_skip_pct': 63.0, 'stop_k': 3.5}"
296,108,10139,2.347,1411,7.18,31.5,0.923,6.6,7.2,0.44,1.59,102,6,4,"{'lookback': 73, 'band_mult_long': 2.25, 'band_mult_short': 2.25, 'exit_mode': 'band', 'side': 'Long Only', 'window': 'morning', 'flat_eod': False, 'skip_holidays': True, 'stop_mode': 'off', 'confirm_bars': 3, 'daytype_mode': 'off', 'daytype_lo': 0.25, 'daytype_hi': 0.7, 'vol_skip_pct': 66.0, 'stop_k': 1.75}"
297,979,10600,1.122,9046,1.17,16.3,0.102,6.6,65.0,0.17,0.46,106,5,4,"{'lookback': 56, 'band_mult_long': 1.25, 'band_mult_short': 1.25, 'exit_mode': 'boundary', 'side': 'Both', 'window': 'morning', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'off', 'confirm_bars': 2, 'daytype_mode': 'skip_bot_short', 'daytype_lo': 0.35, 'daytype_hi': 0.65, 'vol_skip_pct': 33.0, 'stop_k': 2.0}"
298,65,6372,3.019,1065,5.99,24.6,1.522,6.6,4.3,0.34,2.12,64,5,5,"{'lookback': 34, 'band_mult_long': 2.5, 'band_mult_short': 1.5, 'exit_mode': 'boundary', 'side': 'Long Only', 'window': 'morning', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'off', 'confirm_bars': 4, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.3, 'daytype_hi': 0.85, 'vol_skip_pct': 47.0, 'stop_k': 3.75}"
299,589,16402,1.207,9695,1.69,18.2,0.17,6.6,39.1,0.28,0.67,164,4,5,"{'lookback': 34, 'band_mult_long': 0.5, 'band_mult_short': 2.0, 'exit_mode': 'boundary', 'side': 'Long Only', 'window': 'morning', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'off', 'confirm_bars': 4, 'daytype_mode': 'skip_bot_short', 'daytype_lo': 0.15, 'daytype_hi': 0.85, 'vol_skip_pct': 24.0, 'stop_k': 0.5}"
300,77,5025,2.562,1363,3.69,16.9,1.299,6.6,5.1,0.26,1.84,50,4,3,"{'lookback': 81, 'band_mult_long': 2.5, 'band_mult_short': 0.75, 'exit_mode': 'boundary', 'side': 'Long Only', 'window': 'afternoon_block', 'flat_eod': False, 'skip_holidays': True, 'stop_mode': 'off', 'confirm_bars': 2, 'daytype_mode': 'skip_bot_short', 'daytype_lo': 0.15, 'daytype_hi': 0.95, 'vol_skip_pct': 30.0, 'stop_k': 4.0}"
301,951,28237,1.148,31594,0.89,30.2,0.104,6.5,63.2,0.26,0.6,287,4,2,"{'lookback': 86, 'band_mult_long': 1.0, 'band_mult_short': 0.75, 'exit_mode': 'vwap', 'side': 'Short Only', 'window': 'morning', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'fixed', 'confirm_bars': 1, 'daytype_mode': 'skip_bot_short', 'daytype_lo': 0.1, 'daytype_hi': 0.8, 'vol_skip_pct': 46.0, 'stop_k': 1.25}"
302,160,11924,1.904,2268,5.26,32.5,0.61,6.5,10.6,0.43,1.38,122,5,4,"{'lookback': 78, 'band_mult_long': 2.25, 'band_mult_short': 1.0, 'exit_mode': 'band', 'side': 'Long Only', 'window': 'all_day', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'fixed', 'confirm_bars': 3, 'daytype_mode': 'skip_bot_all', 'daytype_lo': 0.15, 'daytype_hi': 0.6, 'vol_skip_pct': 59.0, 'stop_k': 0.5}"
303,887,24115,1.149,29434,0.82,25.4,0.111,6.5,58.9,0.24,0.59,245,2,4,"{'lookback': 32, 'band_mult_long': 1.25, 'band_mult_short': 0.5, 'exit_mode': 'band', 'side': 'Both', 'window': 'all_day', 'flat_eod': False, 'skip_holidays': True, 'stop_mode': 'atr', 'confirm_bars': 3, 'daytype_mode': 'skip_bot_all', 'daytype_lo': 0.25, 'daytype_hi': 0.6, 'vol_skip_pct': 25.0, 'stop_k': 1.25}"
304,488,37038,1.299,16155,2.29,34.4,0.196,6.4,32.4,0.4,0.94,387,4,3,"{'lookback': 94, 'band_mult_long': 1.0, 'band_mult_short': 1.0, 'exit_mode': 'vwap', 'side': 'Short Only', 'window': 'morning', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'fixed', 'confirm_bars': 4, 'daytype_mode': 'skip_bot_all', 'daytype_lo': 0.15, 'daytype_hi': 0.75, 'vol_skip_pct': 61.0, 'stop_k': 2.0}"
305,525,7504,1.225,4727,1.59,18.3,0.184,6.4,34.9,0.21,0.64,78,5,4,"{'lookback': 15, 'band_mult_long': 1.5, 'band_mult_short': 2.0, 'exit_mode': 'boundary', 'side': 'Long Only', 'window': 'all_day', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'atr', 'confirm_bars': 2, 'daytype_mode': 'skip_top_all', 'daytype_lo': 0.4, 'daytype_hi': 0.6, 'vol_skip_pct': 36.0, 'stop_k': 3.0}"
306,221,26099,1.699,8840,2.95,37.6,0.436,6.4,14.7,0.46,1.21,271,8,5,"{'lookback': 95, 'band_mult_long': 2.0, 'band_mult_short': 2.0, 'exit_mode': 'band', 'side': 'Both', 'window': 'morning', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'bandwidth', 'confirm_bars': 4, 'daytype_mode': 'skip_bot_all', 'daytype_lo': 0.3, 'daytype_hi': 0.85, 'vol_skip_pct': 67.0, 'stop_k': 2.5}"
307,742,9909,1.167,7725,1.28,21.8,0.131,6.4,49.3,0.23,0.56,102,4,5,"{'lookback': 22, 'band_mult_long': 1.5, 'band_mult_short': 0.5, 'exit_mode': 'boundary', 'side': 'Long Only', 'window': 'all_day', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'atr', 'confirm_bars': 4, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.4, 'daytype_hi': 0.7, 'vol_skip_pct': 69.0, 'stop_k': 3.75}"
308,257,7770,1.469,4380,1.77,19.8,0.376,6.4,17.1,0.26,0.74,80,4,4,"{'lookback': 66, 'band_mult_long': 2.0, 'band_mult_short': 1.0, 'exit_mode': 'boundary', 'side': 'Long Only', 'window': 'all_day', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'off', 'confirm_bars': 3, 'daytype_mode': 'skip_bot_short', 'daytype_lo': 0.45, 'daytype_hi': 0.95, 'vol_skip_pct': 34.0, 'stop_k': 2.5}"
309,655,25183,1.207,8971,2.81,29.5,0.146,6.3,43.5,0.31,0.68,264,4,6,"{'lookback': 34, 'band_mult_long': 0.5, 'band_mult_short': 1.75, 'exit_mode': 'band', 'side': 'Both', 'window': 'all_day', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'off', 'confirm_bars': 4, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.05, 'daytype_hi': 0.6, 'vol_skip_pct': 31.0, 'stop_k': 3.5}"
310,284,40008,1.539,12503,3.2,38.4,0.332,6.3,18.9,0.53,1.24,424,5,4,"{'lookback': 25, 'band_mult_long': 1.75, 'band_mult_short': 2.0, 'exit_mode': 'vwap', 'side': 'Short Only', 'window': 'morning', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'fixed', 'confirm_bars': 2, 'daytype_mode': 'off', 'daytype_lo': 0.25, 'daytype_hi': 0.6, 'vol_skip_pct': 58.0, 'stop_k': 1.25}"
311,288,35960,1.535,12210,2.95,38.2,0.331,6.3,19.1,0.49,1.37,377,6,4,"{'lookback': 60, 'band_mult_long': 0.75, 'band_mult_short': 1.25, 'exit_mode': 'vwap', 'side': 'Short Only', 'window': 'morning', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'fixed', 'confirm_bars': 4, 'daytype_mode': 'skip_bot_short', 'daytype_lo': 0.3, 'daytype_hi': 0.6, 'vol_skip_pct': 54.0, 'stop_k': 0.5}"
312,268,58968,1.65,11721,5.03,47.4,0.342,6.1,17.8,0.63,1.36,643,6,4,"{'lookback': 57, 'band_mult_long': 2.5, 'band_mult_short': 2.0, 'exit_mode': 'vwap', 'side': 'Short Only', 'window': 'afternoon_block', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'bandwidth', 'confirm_bars': 4, 'daytype_mode': 'skip_bot_short', 'daytype_lo': 0.1, 'daytype_hi': 0.8, 'vol_skip_pct': 79.0, 'stop_k': 1.75}"
313,818,11078,1.137,13086,0.85,18.2,0.112,6.1,54.3,0.17,0.5,121,3,6,"{'lookback': 40, 'band_mult_long': 1.5, 'band_mult_short': 2.0, 'exit_mode': 'boundary', 'side': 'Short Only', 'window': 'all_day', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'bandwidth', 'confirm_bars': 2, 'daytype_mode': 'skip_top_all', 'daytype_lo': 0.4, 'daytype_hi': 0.8, 'vol_skip_pct': 64.0, 'stop_k': 4.0}"
314,428,19080,1.27,17319,1.1,21.0,0.213,6.1,28.4,0.27,0.65,209,5,4,"{'lookback': 75, 'band_mult_long': 0.75, 'band_mult_short': 1.5, 'exit_mode': 'boundary', 'side': 'Short Only', 'window': 'morning', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'off', 'confirm_bars': 4, 'daytype_mode': 'skip_top_all', 'daytype_lo': 0.3, 'daytype_hi': 0.7, 'vol_skip_pct': 85.0, 'stop_k': 0.25}"
315,267,42034,1.71,16346,2.57,51.3,0.346,6.1,17.7,0.68,1.37,455,7,2,"{'lookback': 39, 'band_mult_long': 2.0, 'band_mult_short': 0.5, 'exit_mode': 'vwap', 'side': 'Long Only', 'window': 'morning', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'atr', 'confirm_bars': 1, 'daytype_mode': 'off', 'daytype_lo': 0.3, 'daytype_hi': 0.65, 'vol_skip_pct': 69.0, 'stop_k': 0.75}"
316,1314,26248,1.096,22479,1.17,31.5,0.066,5.8,87.3,0.23,0.47,303,5,2,"{'lookback': 25, 'band_mult_long': 0.75, 'band_mult_short': 1.0, 'exit_mode': 'vwap', 'side': 'Both', 'window': 'morning', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'fixed', 'confirm_bars': 1, 'daytype_mode': 'off', 'daytype_lo': 0.3, 'daytype_hi': 0.95, 'vol_skip_pct': 32.0, 'stop_k': 2.75}"
317,231,15202,1.608,3903,3.9,39.0,0.371,5.7,15.3,0.43,1.13,177,6,4,"{'lookback': 17, 'band_mult_long': 2.0, 'band_mult_short': 0.5, 'exit_mode': 'band', 'side': 'Long Only', 'window': 'all_day', 'flat_eod': False, 'skip_holidays': True, 'stop_mode': 'bandwidth', 'confirm_bars': 4, 'daytype_mode': 'skip_bot_short', 'daytype_lo': 0.4, 'daytype_hi': 0.9, 'vol_skip_pct': 46.0, 'stop_k': 1.0}"
318,241,15276,1.493,4628,3.3,29.0,0.349,5.6,16.0,0.29,1.0,181,4,3,"{'lookback': 27, 'band_mult_long': 2.25, 'band_mult_short': 1.75, 'exit_mode': 'band', 'side': 'Both', 'window': 'all_day', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'bandwidth', 'confirm_bars': 2, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.1, 'daytype_hi': 0.6, 'vol_skip_pct': 16.0, 'stop_k': 2.0}"
319,502,18059,1.211,14390,1.25,20.7,0.167,5.6,33.3,0.25,0.6,215,5,4,"{'lookback': 60, 'band_mult_long': 0.75, 'band_mult_short': 0.75, 'exit_mode': 'band', 'side': 'Both', 'window': 'afternoon_block', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'fixed', 'confirm_bars': 2, 'daytype_mode': 'skip_top_all', 'daytype_lo': 0.2, 'daytype_hi': 0.95, 'vol_skip_pct': 11.0, 'stop_k': 2.75}"
320,741,14724,1.142,19862,0.74,21.1,0.112,5.5,49.2,0.21,0.52,177,2,3,"{'lookback': 15, 'band_mult_long': 0.75, 'band_mult_short': 0.75, 'exit_mode': 'band', 'side': 'Both', 'window': 'all_day', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'bandwidth', 'confirm_bars': 2, 'daytype_mode': 'skip_bot_all', 'daytype_lo': 0.05, 'daytype_hi': 0.8, 'vol_skip_pct': 9.0, 'stop_k': 1.5}"
321,906,21877,1.135,17247,1.27,31.8,0.092,5.5,60.2,0.22,0.49,263,5,1,"{'lookback': 12, 'band_mult_long': 0.75, 'band_mult_short': 1.25, 'exit_mode': 'vwap', 'side': 'Both', 'window': 'all_day', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'off', 'confirm_bars': 1, 'daytype_mode': 'skip_top_all', 'daytype_lo': 0.3, 'daytype_hi': 0.55, 'vol_skip_pct': 32.0, 'stop_k': 2.75}"
322,1112,21596,1.104,34193,0.63,28.4,0.074,5.5,73.9,0.2,0.44,262,3,1,"{'lookback': 28, 'band_mult_long': 2.5, 'band_mult_short': 0.75, 'exit_mode': 'vwap', 'side': 'Short Only', 'window': 'morning', 'flat_eod': False, 'skip_holidays': True, 'stop_mode': 'fixed', 'confirm_bars': 1, 'daytype_mode': 'off', 'daytype_lo': 0.1, 'daytype_hi': 0.7, 'vol_skip_pct': 45.0, 'stop_k': 1.75}"
323,261,24143,1.493,12212,1.98,37.2,0.31,5.4,17.3,0.43,0.95,299,8,4,"{'lookback': 74, 'band_mult_long': 2.25, 'band_mult_short': 2.5, 'exit_mode': 'band', 'side': 'Both', 'window': 'morning', 'flat_eod': False, 'skip_holidays': True, 'stop_mode': 'off', 'confirm_bars': 4, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.45, 'daytype_hi': 0.9, 'vol_skip_pct': 86.0, 'stop_k': 2.25}"
324,4272,24685,1.027,55644,0.44,28.9,0.019,5.4,283.7,0.1,0.22,303,4,3,"{'lookback': 44, 'band_mult_long': 1.0, 'band_mult_short': 0.5, 'exit_mode': 'vwap', 'side': 'Short Only', 'window': 'afternoon_block', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'off', 'confirm_bars': 1, 'daytype_mode': 'skip_bot_short', 'daytype_lo': 0.05, 'daytype_hi': 0.9, 'vol_skip_pct': 0.0, 'stop_k': 0.25}"
325,309,28616,1.446,13397,2.14,40.5,0.265,5.4,20.5,0.42,0.9,349,6,3,"{'lookback': 80, 'band_mult_long': 1.0, 'band_mult_short': 2.5, 'exit_mode': 'vwap', 'side': 'Both', 'window': 'all_day', 'flat_eod': False, 'skip_holidays': True, 'stop_mode': 'bandwidth', 'confirm_bars': 4, 'daytype_mode': 'skip_bot_all', 'daytype_lo': 0.1, 'daytype_hi': 0.65, 'vol_skip_pct': 23.0, 'stop_k': 3.0}"
326,320,22344,1.375,15587,1.43,32.8,0.252,5.4,21.3,0.32,0.9,277,4,4,"{'lookback': 43, 'band_mult_long': 0.5, 'band_mult_short': 1.5, 'exit_mode': 'vwap', 'side': 'Short Only', 'window': 'all_day', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'atr', 'confirm_bars': 2, 'daytype_mode': 'skip_bot_short', 'daytype_lo': 0.35, 'daytype_hi': 0.7, 'vol_skip_pct': 33.0, 'stop_k': 1.25}"
327,198,5646,1.503,4901,1.15,18.7,0.409,5.4,13.2,0.25,0.93,70,6,3,"{'lookback': 82, 'band_mult_long': 2.5, 'band_mult_short': 0.5, 'exit_mode': 'boundary', 'side': 'Long Only', 'window': 'afternoon_block', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'off', 'confirm_bars': 3, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.45, 'daytype_hi': 0.8, 'vol_skip_pct': 88.0, 'stop_k': 3.5}"
328,795,25995,1.147,17804,1.46,32.2,0.1,5.3,52.8,0.26,0.55,327,4,6,"{'lookback': 111, 'band_mult_long': 2.0, 'band_mult_short': 1.0, 'exit_mode': 'vwap', 'side': 'Both', 'window': 'afternoon_block', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'off', 'confirm_bars': 2, 'daytype_mode': 'skip_bot_short', 'daytype_lo': 0.15, 'daytype_hi': 0.65, 'vol_skip_pct': 46.0, 'stop_k': 2.5}"
329,1199,4429,1.078,9833,0.45,15.4,0.066,5.3,79.6,0.11,0.34,56,3,2,"{'lookback': 93, 'band_mult_long': 2.0, 'band_mult_short': 2.0, 'exit_mode': 'boundary', 'side': 'Long Only', 'window': 'all_day', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'fixed', 'confirm_bars': 1, 'daytype_mode': 'off', 'daytype_lo': 0.45, 'daytype_hi': 0.95, 'vol_skip_pct': 71.0, 'stop_k': 4.0}"
330,191,32348,1.694,8986,3.6,40.8,0.411,5.2,12.7,0.53,1.28,412,5,2,"{'lookback': 69, 'band_mult_long': 1.75, 'band_mult_short': 2.25, 'exit_mode': 'vwap', 'side': 'Short Only', 'window': 'afternoon_block', 'flat_eod': False, 'skip_holidays': True, 'stop_mode': 'atr', 'confirm_bars': 1, 'daytype_mode': 'skip_top_all', 'daytype_lo': 0.1, 'daytype_hi': 0.8, 'vol_skip_pct': 57.0, 'stop_k': 0.75}"
331,270,13997,1.394,4466,3.13,27.0,0.287,5.2,17.9,0.33,0.79,180,5,1,"{'lookback': 72, 'band_mult_long': 1.0, 'band_mult_short': 2.5, 'exit_mode': 'band', 'side': 'Long Only', 'window': 'afternoon_block', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'fixed', 'confirm_bars': 1, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.45, 'daytype_hi': 0.85, 'vol_skip_pct': 15.0, 'stop_k': 1.25}"
332,2232,16657,1.051,37322,0.45,30.8,0.035,5.2,148.2,0.13,0.29,213,3,5,"{'lookback': 39, 'band_mult_long': 0.5, 'band_mult_short': 0.5, 'exit_mode': 'vwap', 'side': 'Short Only', 'window': 'all_day', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'off', 'confirm_bars': 2, 'daytype_mode': 'off', 'daytype_lo': 0.25, 'daytype_hi': 0.9, 'vol_skip_pct': 41.0, 'stop_k': 0.25}"
333,312,12819,1.339,6439,1.99,27.2,0.247,5.1,20.7,0.22,0.7,166,4,2,"{'lookback': 67, 'band_mult_long': 1.5, 'band_mult_short': 2.0, 'exit_mode': 'band', 'side': 'Both', 'window': 'all_day', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'off', 'confirm_bars': 1, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.2, 'daytype_hi': 0.75, 'vol_skip_pct': 12.0, 'stop_k': 1.0}"
334,758,24250,1.131,37348,0.65,24.3,0.099,5.0,50.3,0.22,0.5,324,3,4,"{'lookback': 103, 'band_mult_long': 1.5, 'band_mult_short': 0.75, 'exit_mode': 'band', 'side': 'Short Only', 'window': 'afternoon_block', 'flat_eod': False, 'skip_holidays': True, 'stop_mode': 'fixed', 'confirm_bars': 4, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.35, 'daytype_hi': 0.8, 'vol_skip_pct': 55.0, 'stop_k': 3.75}"
335,167,4748,1.534,2785,1.7,15.6,0.451,5.0,11.1,0.25,0.89,63,5,2,"{'lookback': 75, 'band_mult_long': 2.0, 'band_mult_short': 2.25, 'exit_mode': 'boundary', 'side': 'Both', 'window': 'morning', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'off', 'confirm_bars': 1, 'daytype_mode': 'skip_bot_short', 'daytype_lo': 0.3, 'daytype_hi': 0.55, 'vol_skip_pct': 15.0, 'stop_k': 4.0}"
336,612,13746,1.165,10908,1.26,26.0,0.122,5.0,40.6,0.18,0.48,184,3,2,"{'lookback': 41, 'band_mult_long': 0.5, 'band_mult_short': 1.75, 'exit_mode': 'band', 'side': 'Short Only', 'window': 'all_day', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'bandwidth', 'confirm_bars': 1, 'daytype_mode': 'skip_bot_all', 'daytype_lo': 0.25, 'daytype_hi': 0.55, 'vol_skip_pct': 45.0, 'stop_k': 2.25}"
337,168,10860,1.578,3949,2.75,22.0,0.451,5.0,11.2,0.33,0.73,143,4,3,"{'lookback': 120, 'band_mult_long': 0.75, 'band_mult_short': 2.5, 'exit_mode': 'boundary', 'side': 'Both', 'window': 'afternoon_block', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'atr', 'confirm_bars': 4, 'daytype_mode': 'skip_bot_all', 'daytype_lo': 0.1, 'daytype_hi': 0.7, 'vol_skip_pct': 7.0, 'stop_k': 1.25}"
338,740,6792,1.109,16001,0.42,9.6,0.099,4.9,49.1,0.11,0.4,93,3,1,"{'lookback': 66, 'band_mult_long': 0.75, 'band_mult_short': 0.5, 'exit_mode': 'boundary', 'side': 'Short Only', 'window': 'morning', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'bandwidth', 'confirm_bars': 1, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.35, 'daytype_hi': 0.75, 'vol_skip_pct': 13.0, 'stop_k': 2.0}"
339,1044,10731,1.083,20494,0.52,14.7,0.071,4.9,69.3,0.13,0.35,145,3,4,"{'lookback': 105, 'band_mult_long': 2.0, 'band_mult_short': 1.0, 'exit_mode': 'boundary', 'side': 'Both', 'window': 'afternoon_block', 'flat_eod': False, 'skip_holidays': True, 'stop_mode': 'fixed', 'confirm_bars': 3, 'daytype_mode': 'off', 'daytype_lo': 0.3, 'daytype_hi': 0.75, 'vol_skip_pct': 41.0, 'stop_k': 3.25}"
340,238,29363,1.483,9158,3.21,37.8,0.3,4.7,15.8,0.44,1.05,411,5,4,"{'lookback': 46, 'band_mult_long': 2.25, 'band_mult_short': 1.75, 'exit_mode': 'vwap', 'side': 'Both', 'window': 'morning', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'bandwidth', 'confirm_bars': 4, 'daytype_mode': 'off', 'daytype_lo': 0.35, 'daytype_hi': 0.55, 'vol_skip_pct': 46.0, 'stop_k': 2.75}"
341,334,19990,1.313,13999,1.43,34.1,0.206,4.6,22.2,0.32,0.68,291,7,3,"{'lookback': 5, 'band_mult_long': 1.75, 'band_mult_short': 2.25, 'exit_mode': 'band', 'side': 'Short Only', 'window': 'afternoon_block', 'flat_eod': False, 'skip_holidays': True, 'stop_mode': 'off', 'confirm_bars': 4, 'daytype_mode': 'off', 'daytype_lo': 0.4, 'daytype_hi': 0.85, 'vol_skip_pct': 55.0, 'stop_k': 2.75}"
342,341,28700,1.312,19502,1.47,35.2,0.202,4.6,22.6,0.36,0.81,417,5,5,"{'lookback': 48, 'band_mult_long': 2.25, 'band_mult_short': 1.75, 'exit_mode': 'vwap', 'side': 'Short Only', 'window': 'morning', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'off', 'confirm_bars': 2, 'daytype_mode': 'skip_top_all', 'daytype_lo': 0.2, 'daytype_hi': 0.85, 'vol_skip_pct': 74.0, 'stop_k': 0.75}"
343,294,17701,1.344,8146,2.17,33.7,0.228,4.5,19.5,0.34,0.74,264,4,4,"{'lookback': 94, 'band_mult_long': 0.5, 'band_mult_short': 2.0, 'exit_mode': 'vwap', 'side': 'Long Only', 'window': 'afternoon_block', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'atr', 'confirm_bars': 4, 'daytype_mode': 'skip_bot_short', 'daytype_lo': 0.3, 'daytype_hi': 0.9, 'vol_skip_pct': 11.0, 'stop_k': 1.5}"
344,304,27339,1.354,14250,1.92,37.5,0.221,4.5,20.2,0.35,0.76,406,4,2,"{'lookback': 38, 'band_mult_long': 2.25, 'band_mult_short': 2.0, 'exit_mode': 'vwap', 'side': 'Both', 'window': 'morning', 'flat_eod': False, 'skip_holidays': True, 'stop_mode': 'bandwidth', 'confirm_bars': 1, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.45, 'daytype_hi': 0.7, 'vol_skip_pct': 41.0, 'stop_k': 3.0}"
345,595,19132,1.143,27228,0.7,20.7,0.114,4.5,39.5,0.2,0.56,283,4,4,"{'lookback': 91, 'band_mult_long': 1.75, 'band_mult_short': 0.75, 'exit_mode': 'band', 'side': 'Short Only', 'window': 'morning', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'bandwidth', 'confirm_bars': 2, 'daytype_mode': 'skip_top_all', 'daytype_lo': 0.25, 'daytype_hi': 0.55, 'vol_skip_pct': 72.0, 'stop_k': 1.25}"
346,562,18579,1.178,11443,1.62,33.6,0.118,4.4,37.3,0.26,0.53,280,6,4,"{'lookback': 27, 'band_mult_long': 0.5, 'band_mult_short': 2.25, 'exit_mode': 'vwap', 'side': 'Long Only', 'window': 'afternoon_block', 'flat_eod': False, 'skip_holidays': True, 'stop_mode': 'fixed', 'confirm_bars': 4, 'daytype_mode': 'skip_bot_all', 'daytype_lo': 0.05, 'daytype_hi': 0.8, 'vol_skip_pct': 20.0, 'stop_k': 2.25}"
