rank,n,net,pf,dd,mar,win,evr,ryr,tpy,sh,so,avl,folds8,secs,params
161,2186,66662,1.166,28406,2.35,31.0,0.114,16.6,145.2,0.43,0.97,266,4,5,"{'lookback': 83, 'band_mult_long': 1.75, 'band_mult_short': 0.5, 'exit_mode': 'vwap', 'side': 'Both', 'window': 'afternoon_block', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'atr', 'confirm_bars': 3, 'daytype_mode': 'off', 'daytype_lo': 0.25, 'daytype_hi': 0.9, 'vol_skip_pct': 60.0, 'stop_k': 3.0}"
162,1469,68150,1.246,23186,2.94,30.6,0.171,16.6,97.6,0.52,1.21,272,5,4,"{'lookback': 10, 'band_mult_long': 1.75, 'band_mult_short': 0.5, 'exit_mode': 'vwap', 'side': 'Both', 'window': 'morning', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'fixed', 'confirm_bars': 3, 'daytype_mode': 'skip_bot_all', 'daytype_lo': 0.25, 'daytype_hi': 0.75, 'vol_skip_pct': 62.0, 'stop_k': 3.5}"
163,872,73585,1.378,13611,5.41,24.7,0.285,16.5,57.9,0.6,1.6,296,7,6,"{'lookback': 46, 'band_mult_long': 1.25, 'band_mult_short': 1.5, 'exit_mode': 'band', 'side': 'Short Only', 'window': 'afternoon_block', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'bandwidth', 'confirm_bars': 3, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.45, 'daytype_hi': 0.85, 'vol_skip_pct': 93.0, 'stop_k': 1.0}"
164,921,79862,1.434,11263,7.09,38.1,0.268,16.4,61.2,0.79,1.64,323,7,4,"{'lookback': 14, 'band_mult_long': 0.75, 'band_mult_short': 0.5, 'exit_mode': 'vwap', 'side': 'Long Only', 'window': 'morning', 'flat_eod': False, 'skip_holidays': True, 'stop_mode': 'fixed', 'confirm_bars': 4, 'daytype_mode': 'off', 'daytype_lo': 0.05, 'daytype_hi': 0.6, 'vol_skip_pct': 64.0, 'stop_k': 1.25}"
165,791,26890,1.374,5889,4.57,16.4,0.312,16.4,52.5,0.44,1.37,109,6,3,"{'lookback': 116, 'band_mult_long': 0.5, 'band_mult_short': 2.0, 'exit_mode': 'boundary', 'side': 'Both', 'window': 'morning', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'bandwidth', 'confirm_bars': 2, 'daytype_mode': 'skip_top_all', 'daytype_lo': 0.1, 'daytype_hi': 0.6, 'vol_skip_pct': 39.0, 'stop_k': 2.25}"
166,1612,103351,1.226,21497,4.81,32.6,0.152,16.3,107.1,0.54,1.18,422,5,5,"{'lookback': 96, 'band_mult_long': 1.75, 'band_mult_short': 1.0, 'exit_mode': 'vwap', 'side': 'Short Only', 'window': 'afternoon_block', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'fixed', 'confirm_bars': 2, 'daytype_mode': 'skip_bot_all', 'daytype_lo': 0.1, 'daytype_hi': 0.8, 'vol_skip_pct': 0.0, 'stop_k': 1.25}"
167,451,51319,1.682,9060,5.66,21.3,0.537,16.1,30.0,0.59,1.87,212,8,4,"{'lookback': 102, 'band_mult_long': 1.0, 'band_mult_short': 1.75, 'exit_mode': 'boundary', 'side': 'Short Only', 'window': 'morning', 'flat_eod': False, 'skip_holidays': True, 'stop_mode': 'atr', 'confirm_bars': 4, 'daytype_mode': 'skip_bot_all', 'daytype_lo': 0.35, 'daytype_hi': 0.7, 'vol_skip_pct': 98.0, 'stop_k': 2.25}"
168,1386,21909,1.2,10806,2.03,13.1,0.174,16.0,92.1,0.28,0.93,91,4,2,"{'lookback': 33, 'band_mult_long': 1.75, 'band_mult_short': 1.5, 'exit_mode': 'boundary', 'side': 'Short Only', 'window': 'afternoon_block', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'off', 'confirm_bars': 1, 'daytype_mode': 'off', 'daytype_lo': 0.1, 'daytype_hi': 0.6, 'vol_skip_pct': 50.0, 'stop_k': 2.5}"
169,737,109514,1.617,9148,11.97,47.2,0.326,15.9,49.0,1.0,2.15,456,8,5,"{'lookback': 47, 'band_mult_long': 1.5, 'band_mult_short': 2.25, 'exit_mode': 'vwap', 'side': 'Both', 'window': 'all_day', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'fixed', 'confirm_bars': 4, 'daytype_mode': 'skip_bot_short', 'daytype_lo': 0.2, 'daytype_hi': 0.95, 'vol_skip_pct': 77.0, 'stop_k': 0.75}"
170,2590,64356,1.132,30952,2.08,29.7,0.093,15.9,172.0,0.36,0.84,268,4,4,"{'lookback': 42, 'band_mult_long': 2.25, 'band_mult_short': 0.5, 'exit_mode': 'vwap', 'side': 'Short Only', 'window': 'afternoon_block', 'flat_eod': False, 'skip_holidays': True, 'stop_mode': 'off', 'confirm_bars': 3, 'daytype_mode': 'skip_bot_short', 'daytype_lo': 0.1, 'daytype_hi': 0.85, 'vol_skip_pct': 87.0, 'stop_k': 2.0}"
171,784,18822,1.358,9016,2.09,14.9,0.305,15.9,52.1,0.32,1.32,79,2,2,"{'lookback': 109, 'band_mult_long': 2.5, 'band_mult_short': 1.75, 'exit_mode': 'boundary', 'side': 'Short Only', 'window': 'all_day', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'atr', 'confirm_bars': 1, 'daytype_mode': 'skip_top_all', 'daytype_lo': 0.25, 'daytype_hi': 0.6, 'vol_skip_pct': 57.0, 'stop_k': 1.5}"
172,1231,72408,1.284,12735,5.69,32.7,0.192,15.7,81.8,0.53,1.24,307,3,5,"{'lookback': 76, 'band_mult_long': 1.25, 'band_mult_short': 1.0, 'exit_mode': 'vwap', 'side': 'Short Only', 'window': 'all_day', 'flat_eod': False, 'skip_holidays': True, 'stop_mode': 'fixed', 'confirm_bars': 2, 'daytype_mode': 'skip_bot_short', 'daytype_lo': 0.25, 'daytype_hi': 0.85, 'vol_skip_pct': 72.0, 'stop_k': 3.25}"
173,3716,21828,1.072,43081,0.51,11.1,0.064,15.7,246.8,0.17,0.58,92,2,2,"{'lookback': 40, 'band_mult_long': 1.0, 'band_mult_short': 0.75, 'exit_mode': 'boundary', 'side': 'Short Only', 'window': 'all_day', 'flat_eod': False, 'skip_holidays': True, 'stop_mode': 'off', 'confirm_bars': 1, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.3, 'daytype_hi': 0.6, 'vol_skip_pct': 53.0, 'stop_k': 3.75}"
174,1876,85662,1.183,27575,3.11,31.5,0.125,15.6,124.6,0.46,1.03,365,6,3,"{'lookback': 85, 'band_mult_long': 1.25, 'band_mult_short': 1.0, 'exit_mode': 'vwap', 'side': 'Short Only', 'window': 'afternoon_block', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'off', 'confirm_bars': 1, 'daytype_mode': 'off', 'daytype_lo': 0.2, 'daytype_hi': 0.9, 'vol_skip_pct': 89.0, 'stop_k': 3.0}"
175,3519,21137,1.074,38344,0.55,10.3,0.066,15.5,233.7,0.17,0.55,91,2,3,"{'lookback': 36, 'band_mult_long': 0.75, 'band_mult_short': 0.5, 'exit_mode': 'boundary', 'side': 'Short Only', 'window': 'all_day', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'fixed', 'confirm_bars': 1, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.1, 'daytype_hi': 0.65, 'vol_skip_pct': 39.0, 'stop_k': 4.0}"
176,656,20935,1.448,8085,2.59,20.7,0.355,15.5,43.6,0.47,1.36,90,8,3,"{'lookback': 29, 'band_mult_long': 1.75, 'band_mult_short': 2.0, 'exit_mode': 'boundary', 'side': 'Long Only', 'window': 'morning', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'bandwidth', 'confirm_bars': 2, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.1, 'daytype_hi': 0.75, 'vol_skip_pct': 88.0, 'stop_k': 3.0}"
177,382,25344,1.865,4453,5.69,29.3,0.612,15.5,25.4,0.65,1.78,108,8,4,"{'lookback': 8, 'band_mult_long': 1.75, 'band_mult_short': 2.5, 'exit_mode': 'boundary', 'side': 'Long Only', 'window': 'morning', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'atr', 'confirm_bars': 4, 'daytype_mode': 'skip_bot_all', 'daytype_lo': 0.35, 'daytype_hi': 0.75, 'vol_skip_pct': 84.0, 'stop_k': 1.5}"
178,1034,79488,1.338,18308,4.34,33.7,0.225,15.4,68.7,0.62,1.43,342,6,6,"{'lookback': 30, 'band_mult_long': 2.25, 'band_mult_short': 1.0, 'exit_mode': 'vwap', 'side': 'Both', 'window': 'morning', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'off', 'confirm_bars': 2, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.3, 'daytype_hi': 0.95, 'vol_skip_pct': 63.0, 'stop_k': 0.5}"
179,457,27658,1.757,5406,5.12,33.5,0.503,15.3,30.4,0.65,1.73,120,7,2,"{'lookback': 79, 'band_mult_long': 1.75, 'band_mult_short': 1.0, 'exit_mode': 'band', 'side': 'Long Only', 'window': 'afternoon_block', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'fixed', 'confirm_bars': 1, 'daytype_mode': 'skip_bot_short', 'daytype_lo': 0.2, 'daytype_hi': 0.8, 'vol_skip_pct': 49.0, 'stop_k': 3.25}"
180,1047,59064,1.282,18988,3.11,22.2,0.219,15.3,69.5,0.47,1.51,257,5,5,"{'lookback': 72, 'band_mult_long': 2.0, 'band_mult_short': 1.0, 'exit_mode': 'band', 'side': 'Short Only', 'window': 'morning', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'fixed', 'confirm_bars': 2, 'daytype_mode': 'off', 'daytype_lo': 0.3, 'daytype_hi': 0.85, 'vol_skip_pct': 75.0, 'stop_k': 0.25}"
181,625,24788,1.47,3974,6.24,22.4,0.365,15.2,41.5,0.44,1.37,109,6,3,"{'lookback': 32, 'band_mult_long': 1.5, 'band_mult_short': 2.25, 'exit_mode': 'boundary', 'side': 'Both', 'window': 'all_day', 'flat_eod': False, 'skip_holidays': True, 'stop_mode': 'off', 'confirm_bars': 4, 'daytype_mode': 'skip_top_all', 'daytype_lo': 0.45, 'daytype_hi': 0.85, 'vol_skip_pct': 34.0, 'stop_k': 0.5}"
182,2295,80060,1.146,35773,2.24,31.9,0.099,15.2,152.4,0.42,0.91,351,6,7,"{'lookback': 58, 'band_mult_long': 2.25, 'band_mult_short': 0.75, 'exit_mode': 'vwap', 'side': 'Both', 'window': 'afternoon_block', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'fixed', 'confirm_bars': 3, 'daytype_mode': 'off', 'daytype_lo': 0.35, 'daytype_hi': 0.75, 'vol_skip_pct': 93.0, 'stop_k': 2.0}"
183,610,78542,1.564,15605,5.03,34.6,0.369,14.9,40.5,0.7,1.74,349,5,2,"{'lookback': 107, 'band_mult_long': 1.0, 'band_mult_short': 1.25, 'exit_mode': 'vwap', 'side': 'Short Only', 'window': 'afternoon_block', 'flat_eod': False, 'skip_holidays': True, 'stop_mode': 'atr', 'confirm_bars': 1, 'daytype_mode': 'skip_bot_short', 'daytype_lo': 0.4, 'daytype_hi': 0.65, 'vol_skip_pct': 71.0, 'stop_k': 3.0}"
184,995,27546,1.265,12567,2.19,14.9,0.226,14.9,66.1,0.38,1.04,122,4,4,"{'lookback': 42, 'band_mult_long': 0.5, 'band_mult_short': 2.25, 'exit_mode': 'boundary', 'side': 'Long Only', 'window': 'afternoon_block', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'atr', 'confirm_bars': 3, 'daytype_mode': 'skip_bot_short', 'daytype_lo': 0.45, 'daytype_hi': 0.55, 'vol_skip_pct': 24.0, 'stop_k': 1.75}"
185,1722,17455,1.149,9286,1.88,13.4,0.129,14.8,114.4,0.23,0.78,79,5,2,"{'lookback': 51, 'band_mult_long': 1.5, 'band_mult_short': 1.25, 'exit_mode': 'boundary', 'side': 'Both', 'window': 'afternoon_block', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'fixed', 'confirm_bars': 1, 'daytype_mode': 'skip_bot_all', 'daytype_lo': 0.35, 'daytype_hi': 0.65, 'vol_skip_pct': 42.0, 'stop_k': 3.25}"
186,640,100888,1.619,11400,8.85,43.6,0.349,14.8,42.5,0.85,1.86,452,7,4,"{'lookback': 113, 'band_mult_long': 1.75, 'band_mult_short': 2.0, 'exit_mode': 'vwap', 'side': 'Both', 'window': 'all_day', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'atr', 'confirm_bars': 1, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.35, 'daytype_hi': 0.75, 'vol_skip_pct': 62.0, 'stop_k': 3.25}"
187,1457,68963,1.197,29803,2.31,23.0,0.152,14.7,96.8,0.44,1.07,312,3,4,"{'lookback': 90, 'band_mult_long': 1.25, 'band_mult_short': 0.5, 'exit_mode': 'band', 'side': 'Short Only', 'window': 'all_day', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'off', 'confirm_bars': 3, 'daytype_mode': 'skip_top_all', 'daytype_lo': 0.3, 'daytype_hi': 0.85, 'vol_skip_pct': 75.0, 'stop_k': 1.25}"
188,2045,61830,1.151,35361,1.75,28.4,0.108,14.7,135.8,0.37,0.9,279,4,2,"{'lookback': 86, 'band_mult_long': 2.0, 'band_mult_short': 0.5, 'exit_mode': 'vwap', 'side': 'Short Only', 'window': 'morning', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'off', 'confirm_bars': 1, 'daytype_mode': 'off', 'daytype_lo': 0.2, 'daytype_hi': 0.9, 'vol_skip_pct': 68.0, 'stop_k': 1.75}"
189,1185,66168,1.269,17107,3.87,32.5,0.181,14.3,78.7,0.51,1.2,308,3,4,"{'lookback': 83, 'band_mult_long': 2.25, 'band_mult_short': 1.0, 'exit_mode': 'vwap', 'side': 'Short Only', 'window': 'all_day', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'fixed', 'confirm_bars': 3, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.4, 'daytype_hi': 0.55, 'vol_skip_pct': 64.0, 'stop_k': 1.0}"
190,1017,69515,1.288,21701,3.2,26.4,0.212,14.3,67.5,0.53,1.29,323,7,4,"{'lookback': 94, 'band_mult_long': 2.0, 'band_mult_short': 1.0, 'exit_mode': 'band', 'side': 'Both', 'window': 'afternoon_block', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'bandwidth', 'confirm_bars': 4, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.25, 'daytype_hi': 0.65, 'vol_skip_pct': 77.0, 'stop_k': 3.0}"
191,2694,20262,1.088,30294,0.67,9.1,0.08,14.2,178.9,0.18,0.59,94,3,1,"{'lookback': 64, 'band_mult_long': 0.5, 'band_mult_short': 0.5, 'exit_mode': 'boundary', 'side': 'Short Only', 'window': 'afternoon_block', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'fixed', 'confirm_bars': 1, 'daytype_mode': 'off', 'daytype_lo': 0.15, 'daytype_hi': 0.6, 'vol_skip_pct': 41.0, 'stop_k': 2.5}"
192,696,31819,1.363,10342,3.08,17.0,0.302,14.0,46.2,0.41,1.23,151,5,5,"{'lookback': 24, 'band_mult_long': 1.25, 'band_mult_short': 1.5, 'exit_mode': 'boundary', 'side': 'Short Only', 'window': 'afternoon_block', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'atr', 'confirm_bars': 3, 'daytype_mode': 'skip_top_all', 'daytype_lo': 0.05, 'daytype_hi': 0.65, 'vol_skip_pct': 82.0, 'stop_k': 0.5}"
193,436,22908,1.585,4168,5.5,17.7,0.482,14.0,29.0,0.49,1.42,109,4,4,"{'lookback': 60, 'band_mult_long': 0.75, 'band_mult_short': 1.25, 'exit_mode': 'boundary', 'side': 'Long Only', 'window': 'afternoon_block', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'fixed', 'confirm_bars': 3, 'daytype_mode': 'skip_bot_short', 'daytype_lo': 0.1, 'daytype_hi': 0.7, 'vol_skip_pct': 14.0, 'stop_k': 1.0}"
194,962,35544,1.269,11247,3.16,18.6,0.219,14.0,63.9,0.38,1.11,168,4,4,"{'lookback': 114, 'band_mult_long': 2.0, 'band_mult_short': 1.75, 'exit_mode': 'boundary', 'side': 'Short Only', 'window': 'all_day', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'atr', 'confirm_bars': 3, 'daytype_mode': 'skip_bot_all', 'daytype_lo': 0.4, 'daytype_hi': 0.9, 'vol_skip_pct': 94.0, 'stop_k': 0.75}"
195,1548,29048,1.161,14067,2.06,15.8,0.135,13.9,102.8,0.28,0.83,139,5,5,"{'lookback': 68, 'band_mult_long': 1.25, 'band_mult_short': 2.0, 'exit_mode': 'boundary', 'side': 'Short Only', 'window': 'all_day', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'atr', 'confirm_bars': 2, 'daytype_mode': 'off', 'daytype_lo': 0.3, 'daytype_hi': 0.6, 'vol_skip_pct': 92.0, 'stop_k': 0.25}"
196,235,10190,2.109,1958,5.2,20.0,0.887,13.8,15.6,0.39,1.88,49,5,4,"{'lookback': 51, 'band_mult_long': 2.25, 'band_mult_short': 1.0, 'exit_mode': 'boundary', 'side': 'Long Only', 'window': 'afternoon_block', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'fixed', 'confirm_bars': 2, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.15, 'daytype_hi': 0.8, 'vol_skip_pct': 53.0, 'stop_k': 3.0}"
197,3042,55252,1.1,30096,1.84,31.7,0.068,13.8,202.0,0.3,0.64,266,3,7,"{'lookback': 5, 'band_mult_long': 0.5, 'band_mult_short': 0.75, 'exit_mode': 'vwap', 'side': 'Short Only', 'window': 'all_day', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'off', 'confirm_bars': 4, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.05, 'daytype_hi': 0.55, 'vol_skip_pct': 91.0, 'stop_k': 2.75}"
198,1547,56209,1.194,17130,3.28,31.8,0.133,13.6,102.7,0.41,0.94,274,4,6,"{'lookback': 23, 'band_mult_long': 1.0, 'band_mult_short': 1.0, 'exit_mode': 'vwap', 'side': 'Short Only', 'window': 'all_day', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'bandwidth', 'confirm_bars': 2, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.1, 'daytype_hi': 0.85, 'vol_skip_pct': 58.0, 'stop_k': 3.75}"
199,566,70356,1.568,15652,4.5,36.4,0.361,13.6,37.6,0.71,1.68,344,5,2,"{'lookback': 18, 'band_mult_long': 1.75, 'band_mult_short': 1.75, 'exit_mode': 'vwap', 'side': 'Short Only', 'window': 'afternoon_block', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'atr', 'confirm_bars': 1, 'daytype_mode': 'skip_bot_all', 'daytype_lo': 0.25, 'daytype_hi': 0.55, 'vol_skip_pct': 69.0, 'stop_k': 1.75}"
200,1042,89931,1.325,21020,4.28,40.3,0.194,13.4,69.2,0.69,1.28,444,7,2,"{'lookback': 89, 'band_mult_long': 1.25, 'band_mult_short': 1.25, 'exit_mode': 'vwap', 'side': 'Long Only', 'window': 'morning', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'bandwidth', 'confirm_bars': 1, 'daytype_mode': 'skip_top_all', 'daytype_lo': 0.25, 'daytype_hi': 0.95, 'vol_skip_pct': 98.0, 'stop_k': 2.25}"
201,616,82503,1.505,12481,6.61,36.0,0.323,13.2,40.9,0.7,1.73,415,6,3,"{'lookback': 34, 'band_mult_long': 2.0, 'band_mult_short': 1.5, 'exit_mode': 'vwap', 'side': 'Short Only', 'window': 'morning', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'off', 'confirm_bars': 2, 'daytype_mode': 'off', 'daytype_lo': 0.1, 'daytype_hi': 0.75, 'vol_skip_pct': 80.0, 'stop_k': 1.5}"
202,227,14090,2.163,2474,5.7,24.7,0.876,13.2,15.1,0.51,1.84,71,6,3,"{'lookback': 20, 'band_mult_long': 2.5, 'band_mult_short': 2.25, 'exit_mode': 'boundary', 'side': 'Long Only', 'window': 'all_day', 'flat_eod': False, 'skip_holidays': True, 'stop_mode': 'off', 'confirm_bars': 3, 'daytype_mode': 'off', 'daytype_lo': 0.25, 'daytype_hi': 0.65, 'vol_skip_pct': 52.0, 'stop_k': 2.75}"
203,610,48618,1.53,9486,5.13,39.0,0.323,13.1,40.5,0.66,1.7,246,5,3,"{'lookback': 104, 'band_mult_long': 0.75, 'band_mult_short': 1.75, 'exit_mode': 'vwap', 'side': 'Long Only', 'window': 'all_day', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'bandwidth', 'confirm_bars': 2, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.15, 'daytype_hi': 0.8, 'vol_skip_pct': 34.0, 'stop_k': 0.75}"
204,775,94199,1.446,27470,3.43,43.0,0.255,13.1,51.5,0.52,1.22,478,8,5,"{'lookback': 47, 'band_mult_long': 1.5, 'band_mult_short': 2.0, 'exit_mode': 'vwap', 'side': 'Long Only', 'window': 'all_day', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'fixed', 'confirm_bars': 2, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.3, 'daytype_hi': 0.8, 'vol_skip_pct': 0.0, 'stop_k': 3.75}"
205,638,54881,1.441,13181,4.16,30.6,0.306,13.0,42.4,0.54,1.48,281,5,4,"{'lookback': 49, 'band_mult_long': 2.5, 'band_mult_short': 1.75, 'exit_mode': 'band', 'side': 'Short Only', 'window': 'morning', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'bandwidth', 'confirm_bars': 2, 'daytype_mode': 'off', 'daytype_lo': 0.05, 'daytype_hi': 0.65, 'vol_skip_pct': 93.0, 'stop_k': 1.5}"
206,681,71206,1.45,10680,6.67,36.7,0.285,12.9,45.2,0.68,1.63,367,5,4,"{'lookback': 120, 'band_mult_long': 1.75, 'band_mult_short': 1.0, 'exit_mode': 'vwap', 'side': 'Both', 'window': 'morning', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'fixed', 'confirm_bars': 3, 'daytype_mode': 'skip_bot_all', 'daytype_lo': 0.2, 'daytype_hi': 0.9, 'vol_skip_pct': 64.0, 'stop_k': 3.25}"
207,3862,18280,1.056,44633,0.41,10.0,0.05,12.9,256.5,0.14,0.45,94,2,2,"{'lookback': 76, 'band_mult_long': 2.0, 'band_mult_short': 0.5, 'exit_mode': 'boundary', 'side': 'Both', 'window': 'all_day', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'off', 'confirm_bars': 1, 'daytype_mode': 'skip_top_all', 'daytype_lo': 0.45, 'daytype_hi': 0.65, 'vol_skip_pct': 69.0, 'stop_k': 2.25}"
208,564,71043,1.575,15664,4.54,40.8,0.341,12.8,37.5,0.7,1.58,370,7,2,"{'lookback': 26, 'band_mult_long': 2.25, 'band_mult_short': 2.0, 'exit_mode': 'vwap', 'side': 'Both', 'window': 'all_day', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'off', 'confirm_bars': 1, 'daytype_mode': 'skip_top_all', 'daytype_lo': 0.35, 'daytype_hi': 0.8, 'vol_skip_pct': 57.0, 'stop_k': 2.5}"
209,425,19359,1.585,4325,4.48,22.4,0.454,12.8,28.2,0.48,1.73,100,7,4,"{'lookback': 82, 'band_mult_long': 1.25, 'band_mult_short': 2.25, 'exit_mode': 'boundary', 'side': 'Long Only', 'window': 'morning', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'bandwidth', 'confirm_bars': 3, 'daytype_mode': 'off', 'daytype_lo': 0.25, 'daytype_hi': 0.85, 'vol_skip_pct': 42.0, 'stop_k': 3.25}"
210,604,13699,1.383,6571,2.08,16.7,0.319,12.8,40.1,0.37,1.22,71,5,4,"{'lookback': 114, 'band_mult_long': 1.75, 'band_mult_short': 1.0, 'exit_mode': 'boundary', 'side': 'Long Only', 'window': 'afternoon_block', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'bandwidth', 'confirm_bars': 2, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.1, 'daytype_hi': 0.85, 'vol_skip_pct': 59.0, 'stop_k': 0.25}"
211,2170,35053,1.105,28349,1.24,16.2,0.088,12.7,144.1,0.24,0.68,183,2,2,"{'lookback': 13, 'band_mult_long': 2.25, 'band_mult_short': 0.5, 'exit_mode': 'band', 'side': 'Short Only', 'window': 'afternoon_block', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'fixed', 'confirm_bars': 1, 'daytype_mode': 'skip_bot_short', 'daytype_lo': 0.15, 'daytype_hi': 0.95, 'vol_skip_pct': 59.0, 'stop_k': 2.75}"
212,597,49786,1.488,8179,6.09,34.5,0.319,12.7,39.7,0.64,1.39,261,6,4,"{'lookback': 78, 'band_mult_long': 0.75, 'band_mult_short': 0.75, 'exit_mode': 'band', 'side': 'Long Only', 'window': 'all_day', 'flat_eod': False, 'skip_holidays': True, 'stop_mode': 'off', 'confirm_bars': 4, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.35, 'daytype_hi': 0.65, 'vol_skip_pct': 61.0, 'stop_k': 1.0}"
213,1207,16377,1.172,14236,1.15,10.8,0.154,12.3,80.2,0.22,0.75,88,2,2,"{'lookback': 47, 'band_mult_long': 2.5, 'band_mult_short': 0.5, 'exit_mode': 'boundary', 'side': 'Both', 'window': 'morning', 'flat_eod': False, 'skip_holidays': True, 'stop_mode': 'atr', 'confirm_bars': 1, 'daytype_mode': 'skip_bot_short', 'daytype_lo': 0.3, 'daytype_hi': 0.65, 'vol_skip_pct': 27.0, 'stop_k': 2.5}"
214,367,13922,1.655,3249,4.28,22.6,0.506,12.3,24.4,0.43,1.52,75,6,4,"{'lookback': 15, 'band_mult_long': 2.0, 'band_mult_short': 1.5, 'exit_mode': 'boundary', 'side': 'Long Only', 'window': 'afternoon_block', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'fixed', 'confirm_bars': 2, 'daytype_mode': 'skip_bot_short', 'daytype_lo': 0.05, 'daytype_hi': 0.75, 'vol_skip_pct': 33.0, 'stop_k': 4.0}"
215,625,72548,1.498,12251,5.92,40.6,0.296,12.3,41.5,0.75,1.53,393,7,4,"{'lookback': 87, 'band_mult_long': 1.0, 'band_mult_short': 2.25, 'exit_mode': 'vwap', 'side': 'Long Only', 'window': 'morning', 'flat_eod': False, 'skip_holidays': False, 'stop_mode': 'fixed', 'confirm_bars': 3, 'daytype_mode': 'skip_bot_all', 'daytype_lo': 0.45, 'daytype_hi': 0.55, 'vol_skip_pct': 99.0, 'stop_k': 2.0}"
216,1733,16243,1.118,31928,0.51,9.9,0.106,12.2,115.1,0.17,0.62,89,2,1,"{'lookback': 86, 'band_mult_long': 2.25, 'band_mult_short': 0.5, 'exit_mode': 'boundary', 'side': 'Both', 'window': 'all_day', 'flat_eod': True, 'skip_holidays': True, 'stop_mode': 'fixed', 'confirm_bars': 1, 'daytype_mode': 'off', 'daytype_lo': 0.05, 'daytype_hi': 0.95, 'vol_skip_pct': 19.0, 'stop_k': 3.5}"
217,696,74896,1.45,12897,5.81,41.2,0.264,12.2,46.2,0.69,1.44,407,7,4,"{'lookback': 23, 'band_mult_long': 2.0, 'band_mult_short': 2.25, 'exit_mode': 'vwap', 'side': 'Both', 'window': 'all_day', 'flat_eod': True, 'skip_holidays': False, 'stop_mode': 'bandwidth', 'confirm_bars': 2, 'daytype_mode': 'skip_top_long', 'daytype_lo': 0.35, 'daytype_hi': 0.8, 'vol_skip_pct': 74.0, 'stop_k': 2.75}"
