rank,n,net,pf,dd,mar,win,evr,ryr,tpy,sh,so,avl,folds8,secs,params
56,0,,,,,,,,,,,,,,"{'length': 32, 'bb_mult': 2.5, 'kc_mult': 1.75, 'min_sq_bars': 6, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 1.25, 'eod_cutoff': 1, 'gate_tf_min': 90, 'gate_mode': 'fired', 'gate_bars': 6, 'gate_len': 16, 'gate_ratio': 1.25, 'gate_fired_k': 4, 'direction': 'short'}"
57,0,,,,,,,,,,,,,,"{'length': 24, 'bb_mult': 2.0, 'kc_mult': 1.25, 'min_sq_bars': 5, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 1.25, 'eod_cutoff': 7, 'gate_tf_min': 90, 'gate_mode': 'fired', 'gate_bars': 0, 'gate_len': 28, 'gate_ratio': 0.8, 'gate_fired_k': 1, 'direction': 'short'}"
58,0,,,,,,,,,,,,,,"{'length': 28, 'bb_mult': 2.25, 'kc_mult': 1.0, 'min_sq_bars': 8, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 1.5, 'eod_cutoff': 4, 'gate_tf_min': 240, 'gate_mode': 'none', 'gate_bars': 14, 'gate_len': 32, 'gate_ratio': 1.55, 'gate_fired_k': 6, 'direction': 'long'}"
59,84,526,1.012,16802,0.03,46.4,0.006,0.0,5.6,0.01,0.01,969,5,0,"{'length': 22, 'bb_mult': 2.25, 'kc_mult': 2.0, 'min_sq_bars': 8, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 3.0, 'eod_cutoff': 6, 'gate_tf_min': 60, 'gate_mode': 'rising', 'gate_bars': 12, 'gate_len': 12, 'gate_ratio': 1.5, 'gate_fired_k': 3, 'direction': 'short'}"
60,1,39,inf,0,99,100.0,nan,nan,0.1,0,0,0,0,0,"{'length': 28, 'bb_mult': 2.0, 'kc_mult': 1.25, 'min_sq_bars': 8, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 3.0, 'eod_cutoff': 8, 'gate_tf_min': 90, 'gate_mode': 'sign', 'gate_bars': 14, 'gate_len': 16, 'gate_ratio': 1.6, 'gate_fired_k': 2, 'direction': 'short'}"
61,631,56661,1.261,20152,2.81,53.7,0.121,5.1,41.9,0.44,0.64,743,6,0,"{'length': 26, 'bb_mult': 1.5, 'kc_mult': 2.0, 'min_sq_bars': 5, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 3.0, 'eod_cutoff': 1, 'gate_tf_min': 90, 'gate_mode': 'sign', 'gate_bars': 12, 'gate_len': 16, 'gate_ratio': 1.15, 'gate_fired_k': 1, 'direction': 'both'}"
62,462,43595,1.321,17914,2.43,48.3,0.166,5.1,30.7,0.47,0.89,567,6,0,"{'length': 12, 'bb_mult': 2.5, 'kc_mult': 2.0, 'min_sq_bars': 6, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 1.0, 'eod_cutoff': 4, 'gate_tf_min': 60, 'gate_mode': 'sign', 'gate_bars': 1, 'gate_len': 26, 'gate_ratio': 1.1, 'gate_fired_k': 4, 'direction': 'both'}"
63,674,42579,1.191,27727,1.54,46.6,0.102,4.6,44.8,0.35,0.6,619,7,0,"{'length': 18, 'bb_mult': 2.5, 'kc_mult': 2.0, 'min_sq_bars': 5, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 1.25, 'eod_cutoff': 0, 'gate_tf_min': 150, 'gate_mode': 'none', 'gate_bars': 7, 'gate_len': 28, 'gate_ratio': 1.05, 'gate_fired_k': 4, 'direction': 'both'}"
64,5,1967,65.145,31,64.15,80.0,12.829,4.3,0.3,0.42,16.53,31,0,0,"{'length': 28, 'bb_mult': 2.0, 'kc_mult': 1.0, 'min_sq_bars': 4, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 2.25, 'eod_cutoff': 5, 'gate_tf_min': 120, 'gate_mode': 'none', 'gate_bars': 13, 'gate_len': 26, 'gate_ratio': 1.6, 'gate_fired_k': 2, 'direction': 'long'}"
65,432,43532,1.353,18258,2.38,59.7,0.142,4.1,28.7,0.46,0.68,709,5,0,"{'length': 12, 'bb_mult': 2.25, 'kc_mult': 2.0, 'min_sq_bars': 5, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 3.0, 'eod_cutoff': 1, 'gate_tf_min': 120, 'gate_mode': 'sign', 'gate_bars': 1, 'gate_len': 16, 'gate_ratio': 1.5, 'gate_fired_k': 5, 'direction': 'long'}"
66,161,33096,1.619,10391,3.19,49.1,0.315,3.4,10.7,0.29,0.7,652,4,1,"{'length': 32, 'bb_mult': 2.0, 'kc_mult': 1.75, 'min_sq_bars': 4, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 3.5, 'eod_cutoff': 0, 'gate_tf_min': 60, 'gate_mode': 'rising', 'gate_bars': 5, 'gate_len': 20, 'gate_ratio': 0.8, 'gate_fired_k': 3, 'direction': 'both'}"
67,481,32569,1.204,21280,1.53,53.0,0.096,3.1,31.9,0.31,0.46,706,5,0,"{'length': 14, 'bb_mult': 1.5, 'kc_mult': 1.75, 'min_sq_bars': 7, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 1.75, 'eod_cutoff': 2, 'gate_tf_min': 240, 'gate_mode': 'sign', 'gate_bars': 14, 'gate_len': 18, 'gate_ratio': 0.9, 'gate_fired_k': 5, 'direction': 'both'}"
68,111,18419,1.872,4535,4.06,55.0,0.393,2.9,7.4,0.54,1.06,423,3,0,"{'length': 24, 'bb_mult': 1.5, 'kc_mult': 2.0, 'min_sq_bars': 7, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 1.75, 'eod_cutoff': 3, 'gate_tf_min': 150, 'gate_mode': 'sq_on', 'gate_bars': 14, 'gate_len': 26, 'gate_ratio': 0.9, 'gate_fired_k': 1, 'direction': 'long'}"
69,106,14583,1.606,9353,1.56,50.0,0.303,2.1,7.0,0.37,0.71,454,6,1,"{'length': 26, 'bb_mult': 2.0, 'kc_mult': 1.5, 'min_sq_bars': 4, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 1.25, 'eod_cutoff': 4, 'gate_tf_min': 60, 'gate_mode': 'rising', 'gate_bars': 1, 'gate_len': 20, 'gate_ratio': 1.15, 'gate_fired_k': 6, 'direction': 'both'}"
70,606,27018,1.109,46374,0.58,52.8,0.052,2.1,40.2,0.2,0.3,865,5,0,"{'length': 16, 'bb_mult': 2.0, 'kc_mult': 1.5, 'min_sq_bars': 2, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 2.5, 'eod_cutoff': 3, 'gate_tf_min': 90, 'gate_mode': 'sign', 'gate_bars': 16, 'gate_len': 32, 'gate_ratio': 0.9, 'gate_fired_k': 2, 'direction': 'both'}"
71,384,19260,1.142,25044,0.77,51.3,0.069,1.8,25.5,0.18,0.28,727,3,0,"{'length': 26, 'bb_mult': 2.0, 'kc_mult': 1.75, 'min_sq_bars': 2, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 2.75, 'eod_cutoff': 0, 'gate_tf_min': 90, 'gate_mode': 'sign', 'gate_bars': 15, 'gate_len': 32, 'gate_ratio': 0.8, 'gate_fired_k': 1, 'direction': 'both'}"
72,154,12593,1.34,8939,1.41,50.0,0.17,1.7,10.2,0.28,0.42,482,6,0,"{'length': 26, 'bb_mult': 1.5, 'kc_mult': 1.25, 'min_sq_bars': 3, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 1.5, 'eod_cutoff': 1, 'gate_tf_min': 60, 'gate_mode': 'rising', 'gate_bars': 3, 'gate_len': 22, 'gate_ratio': 1.1, 'gate_fired_k': 6, 'direction': 'both'}"
73,60,8679,1.665,4162,2.09,55.0,0.299,1.2,4.0,0.3,0.57,484,6,0,"{'length': 32, 'bb_mult': 1.5, 'kc_mult': 1.5, 'min_sq_bars': 5, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 2.75, 'eod_cutoff': 8, 'gate_tf_min': 180, 'gate_mode': 'sign', 'gate_bars': 2, 'gate_len': 18, 'gate_ratio': 1.3, 'gate_fired_k': 6, 'direction': 'long'}"
74,375,14100,1.098,24527,0.57,56.0,0.043,1.1,24.9,0.15,0.21,873,5,0,"{'length': 12, 'bb_mult': 2.25, 'kc_mult': 1.75, 'min_sq_bars': 3, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 2.5, 'eod_cutoff': 8, 'gate_tf_min': 90, 'gate_mode': 'sign', 'gate_bars': 4, 'gate_len': 28, 'gate_ratio': 1.15, 'gate_fired_k': 1, 'direction': 'long'}"
75,72,12646,1.515,8535,1.48,55.6,0.229,1.1,4.8,0.27,0.5,768,5,0,"{'length': 30, 'bb_mult': 2.25, 'kc_mult': 1.75, 'min_sq_bars': 5, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 2.5, 'eod_cutoff': 5, 'gate_tf_min': 180, 'gate_mode': 'sign', 'gate_bars': 16, 'gate_len': 26, 'gate_ratio': 0.9, 'gate_fired_k': 2, 'direction': 'both'}"
76,103,14743,1.259,12609,1.17,49.5,0.131,0.9,6.8,0.19,0.32,1093,3,0,"{'length': 20, 'bb_mult': 1.5, 'kc_mult': 1.5, 'min_sq_bars': 4, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 2.75, 'eod_cutoff': 4, 'gate_tf_min': 210, 'gate_mode': 'sign', 'gate_bars': 5, 'gate_len': 30, 'gate_ratio': 0.95, 'gate_fired_k': 1, 'direction': 'short'}"
77,63,7404,1.456,4993,1.48,54.0,0.21,0.9,4.2,0.23,0.4,559,3,0,"{'length': 20, 'bb_mult': 1.75, 'kc_mult': 1.75, 'min_sq_bars': 1, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 1.75, 'eod_cutoff': 8, 'gate_tf_min': 180, 'gate_mode': 'sq_on', 'gate_bars': 4, 'gate_len': 22, 'gate_ratio': 0.95, 'gate_fired_k': 6, 'direction': 'long'}"
78,19,7812,2.145,4068,1.92,47.4,0.603,0.8,1.3,0.27,0.62,682,4,0,"{'length': 28, 'bb_mult': 2.25, 'kc_mult': 1.75, 'min_sq_bars': 7, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 3.25, 'eod_cutoff': 6, 'gate_tf_min': 180, 'gate_mode': 'rising', 'gate_bars': 7, 'gate_len': 18, 'gate_ratio': 0.95, 'gate_fired_k': 4, 'direction': 'both'}"
79,128,4904,1.17,7408,0.66,46.9,0.09,0.8,8.5,0.12,0.19,424,3,0,"{'length': 22, 'bb_mult': 1.75, 'kc_mult': 1.5, 'min_sq_bars': 3, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 1.0, 'eod_cutoff': 0, 'gate_tf_min': 90, 'gate_mode': 'rising', 'gate_bars': 7, 'gate_len': 24, 'gate_ratio': 1.5, 'gate_fired_k': 6, 'direction': 'long'}"
80,40,4769,1.551,3844,1.24,47.5,0.289,0.8,2.7,0.2,0.51,412,6,1,"{'length': 26, 'bb_mult': 2.5, 'kc_mult': 1.75, 'min_sq_bars': 4, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 1.0, 'eod_cutoff': 3, 'gate_tf_min': 60, 'gate_mode': 'sq_on', 'gate_bars': 7, 'gate_len': 26, 'gate_ratio': 1.15, 'gate_fired_k': 5, 'direction': 'long'}"
81,5,1608,10.773,165,9.77,80.0,1.955,0.6,0.3,0.55,2.52,165,0,0,"{'length': 22, 'bb_mult': 2.5, 'kc_mult': 1.75, 'min_sq_bars': 2, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 1.0, 'eod_cutoff': 5, 'gate_tf_min': 60, 'gate_mode': 'fired', 'gate_bars': 10, 'gate_len': 14, 'gate_ratio': 1.45, 'gate_fired_k': 2, 'direction': 'long'}"
82,38,5763,1.416,4097,1.41,50.0,0.208,0.5,2.5,0.21,0.37,729,7,0,"{'length': 30, 'bb_mult': 2.5, 'kc_mult': 2.0, 'min_sq_bars': 6, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 1.25, 'eod_cutoff': 7, 'gate_tf_min': 90, 'gate_mode': 'none', 'gate_bars': 6, 'gate_len': 22, 'gate_ratio': 1.6, 'gate_fired_k': 4, 'direction': 'short'}"
83,197,4937,1.06,16464,0.3,60.4,0.024,0.3,13.1,0.07,0.09,1058,6,0,"{'length': 18, 'bb_mult': 1.75, 'kc_mult': 1.5, 'min_sq_bars': 5, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 2.5, 'eod_cutoff': 7, 'gate_tf_min': 90, 'gate_mode': 'sign', 'gate_bars': 6, 'gate_len': 28, 'gate_ratio': 1.25, 'gate_fired_k': 4, 'direction': 'long'}"
84,120,2812,1.076,11395,0.25,43.3,0.043,0.3,8.0,0.06,0.1,545,4,0,"{'length': 16, 'bb_mult': 2.25, 'kc_mult': 1.75, 'min_sq_bars': 4, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 3.0, 'eod_cutoff': 3, 'gate_tf_min': 90, 'gate_mode': 'sq_on', 'gate_bars': 15, 'gate_len': 30, 'gate_ratio': 1.55, 'gate_fired_k': 5, 'direction': 'short'}"
85,31,2349,1.192,8214,0.29,48.4,0.099,0.2,2.1,0.08,0.15,766,5,0,"{'length': 32, 'bb_mult': 1.5, 'kc_mult': 1.25, 'min_sq_bars': 7, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 1.0, 'eod_cutoff': 2, 'gate_tf_min': 240, 'gate_mode': 'sign', 'gate_bars': 12, 'gate_len': 12, 'gate_ratio': 1.55, 'gate_fired_k': 6, 'direction': 'short'}"
86,16,3315,1.407,3727,0.89,56.2,0.178,0.2,1.1,0.12,0.18,1163,6,0,"{'length': 28, 'bb_mult': 1.75, 'kc_mult': 2.0, 'min_sq_bars': 5, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 3.25, 'eod_cutoff': 4, 'gate_tf_min': 240, 'gate_mode': 'fired', 'gate_bars': 13, 'gate_len': 24, 'gate_ratio': 1.45, 'gate_fired_k': 3, 'direction': 'long'}"
87,32,764,1.093,3345,0.23,56.2,0.041,0.1,2.1,0.04,0.06,586,5,0,"{'length': 26, 'bb_mult': 1.75, 'kc_mult': 1.0, 'min_sq_bars': 5, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 3.5, 'eod_cutoff': 4, 'gate_tf_min': 60, 'gate_mode': 'none', 'gate_bars': 13, 'gate_len': 14, 'gate_ratio': 1.4, 'gate_fired_k': 3, 'direction': 'both'}"
88,12,-478,0.782,1827,-0.26,58.3,-0.091,-0.1,0.8,-0.08,-0.1,438,5,0,"{'length': 30, 'bb_mult': 1.75, 'kc_mult': 1.25, 'min_sq_bars': 8, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 2.25, 'eod_cutoff': 3, 'gate_tf_min': 180, 'gate_mode': 'rising', 'gate_bars': 6, 'gate_len': 14, 'gate_ratio': 1.2, 'gate_fired_k': 1, 'direction': 'both'}"
89,41,-2286,0.879,13318,-0.17,58.5,-0.05,-0.1,2.7,-0.06,-0.08,1116,4,0,"{'length': 26, 'bb_mult': 2.25, 'kc_mult': 2.0, 'min_sq_bars': 1, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 2.75, 'eod_cutoff': 3, 'gate_tf_min': 240, 'gate_mode': 'fired', 'gate_bars': 1, 'gate_len': 14, 'gate_ratio': 1.3, 'gate_fired_k': 3, 'direction': 'both'}"
90,69,-1359,0.939,7920,-0.17,52.2,-0.029,-0.1,4.6,-0.05,-0.06,678,5,0,"{'length': 26, 'bb_mult': 1.75, 'kc_mult': 1.0, 'min_sq_bars': 1, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 2.75, 'eod_cutoff': 6, 'gate_tf_min': 120, 'gate_mode': 'sign', 'gate_bars': 10, 'gate_len': 22, 'gate_ratio': 1.15, 'gate_fired_k': 5, 'direction': 'both'}"
91,5,-434,0.314,523,-0.83,40.0,-0.412,-0.1,0.3,-0.33,-0.31,211,0,0,"{'length': 22, 'bb_mult': 2.0, 'kc_mult': 1.0, 'min_sq_bars': 2, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 1.0, 'eod_cutoff': 3, 'gate_tf_min': 60, 'gate_mode': 'sign', 'gate_bars': 11, 'gate_len': 30, 'gate_ratio': 1.5, 'gate_fired_k': 6, 'direction': 'short'}"
92,2,-1143,0.0,1143,-1.0,0.0,-1.0,-0.1,0.1,0,0,572,0,1,"{'length': 20, 'bb_mult': 2.5, 'kc_mult': 1.75, 'min_sq_bars': 7, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 3.0, 'eod_cutoff': 7, 'gate_tf_min': 30, 'gate_mode': 'sq_on', 'gate_bars': 6, 'gate_len': 28, 'gate_ratio': 0.9, 'gate_fired_k': 5, 'direction': 'long'}"
93,14,-2285,0.856,12395,-0.18,42.9,-0.083,-0.1,0.9,-0.05,-0.06,1978,2,0,"{'length': 30, 'bb_mult': 2.0, 'kc_mult': 1.75, 'min_sq_bars': 2, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 2.25, 'eod_cutoff': 7, 'gate_tf_min': 240, 'gate_mode': 'rising', 'gate_bars': 12, 'gate_len': 32, 'gate_ratio': 0.95, 'gate_fired_k': 5, 'direction': 'short'}"
94,38,-741,0.953,6998,-0.11,47.4,-0.025,-0.1,2.5,-0.02,-0.03,794,3,1,"{'length': 18, 'bb_mult': 1.75, 'kc_mult': 1.0, 'min_sq_bars': 6, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 3.5, 'eod_cutoff': 5, 'gate_tf_min': 30, 'gate_mode': 'rising', 'gate_bars': 1, 'gate_len': 14, 'gate_ratio': 1.0, 'gate_fired_k': 2, 'direction': 'short'}"
95,1,-61,0.0,61,-1.0,0.0,-1.0,-0.1,0.1,0,0,61,0,0,"{'length': 30, 'bb_mult': 2.0, 'kc_mult': 1.25, 'min_sq_bars': 2, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 2.0, 'eod_cutoff': 5, 'gate_tf_min': 240, 'gate_mode': 'fired', 'gate_bars': 9, 'gate_len': 24, 'gate_ratio': 1.45, 'gate_fired_k': 4, 'direction': 'both'}"
96,117,-1697,0.973,25587,-0.07,43.6,-0.015,-0.1,7.8,-0.02,-0.03,955,5,0,"{'length': 14, 'bb_mult': 2.0, 'kc_mult': 1.0, 'min_sq_bars': 4, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 2.75, 'eod_cutoff': 0, 'gate_tf_min': 180, 'gate_mode': 'none', 'gate_bars': 0, 'gate_len': 14, 'gate_ratio': 1.55, 'gate_fired_k': 5, 'direction': 'short'}"
97,21,-1742,0.783,3323,-0.52,33.3,-0.145,-0.2,1.4,-0.1,-0.13,574,3,1,"{'length': 16, 'bb_mult': 2.5, 'kc_mult': 1.75, 'min_sq_bars': 2, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 1.5, 'eod_cutoff': 6, 'gate_tf_min': 60, 'gate_mode': 'fired', 'gate_bars': 8, 'gate_len': 20, 'gate_ratio': 1.35, 'gate_fired_k': 6, 'direction': 'short'}"
98,11,-1009,0.514,1517,-0.67,54.5,-0.221,-0.2,0.7,-0.22,-0.23,415,5,0,"{'length': 14, 'bb_mult': 1.5, 'kc_mult': 1.5, 'min_sq_bars': 6, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 2.25, 'eod_cutoff': 0, 'gate_tf_min': 180, 'gate_mode': 'fired', 'gate_bars': 16, 'gate_len': 30, 'gate_ratio': 1.5, 'gate_fired_k': 2, 'direction': 'short'}"
99,28,-1439,0.816,5135,-0.28,50.0,-0.092,-0.2,1.9,-0.07,-0.13,558,3,0,"{'length': 24, 'bb_mult': 2.25, 'kc_mult': 1.5, 'min_sq_bars': 4, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 1.25, 'eod_cutoff': 4, 'gate_tf_min': 240, 'gate_mode': 'rising', 'gate_bars': 3, 'gate_len': 14, 'gate_ratio': 1.0, 'gate_fired_k': 5, 'direction': 'long'}"
100,311,-2555,0.98,29756,-0.09,42.8,-0.011,-0.2,20.7,-0.03,-0.04,723,4,0,"{'length': 16, 'bb_mult': 2.0, 'kc_mult': 1.75, 'min_sq_bars': 8, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 2.5, 'eod_cutoff': 3, 'gate_tf_min': 120, 'gate_mode': 'none', 'gate_bars': 0, 'gate_len': 12, 'gate_ratio': 1.55, 'gate_fired_k': 4, 'direction': 'short'}"
101,149,-2133,0.966,15109,-0.14,51.0,-0.017,-0.2,9.9,-0.03,-0.05,865,3,1,"{'length': 22, 'bb_mult': 1.5, 'kc_mult': 1.25, 'min_sq_bars': 4, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 2.25, 'eod_cutoff': 5, 'gate_tf_min': 60, 'gate_mode': 'rising', 'gate_bars': 15, 'gate_len': 26, 'gate_ratio': 1.35, 'gate_fired_k': 2, 'direction': 'both'}"
102,19,-1846,0.768,5986,-0.31,47.4,-0.122,-0.2,1.3,-0.09,-0.12,796,3,1,"{'length': 14, 'bb_mult': 2.25, 'kc_mult': 1.25, 'min_sq_bars': 2, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 2.25, 'eod_cutoff': 0, 'gate_tf_min': 60, 'gate_mode': 'fired', 'gate_bars': 5, 'gate_len': 18, 'gate_ratio': 1.6, 'gate_fired_k': 3, 'direction': 'long'}"
103,14,-4086,0.208,4578,-0.89,50.0,-0.396,-0.4,0.9,-0.34,-0.32,737,4,0,"{'length': 18, 'bb_mult': 1.75, 'kc_mult': 1.0, 'min_sq_bars': 1, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 2.25, 'eod_cutoff': 1, 'gate_tf_min': 120, 'gate_mode': 'fired', 'gate_bars': 15, 'gate_len': 16, 'gate_ratio': 1.25, 'gate_fired_k': 4, 'direction': 'both'}"
104,28,-8623,0.592,8979,-0.96,46.4,-0.219,-0.4,1.9,-0.24,-0.26,1408,2,0,"{'length': 12, 'bb_mult': 1.5, 'kc_mult': 1.5, 'min_sq_bars': 4, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 1.75, 'eod_cutoff': 6, 'gate_tf_min': 120, 'gate_mode': 'fired', 'gate_bars': 2, 'gate_len': 20, 'gate_ratio': 0.8, 'gate_fired_k': 3, 'direction': 'short'}"
105,21,-5357,0.22,5396,-0.99,47.6,-0.409,-0.6,1.4,-0.54,-0.51,624,2,0,"{'length': 26, 'bb_mult': 1.5, 'kc_mult': 1.0, 'min_sq_bars': 6, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 2.25, 'eod_cutoff': 3, 'gate_tf_min': 90, 'gate_mode': 'rising', 'gate_bars': 5, 'gate_len': 14, 'gate_ratio': 1.5, 'gate_fired_k': 5, 'direction': 'short'}"
106,20,-6703,0.356,9458,-0.71,30.0,-0.451,-0.6,1.3,-0.45,-0.48,743,3,0,"{'length': 26, 'bb_mult': 2.0, 'kc_mult': 1.5, 'min_sq_bars': 4, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 1.75, 'eod_cutoff': 8, 'gate_tf_min': 120, 'gate_mode': 'sq_on', 'gate_bars': 14, 'gate_len': 28, 'gate_ratio': 1.2, 'gate_fired_k': 3, 'direction': 'short'}"
107,75,-8788,0.743,17147,-0.51,48.0,-0.133,-0.7,5.0,-0.17,-0.2,878,4,0,"{'length': 12, 'bb_mult': 2.5, 'kc_mult': 1.0, 'min_sq_bars': 2, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 2.75, 'eod_cutoff': 0, 'gate_tf_min': 210, 'gate_mode': 'rising', 'gate_bars': 6, 'gate_len': 32, 'gate_ratio': 0.85, 'gate_fired_k': 4, 'direction': 'both'}"
108,267,-12043,0.897,22875,-0.53,46.8,-0.055,-1.0,17.7,-0.15,-0.2,822,3,1,"{'length': 16, 'bb_mult': 2.5, 'kc_mult': 1.75, 'min_sq_bars': 8, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 2.25, 'eod_cutoff': 6, 'gate_tf_min': 30, 'gate_mode': 'none', 'gate_bars': 0, 'gate_len': 20, 'gate_ratio': 0.9, 'gate_fired_k': 3, 'direction': 'both'}"
109,256,-21949,0.766,29688,-0.74,39.1,-0.143,-2.4,17.0,-0.29,-0.35,600,4,0,"{'length': 20, 'bb_mult': 1.75, 'kc_mult': 1.25, 'min_sq_bars': 7, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 3.0, 'eod_cutoff': 5, 'gate_tf_min': 240, 'gate_mode': 'none', 'gate_bars': 2, 'gate_len': 28, 'gate_ratio': 1.35, 'gate_fired_k': 5, 'direction': 'both'}"
110,0,,,,,,,,,,,,,,"{'length': 24, 'bb_mult': 2.25, 'kc_mult': 1.25, 'min_sq_bars': 5, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 2.75, 'eod_cutoff': 4, 'gate_tf_min': 60, 'gate_mode': 'fired', 'gate_bars': 11, 'gate_len': 22, 'gate_ratio': 1.05, 'gate_fired_k': 1, 'direction': 'long'}"
111,3,4228,inf,0,99,100.0,nan,nan,0.2,0.37,0,0,0,0,"{'length': 22, 'bb_mult': 2.25, 'kc_mult': 2.0, 'min_sq_bars': 8, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 2.25, 'eod_cutoff': 6, 'gate_tf_min': 120, 'gate_mode': 'fired', 'gate_bars': 8, 'gate_len': 26, 'gate_ratio': 1.15, 'gate_fired_k': 4, 'direction': 'long'}"
112,48,-11350,0.601,12844,-0.88,43.8,-0.225,-0.7,3.2,-0.26,-0.33,1052,2,0,"{'length': 30, 'bb_mult': 2.0, 'kc_mult': 2.0, 'min_sq_bars': 5, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 2.0, 'eod_cutoff': 0, 'gate_tf_min': 180, 'gate_mode': 'rising', 'gate_bars': 13, 'gate_len': 32, 'gate_ratio': 1.1, 'gate_fired_k': 5, 'direction': 'short'}"
