rank,n,net,pf,dd,mar,win,evr,ryr,tpy,sh,so,avl,folds8,secs,params
113,56,-9485,0.652,16736,-0.57,39.3,-0.211,-0.8,3.7,-0.26,-0.34,801,3,1,"{'length': 20, 'bb_mult': 2.25, 'kc_mult': 1.5, 'min_sq_bars': 6, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 2.0, 'eod_cutoff': 6, 'gate_tf_min': 30, 'gate_mode': 'rising', 'gate_bars': 13, 'gate_len': 16, 'gate_ratio': 1.5, 'gate_fired_k': 6, 'direction': 'short'}"
114,242,-15968,0.852,28047,-0.57,40.9,-0.087,-1.4,16.1,-0.21,-0.3,755,4,0,"{'length': 18, 'bb_mult': 2.0, 'kc_mult': 1.75, 'min_sq_bars': 7, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 1.5, 'eod_cutoff': 1, 'gate_tf_min': 90, 'gate_mode': 'none', 'gate_bars': 8, 'gate_len': 18, 'gate_ratio': 0.95, 'gate_fired_k': 1, 'direction': 'short'}"
115,193,-307,0.995,19144,-0.02,49.2,-0.002,-0.0,12.8,-0.01,-0.01,685,4,0,"{'length': 22, 'bb_mult': 2.5, 'kc_mult': 1.5, 'min_sq_bars': 1, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 1.75, 'eod_cutoff': 4, 'gate_tf_min': 60, 'gate_mode': 'sign', 'gate_bars': 3, 'gate_len': 14, 'gate_ratio': 0.95, 'gate_fired_k': 2, 'direction': 'both'}"
116,0,,,,,,,,,,,,,,"{'length': 26, 'bb_mult': 2.5, 'kc_mult': 1.0, 'min_sq_bars': 4, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 3.0, 'eod_cutoff': 8, 'gate_tf_min': 90, 'gate_mode': 'sign', 'gate_bars': 1, 'gate_len': 30, 'gate_ratio': 0.8, 'gate_fired_k': 4, 'direction': 'both'}"
117,0,,,,,,,,,,,,,,"{'length': 24, 'bb_mult': 2.5, 'kc_mult': 1.25, 'min_sq_bars': 6, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 1.5, 'eod_cutoff': 4, 'gate_tf_min': 180, 'gate_mode': 'fired', 'gate_bars': 4, 'gate_len': 26, 'gate_ratio': 1.6, 'gate_fired_k': 4, 'direction': 'both'}"
118,0,,,,,,,,,,,,,,"{'length': 22, 'bb_mult': 2.25, 'kc_mult': 1.0, 'min_sq_bars': 2, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 1.0, 'eod_cutoff': 2, 'gate_tf_min': 210, 'gate_mode': 'sq_on', 'gate_bars': 1, 'gate_len': 22, 'gate_ratio': 1.2, 'gate_fired_k': 4, 'direction': 'short'}"
119,0,,,,,,,,,,,,,,"{'length': 22, 'bb_mult': 2.25, 'kc_mult': 1.25, 'min_sq_bars': 3, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 3.25, 'eod_cutoff': 6, 'gate_tf_min': 120, 'gate_mode': 'fired', 'gate_bars': 9, 'gate_len': 12, 'gate_ratio': 1.1, 'gate_fired_k': 3, 'direction': 'both'}"
120,297,-503,0.996,30377,-0.02,45.8,-0.002,-0.0,19.7,-0.0,-0.01,879,5,1,"{'length': 30, 'bb_mult': 1.75, 'kc_mult': 2.0, 'min_sq_bars': 1, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 3.0, 'eod_cutoff': 1, 'gate_tf_min': 30, 'gate_mode': 'fired', 'gate_bars': 7, 'gate_len': 26, 'gate_ratio': 1.05, 'gate_fired_k': 6, 'direction': 'short'}"
121,1,329,inf,0,99,100.0,nan,nan,0.1,0,0,0,0,0,"{'length': 18, 'bb_mult': 1.5, 'kc_mult': 1.0, 'min_sq_bars': 5, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 1.5, 'eod_cutoff': 5, 'gate_tf_min': 240, 'gate_mode': 'fired', 'gate_bars': 2, 'gate_len': 24, 'gate_ratio': 1.4, 'gate_fired_k': 2, 'direction': 'both'}"
122,3,263,1.283,931,0.28,66.7,0.094,0.0,0.2,0.05,0.07,931,0,0,"{'length': 22, 'bb_mult': 1.5, 'kc_mult': 1.75, 'min_sq_bars': 6, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 3.5, 'eod_cutoff': 7, 'gate_tf_min': 150, 'gate_mode': 'fired', 'gate_bars': 7, 'gate_len': 32, 'gate_ratio': 1.45, 'gate_fired_k': 2, 'direction': 'long'}"
123,0,,,,,,,,,,,,,,"{'length': 26, 'bb_mult': 2.25, 'kc_mult': 1.25, 'min_sq_bars': 7, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 2.0, 'eod_cutoff': 8, 'gate_tf_min': 240, 'gate_mode': 'rising', 'gate_bars': 3, 'gate_len': 30, 'gate_ratio': 1.0, 'gate_fired_k': 5, 'direction': 'short'}"
124,0,,,,,,,,,,,,,,"{'length': 30, 'bb_mult': 2.0, 'kc_mult': 1.0, 'min_sq_bars': 7, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 3.5, 'eod_cutoff': 8, 'gate_tf_min': 210, 'gate_mode': 'sq_on', 'gate_bars': 6, 'gate_len': 32, 'gate_ratio': 0.95, 'gate_fired_k': 4, 'direction': 'both'}"
125,2,464,inf,0,99,100.0,nan,nan,0.1,0,0,0,0,0,"{'length': 20, 'bb_mult': 2.5, 'kc_mult': 1.25, 'min_sq_bars': 6, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 3.0, 'eod_cutoff': 7, 'gate_tf_min': 60, 'gate_mode': 'fired', 'gate_bars': 2, 'gate_len': 20, 'gate_ratio': 1.05, 'gate_fired_k': 1, 'direction': 'both'}"
126,1740,117881,1.242,17254,6.83,46.8,0.129,14.9,115.6,0.67,1.13,527,5,0,"{'length': 12, 'bb_mult': 1.75, 'kc_mult': 1.5, 'min_sq_bars': 1, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 2.0, 'eod_cutoff': 2, 'gate_tf_min': 180, 'gate_mode': 'none', 'gate_bars': 6, 'gate_len': 20, 'gate_ratio': 1.05, 'gate_fired_k': 2, 'direction': 'both'}"
127,6,4936,193.363,26,192.36,83.3,32.061,12.8,0.4,0.5,49.58,26,0,0,"{'length': 18, 'bb_mult': 1.5, 'kc_mult': 2.0, 'min_sq_bars': 5, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 2.5, 'eod_cutoff': 5, 'gate_tf_min': 240, 'gate_mode': 'fired', 'gate_bars': 7, 'gate_len': 30, 'gate_ratio': 1.2, 'gate_fired_k': 1, 'direction': 'short'}"
128,451,79945,1.839,7676,10.42,51.7,0.406,12.2,30.0,1.02,2.09,437,8,0,"{'length': 18, 'bb_mult': 1.5, 'kc_mult': 1.75, 'min_sq_bars': 1, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 1.0, 'eod_cutoff': 6, 'gate_tf_min': 120, 'gate_mode': 'none', 'gate_bars': 12, 'gate_len': 18, 'gate_ratio': 1.55, 'gate_fired_k': 4, 'direction': 'long'}"
129,457,63319,1.863,5333,11.87,54.9,0.389,11.8,30.4,0.98,1.99,356,7,0,"{'length': 16, 'bb_mult': 1.5, 'kc_mult': 2.0, 'min_sq_bars': 1, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 1.25, 'eod_cutoff': 0, 'gate_tf_min': 90, 'gate_mode': 'sign', 'gate_bars': 8, 'gate_len': 14, 'gate_ratio': 1.2, 'gate_fired_k': 1, 'direction': 'long'}"
130,526,78373,1.687,8151,9.62,55.7,0.304,10.6,34.9,0.88,1.55,490,7,0,"{'length': 12, 'bb_mult': 2.25, 'kc_mult': 2.0, 'min_sq_bars': 8, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 3.0, 'eod_cutoff': 1, 'gate_tf_min': 120, 'gate_mode': 'none', 'gate_bars': 0, 'gate_len': 30, 'gate_ratio': 1.25, 'gate_fired_k': 1, 'direction': 'long'}"
131,1007,75541,1.286,19001,3.98,44.6,0.158,10.6,66.9,0.57,1.05,474,4,0,"{'length': 14, 'bb_mult': 1.5, 'kc_mult': 1.0, 'min_sq_bars': 4, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 1.75, 'eod_cutoff': 0, 'gate_tf_min': 240, 'gate_mode': 'none', 'gate_bars': 7, 'gate_len': 16, 'gate_ratio': 0.85, 'gate_fired_k': 1, 'direction': 'both'}"
132,829,77291,1.406,18592,4.16,54.6,0.184,10.1,55.1,0.73,1.07,506,7,0,"{'length': 18, 'bb_mult': 1.75, 'kc_mult': 2.0, 'min_sq_bars': 3, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 3.5, 'eod_cutoff': 0, 'gate_tf_min': 240, 'gate_mode': 'none', 'gate_bars': 15, 'gate_len': 28, 'gate_ratio': 1.4, 'gate_fired_k': 2, 'direction': 'long'}"
133,553,65168,1.43,15953,4.08,48.6,0.221,8.1,36.7,0.61,1.14,533,5,1,"{'length': 14, 'bb_mult': 1.75, 'kc_mult': 1.25, 'min_sq_bars': 8, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 1.75, 'eod_cutoff': 0, 'gate_tf_min': 30, 'gate_mode': 'none', 'gate_bars': 13, 'gate_len': 18, 'gate_ratio': 0.95, 'gate_fired_k': 3, 'direction': 'both'}"
134,339,34078,1.743,6505,5.24,51.6,0.359,8.1,22.5,0.71,1.25,280,7,0,"{'length': 18, 'bb_mult': 1.5, 'kc_mult': 2.0, 'min_sq_bars': 3, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 3.25, 'eod_cutoff': 1, 'gate_tf_min': 90, 'gate_mode': 'sign', 'gate_bars': 13, 'gate_len': 30, 'gate_ratio': 1.3, 'gate_fired_k': 4, 'direction': 'long'}"
135,504,47341,1.417,11462,4.13,48.8,0.213,7.1,33.5,0.58,1.03,440,7,0,"{'length': 14, 'bb_mult': 2.0, 'kc_mult': 2.0, 'min_sq_bars': 1, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 2.5, 'eod_cutoff': 3, 'gate_tf_min': 90, 'gate_mode': 'rising', 'gate_bars': 14, 'gate_len': 26, 'gate_ratio': 1.2, 'gate_fired_k': 1, 'direction': 'both'}"
136,467,62019,1.464,12579,4.93,50.7,0.228,7.1,31.0,0.65,1.16,582,8,0,"{'length': 28, 'bb_mult': 1.5, 'kc_mult': 2.0, 'min_sq_bars': 3, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 1.5, 'eod_cutoff': 5, 'gate_tf_min': 210, 'gate_mode': 'sq_on', 'gate_bars': 13, 'gate_len': 30, 'gate_ratio': 1.25, 'gate_fired_k': 5, 'direction': 'both'}"
137,336,51386,1.513,7582,6.78,46.4,0.275,6.1,22.3,0.62,1.27,557,7,0,"{'length': 14, 'bb_mult': 1.75, 'kc_mult': 1.75, 'min_sq_bars': 3, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 1.0, 'eod_cutoff': 5, 'gate_tf_min': 150, 'gate_mode': 'rising', 'gate_bars': 10, 'gate_len': 16, 'gate_ratio': 0.85, 'gate_fired_k': 6, 'direction': 'both'}"
138,633,60703,1.316,11127,5.46,55.6,0.14,5.9,42.0,0.54,0.85,683,4,0,"{'length': 12, 'bb_mult': 2.0, 'kc_mult': 1.75, 'min_sq_bars': 1, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 2.0, 'eod_cutoff': 1, 'gate_tf_min': 240, 'gate_mode': 'sign', 'gate_bars': 7, 'gate_len': 20, 'gate_ratio': 1.55, 'gate_fired_k': 5, 'direction': 'long'}"
139,669,63470,1.293,17491,3.63,56.4,0.128,5.7,44.4,0.51,0.72,743,5,0,"{'length': 14, 'bb_mult': 1.5, 'kc_mult': 1.75, 'min_sq_bars': 3, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 3.0, 'eod_cutoff': 6, 'gate_tf_min': 150, 'gate_mode': 'sq_on', 'gate_bars': 15, 'gate_len': 12, 'gate_ratio': 1.5, 'gate_fired_k': 1, 'direction': 'long'}"
140,278,44781,1.693,9272,4.83,57.9,0.292,5.4,18.5,0.59,0.89,553,6,0,"{'length': 26, 'bb_mult': 2.0, 'kc_mult': 2.0, 'min_sq_bars': 6, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 2.75, 'eod_cutoff': 1, 'gate_tf_min': 240, 'gate_mode': 'none', 'gate_bars': 12, 'gate_len': 24, 'gate_ratio': 1.3, 'gate_fired_k': 3, 'direction': 'long'}"
141,120,45174,2.442,10574,4.27,53.3,0.673,5.4,8.0,0.29,1.55,559,5,1,"{'length': 30, 'bb_mult': 2.0, 'kc_mult': 1.75, 'min_sq_bars': 8, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 2.5, 'eod_cutoff': 2, 'gate_tf_min': 60, 'gate_mode': 'sign', 'gate_bars': 0, 'gate_len': 16, 'gate_ratio': 0.9, 'gate_fired_k': 3, 'direction': 'long'}"
142,965,42714,1.155,19066,2.24,48.1,0.08,5.1,64.1,0.34,0.52,551,5,1,"{'length': 12, 'bb_mult': 2.0, 'kc_mult': 2.0, 'min_sq_bars': 5, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 3.25, 'eod_cutoff': 8, 'gate_tf_min': 30, 'gate_mode': 'sign', 'gate_bars': 5, 'gate_len': 12, 'gate_ratio': 1.55, 'gate_fired_k': 2, 'direction': 'both'}"
143,475,46718,1.315,16881,2.77,49.5,0.159,5.0,31.5,0.45,0.7,617,4,0,"{'length': 28, 'bb_mult': 1.5, 'kc_mult': 1.75, 'min_sq_bars': 3, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 2.5, 'eod_cutoff': 2, 'gate_tf_min': 90, 'gate_mode': 'sq_on', 'gate_bars': 5, 'gate_len': 32, 'gate_ratio': 1.4, 'gate_fired_k': 3, 'direction': 'both'}"
144,79,17968,2.677,2346,7.66,57.0,0.722,3.8,5.2,0.62,1.79,315,4,0,"{'length': 20, 'bb_mult': 1.5, 'kc_mult': 2.0, 'min_sq_bars': 5, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 2.75, 'eod_cutoff': 8, 'gate_tf_min': 210, 'gate_mode': 'rising', 'gate_bars': 6, 'gate_len': 14, 'gate_ratio': 1.2, 'gate_fired_k': 6, 'direction': 'long'}"
145,6,4821,14.706,327,14.72,50.0,6.853,2.7,0.4,0.35,5.08,117,0,0,"{'length': 24, 'bb_mult': 2.0, 'kc_mult': 1.75, 'min_sq_bars': 4, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 1.0, 'eod_cutoff': 7, 'gate_tf_min': 60, 'gate_mode': 'fired', 'gate_bars': 11, 'gate_len': 22, 'gate_ratio': 1.15, 'gate_fired_k': 2, 'direction': 'long'}"
146,183,29185,1.462,14091,2.07,53.0,0.217,2.6,12.2,0.44,0.73,734,7,0,"{'length': 16, 'bb_mult': 1.5, 'kc_mult': 1.75, 'min_sq_bars': 8, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 1.5, 'eod_cutoff': 8, 'gate_tf_min': 90, 'gate_mode': 'rising', 'gate_bars': 8, 'gate_len': 26, 'gate_ratio': 1.4, 'gate_fired_k': 6, 'direction': 'both'}"
147,169,42057,1.453,17431,2.41,53.3,0.212,2.4,11.2,0.39,0.67,1174,6,1,"{'length': 12, 'bb_mult': 2.25, 'kc_mult': 1.75, 'min_sq_bars': 2, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 1, 'stop_atr': 3.0, 'eod_cutoff': 2, 'gate_tf_min': 120, 'gate_mode': 'rising', 'gate_bars': 14, 'gate_len': 32, 'gate_ratio': 0.8, 'gate_fired_k': 6, 'direction': 'short'}"
148,5,2142,33.618,66,32.62,80.0,6.524,2.2,0.3,0.45,8.41,66,0,0,"{'length': 28, 'bb_mult': 2.5, 'kc_mult': 2.0, 'min_sq_bars': 6, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 1.75, 'eod_cutoff': 0, 'gate_tf_min': 180, 'gate_mode': 'fired', 'gate_bars': 10, 'gate_len': 18, 'gate_ratio': 1.35, 'gate_fired_k': 3, 'direction': 'long'}"
149,19,7029,4.761,677,10.38,52.6,1.782,2.2,1.3,0.32,2.69,208,3,0,"{'length': 20, 'bb_mult': 1.75, 'kc_mult': 1.0, 'min_sq_bars': 2, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 1.0, 'eod_cutoff': 0, 'gate_tf_min': 120, 'gate_mode': 'sq_on', 'gate_bars': 2, 'gate_len': 26, 'gate_ratio': 1.5, 'gate_fired_k': 6, 'direction': 'short'}"
150,162,37431,1.449,12785,2.93,55.6,0.2,2.1,10.8,0.38,0.58,1157,5,0,"{'length': 20, 'bb_mult': 2.0, 'kc_mult': 2.0, 'min_sq_bars': 2, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 3.5, 'eod_cutoff': 3, 'gate_tf_min': 240, 'gate_mode': 'sign', 'gate_bars': 5, 'gate_len': 26, 'gate_ratio': 1.4, 'gate_fired_k': 3, 'direction': 'short'}"
151,49,11608,2.499,1716,6.76,57.1,0.642,2.1,3.3,0.54,1.38,369,6,1,"{'length': 22, 'bb_mult': 2.5, 'kc_mult': 1.5, 'min_sq_bars': 4, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 2.5, 'eod_cutoff': 2, 'gate_tf_min': 30, 'gate_mode': 'sign', 'gate_bars': 13, 'gate_len': 32, 'gate_ratio': 0.9, 'gate_fired_k': 3, 'direction': 'long'}"
152,257,20457,1.264,12567,1.63,55.3,0.118,2.0,17.1,0.28,0.41,673,4,1,"{'length': 24, 'bb_mult': 1.75, 'kc_mult': 1.5, 'min_sq_bars': 6, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 2.75, 'eod_cutoff': 1, 'gate_tf_min': 60, 'gate_mode': 'none', 'gate_bars': 11, 'gate_len': 16, 'gate_ratio': 0.9, 'gate_fired_k': 4, 'direction': 'long'}"
153,116,22051,1.509,14417,1.53,51.7,0.246,1.9,7.7,0.37,0.61,774,5,0,"{'length': 24, 'bb_mult': 1.5, 'kc_mult': 2.0, 'min_sq_bars': 7, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 3, 'stop_atr': 1.75, 'eod_cutoff': 8, 'gate_tf_min': 150, 'gate_mode': 'rising', 'gate_bars': 0, 'gate_len': 14, 'gate_ratio': 1.3, 'gate_fired_k': 3, 'direction': 'both'}"
154,39,10099,2.34,3251,3.11,51.3,0.653,1.7,2.6,0.42,1.09,397,4,0,"{'length': 18, 'bb_mult': 1.5, 'kc_mult': 1.5, 'min_sq_bars': 1, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 3.25, 'eod_cutoff': 3, 'gate_tf_min': 180, 'gate_mode': 'fired', 'gate_bars': 5, 'gate_len': 22, 'gate_ratio': 1.5, 'gate_fired_k': 1, 'direction': 'both'}"
155,260,19810,1.204,13430,1.48,50.4,0.101,1.7,17.3,0.17,0.35,752,6,0,"{'length': 30, 'bb_mult': 2.25, 'kc_mult': 2.0, 'min_sq_bars': 4, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 3.25, 'eod_cutoff': 2, 'gate_tf_min': 240, 'gate_mode': 'none', 'gate_bars': 6, 'gate_len': 30, 'gate_ratio': 1.05, 'gate_fired_k': 2, 'direction': 'both'}"
156,48,11630,2.143,3863,3.01,58.3,0.476,1.5,3.2,0.4,0.75,509,4,0,"{'length': 22, 'bb_mult': 2.0, 'kc_mult': 1.5, 'min_sq_bars': 2, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 3.25, 'eod_cutoff': 8, 'gate_tf_min': 210, 'gate_mode': 'sq_on', 'gate_bars': 14, 'gate_len': 20, 'gate_ratio': 1.25, 'gate_fired_k': 6, 'direction': 'long'}"
157,226,17415,1.216,7907,2.2,54.9,0.097,1.5,15.0,0.24,0.37,792,6,0,"{'length': 18, 'bb_mult': 1.75, 'kc_mult': 1.25, 'min_sq_bars': 2, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 1.75, 'eod_cutoff': 7, 'gate_tf_min': 150, 'gate_mode': 'none', 'gate_bars': 5, 'gate_len': 28, 'gate_ratio': 1.45, 'gate_fired_k': 5, 'direction': 'long'}"
158,241,15438,1.166,18135,0.85,51.0,0.081,1.3,16.0,0.2,0.28,790,5,0,"{'length': 20, 'bb_mult': 1.5, 'kc_mult': 2.0, 'min_sq_bars': 2, 'entry_fill': 'range_break', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 2.25, 'eod_cutoff': 1, 'gate_tf_min': 240, 'gate_mode': 'sq_on', 'gate_bars': 10, 'gate_len': 28, 'gate_ratio': 1.25, 'gate_fired_k': 4, 'direction': 'short'}"
159,162,8739,1.237,8796,0.99,47.5,0.125,1.3,10.8,0.2,0.39,433,5,1,"{'length': 16, 'bb_mult': 2.25, 'kc_mult': 1.25, 'min_sq_bars': 2, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 1.0, 'eod_cutoff': 5, 'gate_tf_min': 60, 'gate_mode': 'sign', 'gate_bars': 10, 'gate_len': 14, 'gate_ratio': 1.45, 'gate_fired_k': 3, 'direction': 'long'}"
160,87,7934,1.356,4263,1.86,47.1,0.188,1.1,5.8,0.24,0.4,485,4,1,"{'length': 18, 'bb_mult': 2.0, 'kc_mult': 1.25, 'min_sq_bars': 4, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 1.5, 'eod_cutoff': 5, 'gate_tf_min': 30, 'gate_mode': 'sq_on', 'gate_bars': 9, 'gate_len': 14, 'gate_ratio': 1.2, 'gate_fired_k': 3, 'direction': 'long'}"
161,324,9121,1.104,17281,0.53,51.5,0.051,1.1,21.5,0.13,0.17,557,5,1,"{'length': 18, 'bb_mult': 1.5, 'kc_mult': 1.5, 'min_sq_bars': 2, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 2.5, 'eod_cutoff': 2, 'gate_tf_min': 60, 'gate_mode': 'rising', 'gate_bars': 14, 'gate_len': 28, 'gate_ratio': 0.95, 'gate_fired_k': 1, 'direction': 'long'}"
162,53,6977,1.729,3643,1.92,56.6,0.316,1.1,3.5,0.3,0.56,416,7,0,"{'length': 32, 'bb_mult': 2.25, 'kc_mult': 1.5, 'min_sq_bars': 1, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 2.5, 'eod_cutoff': 5, 'gate_tf_min': 150, 'gate_mode': 'none', 'gate_bars': 2, 'gate_len': 32, 'gate_ratio': 1.55, 'gate_fired_k': 3, 'direction': 'long'}"
163,552,10364,1.051,29600,0.35,44.9,0.028,1.0,36.7,0.1,0.15,668,5,1,"{'length': 28, 'bb_mult': 1.5, 'kc_mult': 2.0, 'min_sq_bars': 8, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 1.25, 'eod_cutoff': 4, 'gate_tf_min': 30, 'gate_mode': 'sign', 'gate_bars': 4, 'gate_len': 12, 'gate_ratio': 1.0, 'gate_fired_k': 6, 'direction': 'both'}"
164,12,10072,3.573,1796,5.61,50.0,1.287,1.0,0.8,0.41,1.09,652,3,0,"{'length': 30, 'bb_mult': 2.5, 'kc_mult': 2.0, 'min_sq_bars': 6, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 1.0, 'eod_cutoff': 4, 'gate_tf_min': 210, 'gate_mode': 'sign', 'gate_bars': 12, 'gate_len': 16, 'gate_ratio': 1.35, 'gate_fired_k': 3, 'direction': 'short'}"
165,69,11416,1.434,4223,2.7,55.1,0.195,0.9,4.6,0.25,0.43,848,5,0,"{'length': 20, 'bb_mult': 2.5, 'kc_mult': 1.75, 'min_sq_bars': 2, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 2.25, 'eod_cutoff': 8, 'gate_tf_min': 120, 'gate_mode': 'rising', 'gate_bars': 14, 'gate_len': 20, 'gate_ratio': 1.0, 'gate_fired_k': 3, 'direction': 'both'}"
166,54,6907,1.516,8034,0.86,53.7,0.239,0.9,3.6,0.24,0.4,536,4,0,"{'length': 30, 'bb_mult': 1.5, 'kc_mult': 1.25, 'min_sq_bars': 5, 'entry_fill': 'open', 'exit_mode': 'ride', 'fade_bars': 2, 'stop_atr': 1.5, 'eod_cutoff': 6, 'gate_tf_min': 60, 'gate_mode': 'sign', 'gate_bars': 14, 'gate_len': 30, 'gate_ratio': 1.3, 'gate_fired_k': 4, 'direction': 'long'}"
167,574,9327,1.048,27132,0.34,49.1,0.024,0.9,38.1,0.09,0.12,666,5,1,"{'length': 16, 'bb_mult': 2.5, 'kc_mult': 2.0, 'min_sq_bars': 2, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 2, 'stop_atr': 2.5, 'eod_cutoff': 2, 'gate_tf_min': 30, 'gate_mode': 'rising', 'gate_bars': 6, 'gate_len': 32, 'gate_ratio': 1.45, 'gate_fired_k': 1, 'direction': 'both'}"
168,11,5713,5.003,1006,5.68,72.7,1.092,0.8,0.7,0.37,1.38,476,6,1,"{'length': 32, 'bb_mult': 1.75, 'kc_mult': 1.25, 'min_sq_bars': 8, 'entry_fill': 'range_break', 'exit_mode': 'fade', 'fade_bars': 3, 'stop_atr': 3.0, 'eod_cutoff': 2, 'gate_tf_min': 30, 'gate_mode': 'fired', 'gate_bars': 8, 'gate_len': 14, 'gate_ratio': 1.25, 'gate_fired_k': 1, 'direction': 'long'}"
169,360,8434,1.06,26828,0.31,42.8,0.034,0.8,23.9,0.08,0.13,680,4,0,"{'length': 24, 'bb_mult': 2.25, 'kc_mult': 2.0, 'min_sq_bars': 2, 'entry_fill': 'open', 'exit_mode': 'fade', 'fade_bars': 1, 'stop_atr': 3.5, 'eod_cutoff': 1, 'gate_tf_min': 120, 'gate_mode': 'none', 'gate_bars': 10, 'gate_len': 28, 'gate_ratio': 1.55, 'gate_fired_k': 6, 'direction': 'short'}"
