rank,n,net,pf,dd,mar,win,evr,ryr,tpy,sh,so,avl,folds8,secs,params
330,367,-8893,0.931,32668,-0.27,27.0,-0.051,-1.2,24.4,-0.08,-0.11,479,2,2,"{'or_bars': 6, 'trade_mode': 'Short Only', 'stop_frac': 2.0, 'vpace_filter': 1.4, 'breakout_buf': 0.4, 'close_confirm': False, 'partial_exit_R': 4.5, 'trail_bars': 8, 'be_after_R': 0.2, 'atr_filter': 0.7, 'target_R': 3.5, 'flat_eod': True, 'skip_holidays': False}"
331,224,-21649,0.84,33339,-0.65,47.8,-0.084,-1.2,14.9,-0.2,-0.24,1155,3,1,"{'or_bars': 7, 'trade_mode': 'Short Only', 'stop_frac': 2.25, 'vpace_filter': 1.4, 'breakout_buf': 0.0, 'close_confirm': False, 'partial_exit_R': 5.0, 'trail_bars': 18, 'be_after_R': 1.4, 'atr_filter': 1.2, 'target_R': 4.0, 'flat_eod': False, 'skip_holidays': False}"
332,891,-23341,0.955,63443,-0.37,54.3,-0.021,-1.2,59.2,-0.11,-0.15,1267,3,1,"{'or_bars': 5, 'trade_mode': 'Short Only', 'stop_frac': 2.5, 'vpace_filter': 0.6, 'breakout_buf': 0.2, 'close_confirm': True, 'partial_exit_R': 1.5, 'trail_bars': 19, 'be_after_R': 3.1, 'atr_filter': 1.1, 'target_R': 0.5, 'flat_eod': True, 'skip_holidays': False}"
333,1147,-14734,0.972,41529,-0.35,45.4,-0.015,-1.2,76.2,-0.07,-0.1,843,2,1,"{'or_bars': 11, 'trade_mode': 'Short Only', 'stop_frac': 2.5, 'vpace_filter': 0.1, 'breakout_buf': 0.45, 'close_confirm': True, 'partial_exit_R': 1.5, 'trail_bars': 3, 'be_after_R': 2.8, 'atr_filter': 0.0, 'target_R': 2.0, 'flat_eod': False, 'skip_holidays': True}"
334,342,-14523,0.914,41950,-0.35,31.9,-0.059,-1.3,22.7,-0.11,-0.16,726,4,1,"{'or_bars': 5, 'trade_mode': 'Short Only', 'stop_frac': 1.5, 'vpace_filter': 0.4, 'breakout_buf': 0.4, 'close_confirm': True, 'partial_exit_R': 1.0, 'trail_bars': 20, 'be_after_R': 0.3, 'atr_filter': 1.4, 'target_R': 1.5, 'flat_eod': True, 'skip_holidays': True}"
335,1735,-18563,0.974,65763,-0.28,57.6,-0.011,-1.3,115.2,-0.09,-0.11,975,3,2,"{'or_bars': 8, 'trade_mode': 'Short Only', 'stop_frac': 1.25, 'vpace_filter': 0.6, 'breakout_buf': 0.1, 'close_confirm': False, 'partial_exit_R': 0.5, 'trail_bars': 14, 'be_after_R': 4.0, 'atr_filter': 0.8, 'target_R': 6.5, 'flat_eod': False, 'skip_holidays': False}"
336,151,-23267,0.761,41754,-0.56,47.0,-0.126,-1.3,10.0,-0.24,-0.3,1218,2,1,"{'or_bars': 12, 'trade_mode': 'Short Only', 'stop_frac': 2.5, 'vpace_filter': 1.3, 'breakout_buf': 0.45, 'close_confirm': False, 'partial_exit_R': 5.0, 'trail_bars': 15, 'be_after_R': 2.4, 'atr_filter': 1.3, 'target_R': 1.5, 'flat_eod': True, 'skip_holidays': True}"
337,356,-13114,0.922,45378,-0.29,26.1,-0.058,-1.4,23.6,-0.11,-0.19,639,4,1,"{'or_bars': 6, 'trade_mode': 'Short Only', 'stop_frac': 0.75, 'vpace_filter': 1.1, 'breakout_buf': 0.05, 'close_confirm': True, 'partial_exit_R': 4.5, 'trail_bars': 0, 'be_after_R': 0.8, 'atr_filter': 1.3, 'target_R': 0.0, 'flat_eod': False, 'skip_holidays': False}"
338,692,-20731,0.937,64508,-0.32,52.0,-0.03,-1.4,46.0,-0.11,-0.18,984,4,1,"{'or_bars': 12, 'trade_mode': 'Long Only', 'stop_frac': 1.0, 'vpace_filter': 0.3, 'breakout_buf': 0.15, 'close_confirm': False, 'partial_exit_R': 5.0, 'trail_bars': 14, 'be_after_R': 1.8, 'atr_filter': 1.2, 'target_R': 4.5, 'flat_eod': True, 'skip_holidays': True}"
339,339,-4904,0.922,13552,-0.36,21.8,-0.061,-1.4,22.5,-0.09,-0.21,239,3,1,"{'or_bars': 11, 'trade_mode': 'First-candle dir', 'stop_frac': 1.0, 'vpace_filter': 1.4, 'breakout_buf': 0.2, 'close_confirm': True, 'partial_exit_R': 0.0, 'trail_bars': 13, 'be_after_R': 3.9, 'atr_filter': 0.0, 'target_R': 1.5, 'flat_eod': False, 'skip_holidays': False}"
340,472,-9842,0.934,31168,-0.32,30.7,-0.046,-1.4,31.3,-0.11,-0.2,455,3,2,"{'or_bars': 1, 'trade_mode': 'Both', 'stop_frac': 1.0, 'vpace_filter': 1.4, 'breakout_buf': 0.5, 'close_confirm': True, 'partial_exit_R': 2.5, 'trail_bars': 7, 'be_after_R': 1.7, 'atr_filter': 1.0, 'target_R': 5.5, 'flat_eod': False, 'skip_holidays': False}"
341,426,-5806,0.916,24838,-0.23,28.6,-0.06,-1.7,28.3,-0.1,-0.23,229,2,3,"{'or_bars': 4, 'trade_mode': 'Long Only', 'stop_frac': 2.0, 'vpace_filter': 1.3, 'breakout_buf': 0.05, 'close_confirm': True, 'partial_exit_R': 0.0, 'trail_bars': 5, 'be_after_R': 0.4, 'atr_filter': 0.2, 'target_R': 4.5, 'flat_eod': True, 'skip_holidays': False}"
342,399,-26948,0.87,48551,-0.56,45.4,-0.071,-1.9,26.5,-0.2,-0.27,953,3,2,"{'or_bars': 10, 'trade_mode': 'Short Only', 'stop_frac': 2.5, 'vpace_filter': 1.3, 'breakout_buf': 0.5, 'close_confirm': False, 'partial_exit_R': 6.0, 'trail_bars': 14, 'be_after_R': 2.4, 'atr_filter': 0.5, 'target_R': 6.5, 'flat_eod': False, 'skip_holidays': False}"
343,678,-37583,0.908,68498,-0.55,53.7,-0.042,-1.9,45.0,-0.19,-0.24,1308,4,1,"{'or_bars': 8, 'trade_mode': 'Both', 'stop_frac': 2.0, 'vpace_filter': 0.1, 'breakout_buf': 0.2, 'close_confirm': False, 'partial_exit_R': 0.5, 'trail_bars': 7, 'be_after_R': 1.0, 'atr_filter': 1.4, 'target_R': 7.0, 'flat_eod': True, 'skip_holidays': True}"
344,193,-12979,0.647,13029,-1.0,58.5,-0.146,-1.9,12.8,-0.5,-0.56,459,1,1,"{'or_bars': 2, 'trade_mode': 'First-candle dir', 'stop_frac': 0.5, 'vpace_filter': 1.3, 'breakout_buf': 0.1, 'close_confirm': False, 'partial_exit_R': 2.0, 'trail_bars': 14, 'be_after_R': 3.9, 'atr_filter': 1.5, 'target_R': 0.5, 'flat_eod': False, 'skip_holidays': True}"
345,2200,-11208,0.983,59827,-0.19,23.2,-0.013,-1.9,146.1,-0.05,-0.09,402,2,2,"{'or_bars': 6, 'trade_mode': 'Short Only', 'stop_frac': 0.75, 'vpace_filter': 0.1, 'breakout_buf': 0.2, 'close_confirm': False, 'partial_exit_R': 3.0, 'trail_bars': 13, 'be_after_R': 0.5, 'atr_filter': 0.1, 'target_R': 0.0, 'flat_eod': True, 'skip_holidays': False}"
346,244,-30863,0.783,56602,-0.55,42.2,-0.125,-2.0,16.2,-0.25,-0.4,1008,2,1,"{'or_bars': 5, 'trade_mode': 'First-candle dir', 'stop_frac': 1.5, 'vpace_filter': 1.4, 'breakout_buf': 0.15, 'close_confirm': False, 'partial_exit_R': 5.5, 'trail_bars': 16, 'be_after_R': 0.9, 'atr_filter': 1.2, 'target_R': 1.5, 'flat_eod': False, 'skip_holidays': False}"
347,1539,-33493,0.947,43619,-0.77,61.8,-0.02,-2.1,102.2,-0.17,-0.2,1079,2,1,"{'or_bars': 9, 'trade_mode': 'Both', 'stop_frac': 1.0, 'vpace_filter': 0.3, 'breakout_buf': 0.15, 'close_confirm': False, 'partial_exit_R': 5.0, 'trail_bars': 13, 'be_after_R': 1.9, 'atr_filter': 1.1, 'target_R': 0.5, 'flat_eod': True, 'skip_holidays': True}"
348,726,-26902,0.927,56326,-0.48,40.2,-0.044,-2.1,48.2,-0.16,-0.27,848,1,1,"{'or_bars': 1, 'trade_mode': 'Long Only', 'stop_frac': 1.5, 'vpace_filter': 0.4, 'breakout_buf': 0.25, 'close_confirm': True, 'partial_exit_R': 3.5, 'trail_bars': 9, 'be_after_R': 2.5, 'atr_filter': 1.3, 'target_R': 7.5, 'flat_eod': True, 'skip_holidays': True}"
349,2304,-30447,0.976,75969,-0.4,43.9,-0.014,-2.1,153.0,-0.09,-0.13,968,3,1,"{'or_bars': 4, 'trade_mode': 'Short Only', 'stop_frac': 2.25, 'vpace_filter': 0.0, 'breakout_buf': 0.05, 'close_confirm': True, 'partial_exit_R': 2.0, 'trail_bars': 13, 'be_after_R': 3.8, 'atr_filter': 0.6, 'target_R': 0.0, 'flat_eod': False, 'skip_holidays': True}"
350,799,-16147,0.914,21255,-0.76,51.2,-0.042,-2.2,53.1,-0.24,-0.32,481,4,1,"{'or_bars': 3, 'trade_mode': 'Short Only', 'stop_frac': 0.5, 'vpace_filter': 0.7, 'breakout_buf': 0.5, 'close_confirm': True, 'partial_exit_R': 6.0, 'trail_bars': 6, 'be_after_R': 3.4, 'atr_filter': 1.1, 'target_R': 1.0, 'flat_eod': False, 'skip_holidays': True}"
351,1155,-37749,0.946,78138,-0.48,46.4,-0.029,-2.2,76.7,-0.14,-0.2,1130,2,2,"{'or_bars': 8, 'trade_mode': 'Short Only', 'stop_frac': 2.25, 'vpace_filter': 0.4, 'breakout_buf': 0.05, 'close_confirm': True, 'partial_exit_R': 2.0, 'trail_bars': 13, 'be_after_R': 3.7, 'atr_filter': 1.0, 'target_R': 5.0, 'flat_eod': False, 'skip_holidays': False}"
352,1861,-9023,0.976,32895,-0.27,26.3,-0.017,-2.2,123.6,-0.07,-0.15,279,2,1,"{'or_bars': 11, 'trade_mode': 'First-candle dir', 'stop_frac': 1.25, 'vpace_filter': 0.0, 'breakout_buf': 0.1, 'close_confirm': False, 'partial_exit_R': 0.0, 'trail_bars': 20, 'be_after_R': 0.0, 'atr_filter': 0.9, 'target_R': 1.0, 'flat_eod': True, 'skip_holidays': True}"
353,568,-18774,0.89,30184,-0.62,48.1,-0.057,-2.2,37.7,-0.23,-0.34,578,4,1,"{'or_bars': 5, 'trade_mode': 'Long Only', 'stop_frac': 0.5, 'vpace_filter': 0.9, 'breakout_buf': 0.0, 'close_confirm': False, 'partial_exit_R': 1.0, 'trail_bars': 17, 'be_after_R': 2.2, 'atr_filter': 1.3, 'target_R': 8.0, 'flat_eod': False, 'skip_holidays': True}"
354,3471,-30725,0.98,102892,-0.3,52.1,-0.009,-2.2,230.5,-0.09,-0.12,946,2,1,"{'or_bars': 8, 'trade_mode': 'Both', 'stop_frac': 2.5, 'vpace_filter': 0.5, 'breakout_buf': 0.1, 'close_confirm': True, 'partial_exit_R': 0.5, 'trail_bars': 16, 'be_after_R': 3.9, 'atr_filter': 0.2, 'target_R': 0.5, 'flat_eod': False, 'skip_holidays': False}"
355,210,-39308,0.69,46697,-0.84,45.2,-0.17,-2.4,13.9,-0.41,-0.52,1103,2,2,"{'or_bars': 5, 'trade_mode': 'First-candle dir', 'stop_frac': 1.5, 'vpace_filter': 1.4, 'breakout_buf': 0.35, 'close_confirm': False, 'partial_exit_R': 3.0, 'trail_bars': 1, 'be_after_R': 3.1, 'atr_filter': 1.2, 'target_R': 7.0, 'flat_eod': False, 'skip_holidays': False}"
356,574,-11015,0.899,18487,-0.6,38.0,-0.062,-2.4,38.1,-0.19,-0.3,307,2,1,"{'or_bars': 1, 'trade_mode': 'Long Only', 'stop_frac': 0.75, 'vpace_filter': 0.9, 'breakout_buf': 0.3, 'close_confirm': True, 'partial_exit_R': 0.5, 'trail_bars': 17, 'be_after_R': 2.0, 'atr_filter': 1.3, 'target_R': 6.5, 'flat_eod': True, 'skip_holidays': True}"
357,2429,-38958,0.971,68886,-0.57,46.3,-0.016,-2.5,161.3,-0.12,-0.17,1027,2,2,"{'or_bars': 2, 'trade_mode': 'Short Only', 'stop_frac': 2.25, 'vpace_filter': 0.7, 'breakout_buf': 0.15, 'close_confirm': False, 'partial_exit_R': 1.0, 'trail_bars': 2, 'be_after_R': 3.5, 'atr_filter': 0.7, 'target_R': 0.0, 'flat_eod': True, 'skip_holidays': True}"
358,561,-49893,0.866,76911,-0.65,50.4,-0.066,-2.5,37.3,-0.27,-0.35,1344,2,1,"{'or_bars': 8, 'trade_mode': 'Short Only', 'stop_frac': 2.5, 'vpace_filter': 0.5, 'breakout_buf': 0.1, 'close_confirm': False, 'partial_exit_R': 0.5, 'trail_bars': 6, 'be_after_R': 2.0, 'atr_filter': 1.3, 'target_R': 5.0, 'flat_eod': True, 'skip_holidays': False}"
359,126,-45202,0.517,45609,-0.99,37.3,-0.303,-2.5,8.4,-0.57,-0.64,1185,2,1,"{'or_bars': 6, 'trade_mode': 'Short Only', 'stop_frac': 1.5, 'vpace_filter': 1.4, 'breakout_buf': 0.45, 'close_confirm': False, 'partial_exit_R': 2.5, 'trail_bars': 10, 'be_after_R': 0.7, 'atr_filter': 1.4, 'target_R': 1.5, 'flat_eod': False, 'skip_holidays': True}"
360,1335,-32785,0.931,52880,-0.62,59.2,-0.028,-2.5,88.7,-0.21,-0.27,874,1,1,"{'or_bars': 4, 'trade_mode': 'Short Only', 'stop_frac': 1.25, 'vpace_filter': 0.0, 'breakout_buf': 0.5, 'close_confirm': False, 'partial_exit_R': 0.5, 'trail_bars': 9, 'be_after_R': 0.0, 'atr_filter': 0.9, 'target_R': 5.0, 'flat_eod': True, 'skip_holidays': False}"
361,737,-23253,0.916,40920,-0.57,35.8,-0.054,-2.6,49.0,-0.2,-0.33,586,2,1,"{'or_bars': 5, 'trade_mode': 'First-candle dir', 'stop_frac': 0.5, 'vpace_filter': 0.5, 'breakout_buf': 0.1, 'close_confirm': True, 'partial_exit_R': 3.5, 'trail_bars': 17, 'be_after_R': 4.0, 'atr_filter': 1.3, 'target_R': 2.0, 'flat_eod': True, 'skip_holidays': False}"
362,706,-23819,0.903,30990,-0.77,41.8,-0.056,-2.6,46.9,-0.24,-0.35,597,1,1,"{'or_bars': 6, 'trade_mode': 'Long Only', 'stop_frac': 0.5, 'vpace_filter': 0.0, 'breakout_buf': 0.05, 'close_confirm': False, 'partial_exit_R': 1.5, 'trail_bars': 3, 'be_after_R': 3.5, 'atr_filter': 1.3, 'target_R': 7.0, 'flat_eod': False, 'skip_holidays': False}"
363,298,-15514,0.815,24783,-0.63,24.8,-0.139,-2.7,19.8,-0.17,-0.25,375,2,1,"{'or_bars': 5, 'trade_mode': 'Both', 'stop_frac': 2.25, 'vpace_filter': 1.3, 'breakout_buf': 0.35, 'close_confirm': True, 'partial_exit_R': 0.0, 'trail_bars': 14, 'be_after_R': 2.1, 'atr_filter': 1.3, 'target_R': 1.5, 'flat_eod': True, 'skip_holidays': True}"
364,2343,-20078,0.971,39882,-0.5,40.3,-0.017,-2.7,155.6,-0.13,-0.2,496,3,2,"{'or_bars': 2, 'trade_mode': 'Short Only', 'stop_frac': 0.75, 'vpace_filter': 0.1, 'breakout_buf': 0.25, 'close_confirm': True, 'partial_exit_R': 5.5, 'trail_bars': 14, 'be_after_R': 2.9, 'atr_filter': 0.4, 'target_R': 1.5, 'flat_eod': False, 'skip_holidays': True}"
365,340,-30194,0.824,31446,-0.96,30.6,-0.122,-2.8,22.6,-0.25,-0.33,727,2,1,"{'or_bars': 8, 'trade_mode': 'Both', 'stop_frac': 1.25, 'vpace_filter': 1.2, 'breakout_buf': 0.0, 'close_confirm': False, 'partial_exit_R': 3.5, 'trail_bars': 1, 'be_after_R': 0.3, 'atr_filter': 1.4, 'target_R': 2.0, 'flat_eod': True, 'skip_holidays': True}"
366,429,-12908,0.847,23931,-0.54,32.2,-0.103,-2.9,28.5,-0.18,-0.22,291,2,1,"{'or_bars': 7, 'trade_mode': 'Long Only', 'stop_frac': 2.5, 'vpace_filter': 0.1, 'breakout_buf': 0.15, 'close_confirm': True, 'partial_exit_R': 0.0, 'trail_bars': 4, 'be_after_R': 3.4, 'atr_filter': 1.4, 'target_R': 8.0, 'flat_eod': True, 'skip_holidays': False}"
367,737,-13876,0.91,41729,-0.33,30.7,-0.062,-3.1,49.0,-0.13,-0.21,302,1,1,"{'or_bars': 8, 'trade_mode': 'Both', 'stop_frac': 1.5, 'vpace_filter': 0.7, 'breakout_buf': 0.3, 'close_confirm': True, 'partial_exit_R': 0.0, 'trail_bars': 4, 'be_after_R': 1.4, 'atr_filter': 1.3, 'target_R': 1.0, 'flat_eod': True, 'skip_holidays': False}"
368,670,-45460,0.872,46138,-0.99,40.0,-0.077,-3.4,44.5,-0.3,-0.45,883,0,1,"{'or_bars': 6, 'trade_mode': 'Both', 'stop_frac': 0.75, 'vpace_filter': 0.7, 'breakout_buf': 0.1, 'close_confirm': True, 'partial_exit_R': 2.0, 'trail_bars': 9, 'be_after_R': 2.8, 'atr_filter': 1.4, 'target_R': 3.5, 'flat_eod': False, 'skip_holidays': True}"
369,3670,-13421,0.981,40933,-0.33,28.0,-0.014,-3.4,243.8,-0.08,-0.16,264,3,1,"{'or_bars': 2, 'trade_mode': 'Both', 'stop_frac': 1.25, 'vpace_filter': 0.2, 'breakout_buf': 0.4, 'close_confirm': False, 'partial_exit_R': 0.0, 'trail_bars': 6, 'be_after_R': 0.4, 'atr_filter': 0.5, 'target_R': 7.0, 'flat_eod': False, 'skip_holidays': True}"
370,610,-21883,0.894,36840,-0.59,18.5,-0.086,-3.5,40.5,-0.17,-0.31,415,2,1,"{'or_bars': 2, 'trade_mode': 'Short Only', 'stop_frac': 1.0, 'vpace_filter': 0.5, 'breakout_buf': 0.4, 'close_confirm': False, 'partial_exit_R': 3.0, 'trail_bars': 19, 'be_after_R': 0.4, 'atr_filter': 1.3, 'target_R': 6.0, 'flat_eod': False, 'skip_holidays': True}"
371,3536,-62889,0.962,151157,-0.42,52.7,-0.018,-4.2,234.9,-0.18,-0.23,1002,2,1,"{'or_bars': 6, 'trade_mode': 'Both', 'stop_frac': 2.5, 'vpace_filter': 0.2, 'breakout_buf': 0.15, 'close_confirm': True, 'partial_exit_R': 5.0, 'trail_bars': 0, 'be_after_R': 1.0, 'atr_filter': 0.4, 'target_R': 0.5, 'flat_eod': True, 'skip_holidays': True}"
372,568,-20695,0.83,35985,-0.58,21.1,-0.134,-5.1,37.7,-0.27,-0.42,272,4,1,"{'or_bars': 6, 'trade_mode': 'Long Only', 'stop_frac': 0.5, 'vpace_filter': 0.5, 'breakout_buf': 0.3, 'close_confirm': False, 'partial_exit_R': 4.5, 'trail_bars': 2, 'be_after_R': 0.3, 'atr_filter': 1.3, 'target_R': 8.0, 'flat_eod': True, 'skip_holidays': False}"
373,3186,-21342,0.967,62760,-0.34,25.1,-0.024,-5.2,211.6,-0.13,-0.26,274,3,1,"{'or_bars': 6, 'trade_mode': 'Both', 'stop_frac': 1.25, 'vpace_filter': 0.0, 'breakout_buf': 0.4, 'close_confirm': False, 'partial_exit_R': 0.0, 'trail_bars': 16, 'be_after_R': 2.6, 'atr_filter': 0.6, 'target_R': 1.5, 'flat_eod': True, 'skip_holidays': True}"
374,1441,-63311,0.886,78526,-0.81,48.1,-0.059,-5.6,95.7,-0.43,-0.59,745,1,2,"{'or_bars': 1, 'trade_mode': 'Short Only', 'stop_frac': 1.25, 'vpace_filter': 0.9, 'breakout_buf': 0.0, 'close_confirm': False, 'partial_exit_R': 5.5, 'trail_bars': 12, 'be_after_R': 3.4, 'atr_filter': 1.0, 'target_R': 1.0, 'flat_eod': False, 'skip_holidays': True}"
375,811,-42421,0.796,45579,-0.93,48.2,-0.106,-5.7,53.9,-0.58,-0.76,495,1,2,"{'or_bars': 4, 'trade_mode': 'Both', 'stop_frac': 0.5, 'vpace_filter': 1.3, 'breakout_buf': 0.45, 'close_confirm': False, 'partial_exit_R': 6.0, 'trail_bars': 17, 'be_after_R': 2.3, 'atr_filter': 0.0, 'target_R': 1.0, 'flat_eod': True, 'skip_holidays': False}"
376,2452,-26652,0.95,53878,-0.49,27.4,-0.036,-5.9,162.9,-0.17,-0.37,301,1,2,"{'or_bars': 2, 'trade_mode': 'Short Only', 'stop_frac': 0.75, 'vpace_filter': 0.1, 'breakout_buf': 0.2, 'close_confirm': True, 'partial_exit_R': 0.0, 'trail_bars': 7, 'be_after_R': 2.0, 'atr_filter': 0.1, 'target_R': 5.0, 'flat_eod': True, 'skip_holidays': False}"
377,2491,-60402,0.897,62131,-0.97,65.4,-0.036,-5.9,165.4,-0.45,-0.53,682,0,2,"{'or_bars': 2, 'trade_mode': 'Short Only', 'stop_frac': 1.0, 'vpace_filter': 0.4, 'breakout_buf': 0.15, 'close_confirm': True, 'partial_exit_R': 6.0, 'trail_bars': 9, 'be_after_R': 1.9, 'atr_filter': 0.2, 'target_R': 0.5, 'flat_eod': True, 'skip_holidays': False}"
378,740,-52853,0.826,60618,-0.87,29.1,-0.123,-6.1,49.1,-0.44,-0.73,580,4,1,"{'or_bars': 5, 'trade_mode': 'Short Only', 'stop_frac': 0.5, 'vpace_filter': 0.2, 'breakout_buf': 0.25, 'close_confirm': False, 'partial_exit_R': 0.0, 'trail_bars': 0, 'be_after_R': 2.3, 'atr_filter': 1.2, 'target_R': 3.0, 'flat_eod': True, 'skip_holidays': False}"
379,1580,-42089,0.898,51630,-0.82,41.6,-0.06,-6.3,104.9,-0.39,-0.58,446,1,1,"{'or_bars': 1, 'trade_mode': 'Long Only', 'stop_frac': 0.75, 'vpace_filter': 0.4, 'breakout_buf': 0.45, 'close_confirm': False, 'partial_exit_R': 3.0, 'trail_bars': 6, 'be_after_R': 2.6, 'atr_filter': 1.0, 'target_R': 1.5, 'flat_eod': False, 'skip_holidays': False}"
380,2319,-94074,0.915,99150,-0.95,50.9,-0.042,-6.4,154.0,-0.34,-0.44,975,1,1,"{'or_bars': 5, 'trade_mode': 'Short Only', 'stop_frac': 2.25, 'vpace_filter': 0.0, 'breakout_buf': 0.05, 'close_confirm': True, 'partial_exit_R': 6.0, 'trail_bars': 6, 'be_after_R': 1.4, 'atr_filter': 0.0, 'target_R': 0.5, 'flat_eod': True, 'skip_holidays': False}"
381,827,-49408,0.826,72922,-0.68,31.9,-0.118,-6.5,54.9,-0.32,-0.42,505,3,1,"{'or_bars': 10, 'trade_mode': 'Both', 'stop_frac': 1.25, 'vpace_filter': 0.4, 'breakout_buf': 0.45, 'close_confirm': True, 'partial_exit_R': 4.5, 'trail_bars': 6, 'be_after_R': 0.2, 'atr_filter': 1.2, 'target_R': 1.0, 'flat_eod': True, 'skip_holidays': True}"
382,2031,-29169,0.904,34905,-0.84,49.5,-0.049,-6.6,134.9,-0.42,-0.58,295,2,1,"{'or_bars': 1, 'trade_mode': 'Long Only', 'stop_frac': 0.5, 'vpace_filter': 0.1, 'breakout_buf': 0.1, 'close_confirm': True, 'partial_exit_R': 2.0, 'trail_bars': 10, 'be_after_R': 2.3, 'atr_filter': 0.9, 'target_R': 1.0, 'flat_eod': True, 'skip_holidays': True}"
383,460,-33004,0.739,33993,-0.97,16.1,-0.219,-6.7,30.6,-0.44,-0.72,328,2,2,"{'or_bars': 6, 'trade_mode': 'Short Only', 'stop_frac': 0.5, 'vpace_filter': 1.3, 'breakout_buf': 0.45, 'close_confirm': False, 'partial_exit_R': 6.0, 'trail_bars': 8, 'be_after_R': 0.4, 'atr_filter': 0.8, 'target_R': 3.5, 'flat_eod': False, 'skip_holidays': False}"
384,430,-31234,0.689,33656,-0.93,24.2,-0.235,-6.7,28.6,-0.52,-0.92,308,2,1,"{'or_bars': 3, 'trade_mode': 'Both', 'stop_frac': 2.0, 'vpace_filter': 1.2, 'breakout_buf': 0.3, 'close_confirm': True, 'partial_exit_R': 0.0, 'trail_bars': 8, 'be_after_R': 2.6, 'atr_filter': 1.3, 'target_R': 4.5, 'flat_eod': False, 'skip_holidays': False}"
385,2452,-33392,0.945,50356,-0.66,24.4,-0.042,-6.8,162.9,-0.18,-0.42,328,1,2,"{'or_bars': 3, 'trade_mode': 'Short Only', 'stop_frac': 2.0, 'vpace_filter': 0.2, 'breakout_buf': 0.2, 'close_confirm': False, 'partial_exit_R': 0.0, 'trail_bars': 13, 'be_after_R': 1.0, 'atr_filter': 0.6, 'target_R': 2.5, 'flat_eod': True, 'skip_holidays': True}"
386,926,-24755,0.868,47473,-0.52,15.4,-0.112,-6.9,61.5,-0.2,-0.34,239,2,1,"{'or_bars': 10, 'trade_mode': 'First-candle dir', 'stop_frac': 0.75, 'vpace_filter': 0.6, 'breakout_buf': 0.0, 'close_confirm': True, 'partial_exit_R': 3.5, 'trail_bars': 1, 'be_after_R': 0.1, 'atr_filter': 1.2, 'target_R': 3.0, 'flat_eod': False, 'skip_holidays': True}"
387,1225,-45658,0.876,48596,-0.94,28.4,-0.089,-7.2,81.4,-0.34,-0.61,421,2,1,"{'or_bars': 3, 'trade_mode': 'Both', 'stop_frac': 0.5, 'vpace_filter': 0.2, 'breakout_buf': 0.25, 'close_confirm': True, 'partial_exit_R': 2.5, 'trail_bars': 2, 'be_after_R': 1.2, 'atr_filter': 1.2, 'target_R': 7.5, 'flat_eod': False, 'skip_holidays': False}"
388,892,-40932,0.83,46783,-0.87,20.3,-0.135,-8.0,59.2,-0.31,-0.4,339,2,1,"{'or_bars': 2, 'trade_mode': 'Long Only', 'stop_frac': 1.75, 'vpace_filter': 0.5, 'breakout_buf': 0.2, 'close_confirm': True, 'partial_exit_R': 1.5, 'trail_bars': 5, 'be_after_R': 0.1, 'atr_filter': 1.2, 'target_R': 7.5, 'flat_eod': False, 'skip_holidays': False}"
389,3739,-82746,0.944,118434,-0.7,41.7,-0.033,-8.1,248.3,-0.32,-0.46,679,3,1,"{'or_bars': 2, 'trade_mode': 'Both', 'stop_frac': 1.0, 'vpace_filter': 0.1, 'breakout_buf': 0.2, 'close_confirm': False, 'partial_exit_R': 5.0, 'trail_bars': 11, 'be_after_R': 3.9, 'atr_filter': 0.3, 'target_R': 1.5, 'flat_eod': False, 'skip_holidays': True}"
390,2929,-106140,0.884,107948,-0.98,63.8,-0.042,-8.2,194.5,-0.57,-0.68,863,0,2,"{'or_bars': 1, 'trade_mode': 'Short Only', 'stop_frac': 1.75, 'vpace_filter': 0.3, 'breakout_buf': 0.25, 'close_confirm': False, 'partial_exit_R': 1.5, 'trail_bars': 3, 'be_after_R': 1.7, 'atr_filter': 0.3, 'target_R': 0.5, 'flat_eod': True, 'skip_holidays': False}"
391,394,-39045,0.605,40018,-0.98,18.8,-0.321,-8.4,26.2,-0.63,-1.2,309,1,1,"{'or_bars': 10, 'trade_mode': 'Short Only', 'stop_frac': 0.75, 'vpace_filter': 0.8, 'breakout_buf': 0.25, 'close_confirm': False, 'partial_exit_R': 0.0, 'trail_bars': 12, 'be_after_R': 0.6, 'atr_filter': 1.3, 'target_R': 5.5, 'flat_eod': True, 'skip_holidays': True}"
392,1866,-96333,0.817,97329,-0.99,62.9,-0.068,-8.4,123.9,-0.75,-0.87,761,0,2,"{'or_bars': 2, 'trade_mode': 'Short Only', 'stop_frac': 1.0, 'vpace_filter': 0.9, 'breakout_buf': 0.1, 'close_confirm': False, 'partial_exit_R': 2.5, 'trail_bars': 10, 'be_after_R': 0.4, 'atr_filter': 0.8, 'target_R': 0.5, 'flat_eod': False, 'skip_holidays': False}"
393,1311,-33795,0.856,52882,-0.64,29.5,-0.101,-8.8,87.1,-0.29,-0.68,255,2,1,"{'or_bars': 5, 'trade_mode': 'Long Only', 'stop_frac': 2.5, 'vpace_filter': 0.1, 'breakout_buf': 0.5, 'close_confirm': False, 'partial_exit_R': 0.0, 'trail_bars': 7, 'be_after_R': 3.4, 'atr_filter': 0.9, 'target_R': 8.0, 'flat_eod': False, 'skip_holidays': True}"
