rank,n,net,pf,dd,mar,win,evr,ryr,tpy,sh,so,avl,folds8,secs,params
265,107,8616,1.288,7395,1.17,56.1,0.126,0.9,7.1,0.19,0.37,637,6,1,"{'or_bars': 7, 'trade_mode': 'Long Only', 'stop_frac': 0.5, 'vpace_filter': 1.2, 'breakout_buf': 0.35, 'close_confirm': False, 'partial_exit_R': 1.0, 'trail_bars': 19, 'be_after_R': 4.0, 'atr_filter': 1.5, 'target_R': 8.0, 'flat_eod': True, 'skip_holidays': False}"
266,1628,7030,1.013,52143,0.13,41.2,0.007,0.8,108.1,0.04,0.07,579,3,2,"{'or_bars': 11, 'trade_mode': 'Short Only', 'stop_frac': 0.5, 'vpace_filter': 0.7, 'breakout_buf': 0.2, 'close_confirm': False, 'partial_exit_R': 1.5, 'trail_bars': 7, 'be_after_R': 2.0, 'atr_filter': 0.3, 'target_R': 7.5, 'flat_eod': False, 'skip_holidays': True}"
267,321,15318,1.082,20669,0.74,52.6,0.039,0.8,21.3,0.09,0.15,1234,2,1,"{'or_bars': 5, 'trade_mode': 'Long Only', 'stop_frac': 2.5, 'vpace_filter': 0.7, 'breakout_buf': 0.3, 'close_confirm': False, 'partial_exit_R': 3.5, 'trail_bars': 11, 'be_after_R': 2.7, 'atr_filter': 1.5, 'target_R': 3.5, 'flat_eod': True, 'skip_holidays': True}"
268,324,11145,1.075,24710,0.45,48.5,0.038,0.8,21.5,0.1,0.16,895,4,1,"{'or_bars': 11, 'trade_mode': 'Long Only', 'stop_frac': 0.75, 'vpace_filter': 0.7, 'breakout_buf': 0.1, 'close_confirm': False, 'partial_exit_R': 1.5, 'trail_bars': 5, 'be_after_R': 3.9, 'atr_filter': 1.5, 'target_R': 6.5, 'flat_eod': True, 'skip_holidays': False}"
269,439,10731,1.047,54994,0.2,44.4,0.026,0.8,29.2,0.07,0.13,943,6,1,"{'or_bars': 4, 'trade_mode': 'First-candle dir', 'stop_frac': 1.0, 'vpace_filter': 1.2, 'breakout_buf': 0.15, 'close_confirm': False, 'partial_exit_R': 3.5, 'trail_bars': 16, 'be_after_R': 3.2, 'atr_filter': 1.2, 'target_R': 6.5, 'flat_eod': True, 'skip_holidays': True}"
270,841,13390,1.027,44759,0.3,44.7,0.015,0.8,55.9,0.06,0.09,1072,3,2,"{'or_bars': 8, 'trade_mode': 'Short Only', 'stop_frac': 1.75, 'vpace_filter': 1.1, 'breakout_buf': 0.05, 'close_confirm': False, 'partial_exit_R': 6.0, 'trail_bars': 13, 'be_after_R': 3.1, 'atr_filter': 0.9, 'target_R': 0.0, 'flat_eod': False, 'skip_holidays': True}"
271,561,15668,1.042,74428,0.21,51.0,0.021,0.8,37.3,0.07,0.11,1360,4,1,"{'or_bars': 3, 'trade_mode': 'First-candle dir', 'stop_frac': 2.0, 'vpace_filter': 0.4, 'breakout_buf': 0.3, 'close_confirm': False, 'partial_exit_R': 1.5, 'trail_bars': 19, 'be_after_R': 2.5, 'atr_filter': 1.4, 'target_R': 4.0, 'flat_eod': True, 'skip_holidays': True}"
272,484,8862,1.039,37341,0.24,38.4,0.024,0.8,32.1,0.06,0.12,764,4,1,"{'or_bars': 5, 'trade_mode': 'Both', 'stop_frac': 0.75, 'vpace_filter': 1.0, 'breakout_buf': 0.35, 'close_confirm': False, 'partial_exit_R': 6.0, 'trail_bars': 12, 'be_after_R': 1.6, 'atr_filter': 1.4, 'target_R': 7.5, 'flat_eod': False, 'skip_holidays': True}"
273,310,6916,1.05,21131,0.33,32.3,0.034,0.7,20.6,0.06,0.13,664,2,1,"{'or_bars': 9, 'trade_mode': 'Short Only', 'stop_frac': 0.5, 'vpace_filter': 0.1, 'breakout_buf': 0.15, 'close_confirm': False, 'partial_exit_R': 4.5, 'trail_bars': 8, 'be_after_R': 2.5, 'atr_filter': 1.5, 'target_R': 5.5, 'flat_eod': False, 'skip_holidays': False}"
274,1100,9236,1.019,57157,0.16,51.0,0.009,0.7,73.1,0.04,0.07,914,5,1,"{'or_bars': 12, 'trade_mode': 'Both', 'stop_frac': 1.5, 'vpace_filter': 0.1, 'breakout_buf': 0.45, 'close_confirm': False, 'partial_exit_R': 5.5, 'trail_bars': 20, 'be_after_R': 3.9, 'atr_filter': 1.1, 'target_R': 5.5, 'flat_eod': False, 'skip_holidays': True}"
275,836,6681,1.032,20607,0.32,58.7,0.013,0.7,55.5,0.07,0.1,610,4,2,"{'or_bars': 12, 'trade_mode': 'Long Only', 'stop_frac': 0.75, 'vpace_filter': 0.8, 'breakout_buf': 0.5, 'close_confirm': True, 'partial_exit_R': 0.5, 'trail_bars': 12, 'be_after_R': 2.0, 'atr_filter': 0.2, 'target_R': 4.5, 'flat_eod': False, 'skip_holidays': True}"
276,88,8327,1.261,7868,1.06,55.7,0.116,0.7,5.8,0.15,0.22,817,4,1,"{'or_bars': 10, 'trade_mode': 'Long Only', 'stop_frac': 1.5, 'vpace_filter': 1.4, 'breakout_buf': 0.35, 'close_confirm': True, 'partial_exit_R': 5.5, 'trail_bars': 20, 'be_after_R': 0.5, 'atr_filter': 1.1, 'target_R': 8.0, 'flat_eod': False, 'skip_holidays': False}"
277,188,11346,1.137,21255,0.53,59.0,0.056,0.7,12.5,0.12,0.18,1074,4,1,"{'or_bars': 10, 'trade_mode': 'Long Only', 'stop_frac': 2.0, 'vpace_filter': 0.2, 'breakout_buf': 0.5, 'close_confirm': True, 'partial_exit_R': 1.0, 'trail_bars': 11, 'be_after_R': 1.8, 'atr_filter': 1.5, 'target_R': 7.0, 'flat_eod': False, 'skip_holidays': False}"
278,2607,2709,1.005,45191,0.06,25.5,0.004,0.6,173.2,0.01,0.03,290,4,1,"{'or_bars': 8, 'trade_mode': 'Both', 'stop_frac': 1.0, 'vpace_filter': 0.0, 'breakout_buf': 0.45, 'close_confirm': True, 'partial_exit_R': 0.0, 'trail_bars': 20, 'be_after_R': 3.6, 'atr_filter': 0.6, 'target_R': 5.5, 'flat_eod': True, 'skip_holidays': False}"
279,119,8436,1.148,14110,0.6,47.9,0.077,0.6,7.9,0.12,0.21,921,5,1,"{'or_bars': 3, 'trade_mode': 'Long Only', 'stop_frac': 1.25, 'vpace_filter': 1.2, 'breakout_buf': 0.4, 'close_confirm': True, 'partial_exit_R': 6.0, 'trail_bars': 17, 'be_after_R': 3.2, 'atr_filter': 1.5, 'target_R': 6.5, 'flat_eod': False, 'skip_holidays': True}"
280,325,9630,1.047,26975,0.36,41.5,0.028,0.6,21.6,0.06,0.12,1068,6,1,"{'or_bars': 3, 'trade_mode': 'Short Only', 'stop_frac': 1.25, 'vpace_filter': 0.6, 'breakout_buf': 0.25, 'close_confirm': True, 'partial_exit_R': 5.5, 'trail_bars': 0, 'be_after_R': 2.6, 'atr_filter': 1.5, 'target_R': 4.5, 'flat_eod': False, 'skip_holidays': True}"
281,278,6044,1.056,19598,0.31,38.5,0.034,0.6,18.5,0.07,0.1,633,4,1,"{'or_bars': 7, 'trade_mode': 'Short Only', 'stop_frac': 2.5, 'vpace_filter': 1.4, 'breakout_buf': 0.35, 'close_confirm': True, 'partial_exit_R': 2.0, 'trail_bars': 1, 'be_after_R': 0.3, 'atr_filter': 0.9, 'target_R': 6.5, 'flat_eod': True, 'skip_holidays': False}"
282,394,9543,1.047,30329,0.31,48.7,0.024,0.6,26.2,0.06,0.11,1016,3,1,"{'or_bars': 8, 'trade_mode': 'Long Only', 'stop_frac': 1.25, 'vpace_filter': 0.8, 'breakout_buf': 0.15, 'close_confirm': False, 'partial_exit_R': 2.5, 'trail_bars': 20, 'be_after_R': 3.7, 'atr_filter': 1.4, 'target_R': 4.0, 'flat_eod': False, 'skip_holidays': False}"
283,283,7716,1.06,32341,0.24,48.8,0.031,0.6,18.8,0.06,0.12,886,2,3,"{'or_bars': 3, 'trade_mode': 'Long Only', 'stop_frac': 2.0, 'vpace_filter': 1.4, 'breakout_buf': 0.25, 'close_confirm': False, 'partial_exit_R': 6.0, 'trail_bars': 17, 'be_after_R': 3.9, 'atr_filter': 0.4, 'target_R': 1.5, 'flat_eod': False, 'skip_holidays': False}"
284,299,7785,1.055,24200,0.32,55.2,0.024,0.5,19.9,0.06,0.09,1066,4,1,"{'or_bars': 8, 'trade_mode': 'Long Only', 'stop_frac': 2.25, 'vpace_filter': 0.1, 'breakout_buf': 0.5, 'close_confirm': False, 'partial_exit_R': 1.0, 'trail_bars': 13, 'be_after_R': 2.0, 'atr_filter': 1.4, 'target_R': 0.0, 'flat_eod': True, 'skip_holidays': False}"
285,458,3402,1.036,11698,0.29,55.7,0.016,0.5,30.4,0.06,0.07,465,5,3,"{'or_bars': 3, 'trade_mode': 'First-candle dir', 'stop_frac': 1.0, 'vpace_filter': 1.4, 'breakout_buf': 0.35, 'close_confirm': False, 'partial_exit_R': 5.5, 'trail_bars': 11, 'be_after_R': 0.2, 'atr_filter': 0.3, 'target_R': 0.5, 'flat_eod': True, 'skip_holidays': False}"
286,340,8352,1.038,38528,0.22,54.7,0.017,0.4,22.6,0.05,0.07,1423,4,1,"{'or_bars': 5, 'trade_mode': 'First-candle dir', 'stop_frac': 2.25, 'vpace_filter': 0.5, 'breakout_buf': 0.4, 'close_confirm': True, 'partial_exit_R': 1.5, 'trail_bars': 5, 'be_after_R': 1.3, 'atr_filter': 1.5, 'target_R': 1.0, 'flat_eod': True, 'skip_holidays': False}"
287,714,1601,1.01,22523,0.07,20.7,0.008,0.4,47.4,0.02,0.04,296,3,1,"{'or_bars': 1, 'trade_mode': 'First-candle dir', 'stop_frac': 0.5, 'vpace_filter': 0.7, 'breakout_buf': 0.4, 'close_confirm': True, 'partial_exit_R': 0.0, 'trail_bars': 0, 'be_after_R': 3.8, 'atr_filter': 1.3, 'target_R': 5.0, 'flat_eod': True, 'skip_holidays': False}"
288,360,4479,1.032,15228,0.29,42.8,0.018,0.4,23.9,0.04,0.07,678,5,1,"{'or_bars': 9, 'trade_mode': 'Both', 'stop_frac': 0.75, 'vpace_filter': 1.4, 'breakout_buf': 0.15, 'close_confirm': True, 'partial_exit_R': 6.0, 'trail_bars': 3, 'be_after_R': 1.5, 'atr_filter': 1.0, 'target_R': 8.0, 'flat_eod': False, 'skip_holidays': False}"
289,1006,6402,1.012,54351,0.12,49.8,0.006,0.4,66.8,0.03,0.04,1069,3,2,"{'or_bars': 6, 'trade_mode': 'First-candle dir', 'stop_frac': 1.75, 'vpace_filter': 1.1, 'breakout_buf': 0.15, 'close_confirm': True, 'partial_exit_R': 6.0, 'trail_bars': 9, 'be_after_R': 3.3, 'atr_filter': 0.8, 'target_R': 8.0, 'flat_eod': True, 'skip_holidays': False}"
290,1140,6464,1.011,66304,0.1,50.2,0.005,0.4,75.7,0.03,0.04,1052,4,1,"{'or_bars': 11, 'trade_mode': 'Both', 'stop_frac': 1.25, 'vpace_filter': 0.1, 'breakout_buf': 0.1, 'close_confirm': True, 'partial_exit_R': 4.5, 'trail_bars': 5, 'be_after_R': 1.4, 'atr_filter': 1.2, 'target_R': 4.0, 'flat_eod': True, 'skip_holidays': False}"
291,280,2749,1.043,12355,0.22,63.2,0.016,0.3,18.6,0.05,0.08,615,3,3,"{'or_bars': 4, 'trade_mode': 'Long Only', 'stop_frac': 0.75, 'vpace_filter': 1.4, 'breakout_buf': 0.15, 'close_confirm': False, 'partial_exit_R': 0.5, 'trail_bars': 2, 'be_after_R': 0.6, 'atr_filter': 0.6, 'target_R': 2.0, 'flat_eod': True, 'skip_holidays': True}"
292,286,4526,1.034,28602,0.16,56.3,0.015,0.3,19.0,0.03,0.05,1052,6,1,"{'or_bars': 11, 'trade_mode': 'Long Only', 'stop_frac': 2.25, 'vpace_filter': 0.2, 'breakout_buf': 0.35, 'close_confirm': True, 'partial_exit_R': 2.5, 'trail_bars': 1, 'be_after_R': 1.5, 'atr_filter': 1.4, 'target_R': 5.5, 'flat_eod': True, 'skip_holidays': True}"
293,1989,1132,1.003,28489,0.04,32.0,0.002,0.3,132.1,0.01,0.02,281,3,2,"{'or_bars': 3, 'trade_mode': 'Short Only', 'stop_frac': 2.5, 'vpace_filter': 0.1, 'breakout_buf': 0.25, 'close_confirm': True, 'partial_exit_R': 0.0, 'trail_bars': 4, 'be_after_R': 2.3, 'atr_filter': 0.7, 'target_R': 6.5, 'flat_eod': True, 'skip_holidays': True}"
294,284,6167,1.033,32802,0.19,50.0,0.017,0.3,18.9,0.04,0.06,1308,3,1,"{'or_bars': 10, 'trade_mode': 'Short Only', 'stop_frac': 2.0, 'vpace_filter': 0.5, 'breakout_buf': 0.2, 'close_confirm': False, 'partial_exit_R': 5.5, 'trail_bars': 14, 'be_after_R': 2.7, 'atr_filter': 1.5, 'target_R': 1.0, 'flat_eod': True, 'skip_holidays': False}"
295,2238,3607,1.003,57503,0.06,43.2,0.002,0.3,148.6,0.01,0.02,880,2,2,"{'or_bars': 7, 'trade_mode': 'Short Only', 'stop_frac': 1.25, 'vpace_filter': 0.2, 'breakout_buf': 0.1, 'close_confirm': False, 'partial_exit_R': 3.0, 'trail_bars': 18, 'be_after_R': 2.8, 'atr_filter': 0.5, 'target_R': 5.0, 'flat_eod': True, 'skip_holidays': False}"
296,247,2334,1.025,10368,0.23,42.1,0.014,0.2,16.4,0.03,0.05,664,5,2,"{'or_bars': 7, 'trade_mode': 'Short Only', 'stop_frac': 0.75, 'vpace_filter': 1.4, 'breakout_buf': 0.3, 'close_confirm': True, 'partial_exit_R': 6.0, 'trail_bars': 16, 'be_after_R': 2.8, 'atr_filter': 1.0, 'target_R': 6.5, 'flat_eod': False, 'skip_holidays': False}"
297,302,2984,1.021,16053,0.19,50.7,0.01,0.2,20.1,0.03,0.04,960,5,1,"{'or_bars': 9, 'trade_mode': 'Both', 'stop_frac': 2.5, 'vpace_filter': 1.4, 'breakout_buf': 0.25, 'close_confirm': False, 'partial_exit_R': 5.5, 'trail_bars': 11, 'be_after_R': 1.7, 'atr_filter': 1.1, 'target_R': 1.5, 'flat_eod': False, 'skip_holidays': True}"
298,435,2913,1.01,81192,0.04,50.3,0.005,0.1,28.9,0.01,0.02,1395,4,1,"{'or_bars': 4, 'trade_mode': 'First-candle dir', 'stop_frac': 1.75, 'vpace_filter': 0.1, 'breakout_buf': 0.2, 'close_confirm': False, 'partial_exit_R': 5.0, 'trail_bars': 5, 'be_after_R': 2.5, 'atr_filter': 1.5, 'target_R': 4.0, 'flat_eod': True, 'skip_holidays': True}"
299,161,1010,1.012,15552,0.06,33.5,0.008,0.1,10.7,0.01,0.02,775,3,1,"{'or_bars': 6, 'trade_mode': 'Short Only', 'stop_frac': 0.75, 'vpace_filter': 1.2, 'breakout_buf': 0.25, 'close_confirm': True, 'partial_exit_R': 5.0, 'trail_bars': 3, 'be_after_R': 1.2, 'atr_filter': 1.5, 'target_R': 3.0, 'flat_eod': True, 'skip_holidays': False}"
300,1233,-1398,0.998,111923,-0.01,46.7,-0.001,-0.1,81.9,-0.0,-0.01,1199,3,1,"{'or_bars': 3, 'trade_mode': 'Both', 'stop_frac': 1.75, 'vpace_filter': 0.6, 'breakout_buf': 0.15, 'close_confirm': False, 'partial_exit_R': 2.0, 'trail_bars': 1, 'be_after_R': 2.2, 'atr_filter': 1.2, 'target_R': 2.5, 'flat_eod': True, 'skip_holidays': True}"
301,561,-2608,0.99,53537,-0.05,51.2,-0.005,-0.2,37.3,-0.01,-0.02,960,4,1,"{'or_bars': 6, 'trade_mode': 'Long Only', 'stop_frac': 1.25, 'vpace_filter': 0.8, 'breakout_buf': 0.35, 'close_confirm': True, 'partial_exit_R': 3.5, 'trail_bars': 14, 'be_after_R': 1.0, 'atr_filter': 1.2, 'target_R': 5.5, 'flat_eod': False, 'skip_holidays': True}"
302,2859,-1172,0.999,63189,-0.02,24.0,-0.001,-0.2,189.9,-0.0,-0.01,451,2,1,"{'or_bars': 1, 'trade_mode': 'Short Only', 'stop_frac': 1.0, 'vpace_filter': 0.0, 'breakout_buf': 0.3, 'close_confirm': False, 'partial_exit_R': 4.0, 'trail_bars': 13, 'be_after_R': 1.7, 'atr_filter': 0.1, 'target_R': 7.5, 'flat_eod': False, 'skip_holidays': True}"
303,649,-735,0.995,38941,-0.02,26.3,-0.004,-0.2,43.1,-0.01,-0.01,309,2,1,"{'or_bars': 12, 'trade_mode': 'Both', 'stop_frac': 1.25, 'vpace_filter': 0.0, 'breakout_buf': 0.45, 'close_confirm': False, 'partial_exit_R': 3.5, 'trail_bars': 10, 'be_after_R': 0.1, 'atr_filter': 1.3, 'target_R': 1.0, 'flat_eod': False, 'skip_holidays': False}"
304,1186,-3558,0.992,36836,-0.1,41.6,-0.004,-0.3,78.8,-0.02,-0.03,683,2,2,"{'or_bars': 10, 'trade_mode': 'Short Only', 'stop_frac': 0.75, 'vpace_filter': 0.3, 'breakout_buf': 0.45, 'close_confirm': True, 'partial_exit_R': 2.0, 'trail_bars': 0, 'be_after_R': 3.1, 'atr_filter': 0.5, 'target_R': 4.5, 'flat_eod': False, 'skip_holidays': True}"
305,1500,-4058,0.994,37786,-0.11,49.7,-0.003,-0.3,99.6,-0.02,-0.02,874,3,2,"{'or_bars': 12, 'trade_mode': 'Short Only', 'stop_frac': 2.0, 'vpace_filter': 0.3, 'breakout_buf': 0.3, 'close_confirm': False, 'partial_exit_R': 0.5, 'trail_bars': 20, 'be_after_R': 2.9, 'atr_filter': 0.4, 'target_R': 3.5, 'flat_eod': False, 'skip_holidays': False}"
306,543,-2943,0.968,14162,-0.21,67.8,-0.01,-0.4,36.1,-0.06,-0.08,527,3,4,"{'or_bars': 1, 'trade_mode': 'Long Only', 'stop_frac': 1.0, 'vpace_filter': 1.3, 'breakout_buf': 0.2, 'close_confirm': True, 'partial_exit_R': 3.5, 'trail_bars': 15, 'be_after_R': 3.0, 'atr_filter': 0.2, 'target_R': 0.5, 'flat_eod': True, 'skip_holidays': True}"
307,319,-4689,0.966,23187,-0.2,45.8,-0.018,-0.4,21.2,-0.05,-0.07,799,3,2,"{'or_bars': 7, 'trade_mode': 'First-candle dir', 'stop_frac': 1.0, 'vpace_filter': 1.4, 'breakout_buf': 0.5, 'close_confirm': False, 'partial_exit_R': 2.0, 'trail_bars': 12, 'be_after_R': 2.9, 'atr_filter': 0.6, 'target_R': 7.5, 'flat_eod': False, 'skip_holidays': True}"
308,104,-6626,0.893,21253,-0.31,43.3,-0.061,-0.4,6.9,-0.09,-0.13,1047,2,1,"{'or_bars': 12, 'trade_mode': 'Short Only', 'stop_frac': 2.25, 'vpace_filter': 1.3, 'breakout_buf': 0.4, 'close_confirm': False, 'partial_exit_R': 4.5, 'trail_bars': 11, 'be_after_R': 1.4, 'atr_filter': 1.5, 'target_R': 1.0, 'flat_eod': True, 'skip_holidays': False}"
309,446,-4427,0.972,19925,-0.22,40.1,-0.017,-0.5,29.6,-0.05,-0.08,596,4,2,"{'or_bars': 10, 'trade_mode': 'Short Only', 'stop_frac': 0.5, 'vpace_filter': 1.3, 'breakout_buf': 0.35, 'close_confirm': False, 'partial_exit_R': 2.0, 'trail_bars': 20, 'be_after_R': 2.5, 'atr_filter': 0.3, 'target_R': 2.0, 'flat_eod': True, 'skip_holidays': True}"
310,474,-6389,0.971,28316,-0.23,43.5,-0.016,-0.5,31.5,-0.05,-0.08,822,3,1,"{'or_bars': 6, 'trade_mode': 'Long Only', 'stop_frac': 0.75, 'vpace_filter': 0.2, 'breakout_buf': 0.2, 'close_confirm': False, 'partial_exit_R': 2.5, 'trail_bars': 8, 'be_after_R': 1.7, 'atr_filter': 1.4, 'target_R': 3.0, 'flat_eod': True, 'skip_holidays': True}"
311,177,-7093,0.936,41030,-0.17,39.0,-0.039,-0.5,11.8,-0.06,-0.11,1032,2,1,"{'or_bars': 2, 'trade_mode': 'Both', 'stop_frac': 1.75, 'vpace_filter': 1.4, 'breakout_buf': 0.35, 'close_confirm': False, 'partial_exit_R': 4.0, 'trail_bars': 2, 'be_after_R': 1.3, 'atr_filter': 1.5, 'target_R': 3.0, 'flat_eod': False, 'skip_holidays': True}"
312,245,-8561,0.936,27866,-0.31,44.5,-0.036,-0.6,16.3,-0.08,-0.12,979,2,2,"{'or_bars': 1, 'trade_mode': 'Long Only', 'stop_frac': 2.25, 'vpace_filter': 1.4, 'breakout_buf': 0.05, 'close_confirm': False, 'partial_exit_R': 4.0, 'trail_bars': 13, 'be_after_R': 3.4, 'atr_filter': 1.2, 'target_R': 6.0, 'flat_eod': True, 'skip_holidays': True}"
313,523,-9849,0.965,55294,-0.18,52.8,-0.017,-0.6,34.7,-0.05,-0.08,1132,4,1,"{'or_bars': 5, 'trade_mode': 'Long Only', 'stop_frac': 2.25, 'vpace_filter': 0.3, 'breakout_buf': 0.35, 'close_confirm': True, 'partial_exit_R': 4.0, 'trail_bars': 19, 'be_after_R': 1.0, 'atr_filter': 1.3, 'target_R': 8.0, 'flat_eod': True, 'skip_holidays': False}"
314,114,-11960,0.811,19448,-0.61,53.5,-0.088,-0.7,7.6,-0.17,-0.2,1192,3,1,"{'or_bars': 8, 'trade_mode': 'First-candle dir', 'stop_frac': 1.75, 'vpace_filter': 1.4, 'breakout_buf': 0.45, 'close_confirm': False, 'partial_exit_R': 0.5, 'trail_bars': 9, 'be_after_R': 2.8, 'atr_filter': 1.4, 'target_R': 5.5, 'flat_eod': True, 'skip_holidays': True}"
315,584,-8585,0.965,37817,-0.23,47.8,-0.018,-0.7,38.8,-0.07,-0.09,806,4,2,"{'or_bars': 11, 'trade_mode': 'Both', 'stop_frac': 1.0, 'vpace_filter': 1.3, 'breakout_buf': 0.4, 'close_confirm': False, 'partial_exit_R': 1.5, 'trail_bars': 20, 'be_after_R': 2.4, 'atr_filter': 0.2, 'target_R': 6.0, 'flat_eod': True, 'skip_holidays': False}"
316,70,-15576,0.662,15634,-1.0,54.3,-0.154,-0.7,4.6,-0.22,-0.25,1442,2,1,"{'or_bars': 7, 'trade_mode': 'Long Only', 'stop_frac': 1.0, 'vpace_filter': 1.4, 'breakout_buf': 0.2, 'close_confirm': True, 'partial_exit_R': 5.5, 'trail_bars': 2, 'be_after_R': 2.8, 'atr_filter': 1.5, 'target_R': 4.0, 'flat_eod': False, 'skip_holidays': False}"
317,1301,-6130,0.982,39176,-0.16,47.6,-0.01,-0.8,86.4,-0.06,-0.08,496,5,1,"{'or_bars': 12, 'trade_mode': 'Long Only', 'stop_frac': 0.5, 'vpace_filter': 0.3, 'breakout_buf': 0.45, 'close_confirm': False, 'partial_exit_R': 5.5, 'trail_bars': 3, 'be_after_R': 2.7, 'atr_filter': 0.0, 'target_R': 1.5, 'flat_eod': False, 'skip_holidays': True}"
318,1376,-13214,0.98,57799,-0.23,52.6,-0.009,-0.8,91.4,-0.06,-0.08,1038,5,1,"{'or_bars': 6, 'trade_mode': 'Both', 'stop_frac': 1.25, 'vpace_filter': 0.3, 'breakout_buf': 0.4, 'close_confirm': True, 'partial_exit_R': 1.0, 'trail_bars': 18, 'be_after_R': 2.3, 'atr_filter': 1.1, 'target_R': 1.5, 'flat_eod': True, 'skip_holidays': False}"
319,231,-14932,0.91,34613,-0.43,43.7,-0.05,-0.8,15.3,-0.11,-0.14,1282,2,1,"{'or_bars': 6, 'trade_mode': 'Short Only', 'stop_frac': 2.5, 'vpace_filter': 1.2, 'breakout_buf': 0.05, 'close_confirm': True, 'partial_exit_R': 5.0, 'trail_bars': 5, 'be_after_R': 0.7, 'atr_filter': 1.4, 'target_R': 4.5, 'flat_eod': True, 'skip_holidays': True}"
320,455,-15800,0.941,41855,-0.38,56.0,-0.026,-0.8,30.2,-0.1,-0.13,1343,2,1,"{'or_bars': 5, 'trade_mode': 'Short Only', 'stop_frac': 2.25, 'vpace_filter': 0.2, 'breakout_buf': 0.35, 'close_confirm': True, 'partial_exit_R': 0.5, 'trail_bars': 1, 'be_after_R': 2.4, 'atr_filter': 1.3, 'target_R': 2.0, 'flat_eod': True, 'skip_holidays': True}"
321,388,-19481,0.927,63825,-0.31,53.4,-0.034,-0.9,25.8,-0.1,-0.15,1469,3,1,"{'or_bars': 8, 'trade_mode': 'First-candle dir', 'stop_frac': 2.25, 'vpace_filter': 0.2, 'breakout_buf': 0.15, 'close_confirm': True, 'partial_exit_R': 6.0, 'trail_bars': 2, 'be_after_R': 2.2, 'atr_filter': 1.5, 'target_R': 0.0, 'flat_eod': True, 'skip_holidays': False}"
322,3225,-3886,0.994,29817,-0.13,27.9,-0.004,-0.9,214.2,-0.03,-0.05,283,4,2,"{'or_bars': 2, 'trade_mode': 'First-candle dir', 'stop_frac': 1.0, 'vpace_filter': 0.6, 'breakout_buf': 0.1, 'close_confirm': False, 'partial_exit_R': 0.0, 'trail_bars': 7, 'be_after_R': 3.7, 'atr_filter': 0.5, 'target_R': 2.0, 'flat_eod': False, 'skip_holidays': True}"
323,835,-11486,0.969,33993,-0.34,47.9,-0.016,-0.9,55.5,-0.08,-0.1,859,2,1,"{'or_bars': 10, 'trade_mode': 'Short Only', 'stop_frac': 1.0, 'vpace_filter': 1.0, 'breakout_buf': 0.45, 'close_confirm': True, 'partial_exit_R': 5.5, 'trail_bars': 17, 'be_after_R': 1.9, 'atr_filter': 0.2, 'target_R': 1.0, 'flat_eod': True, 'skip_holidays': True}"
324,124,-13443,0.805,27409,-0.49,46.0,-0.105,-0.9,8.2,-0.16,-0.18,1031,1,1,"{'or_bars': 9, 'trade_mode': 'First-candle dir', 'stop_frac': 2.5, 'vpace_filter': 1.4, 'breakout_buf': 0.3, 'close_confirm': True, 'partial_exit_R': 1.5, 'trail_bars': 8, 'be_after_R': 0.4, 'atr_filter': 1.4, 'target_R': 3.0, 'flat_eod': True, 'skip_holidays': True}"
325,1423,-14797,0.982,90066,-0.16,46.3,-0.01,-0.9,94.5,-0.05,-0.08,1091,3,3,"{'or_bars': 3, 'trade_mode': 'Both', 'stop_frac': 2.25, 'vpace_filter': 1.2, 'breakout_buf': 0.0, 'close_confirm': False, 'partial_exit_R': 3.5, 'trail_bars': 16, 'be_after_R': 3.0, 'atr_filter': 0.6, 'target_R': 5.5, 'flat_eod': False, 'skip_holidays': False}"
326,158,-18146,0.831,28709,-0.63,42.4,-0.098,-1.0,10.5,-0.19,-0.26,1177,4,1,"{'or_bars': 3, 'trade_mode': 'Short Only', 'stop_frac': 2.25, 'vpace_filter': 1.4, 'breakout_buf': 0.1, 'close_confirm': True, 'partial_exit_R': 5.5, 'trail_bars': 2, 'be_after_R': 3.6, 'atr_filter': 1.4, 'target_R': 2.0, 'flat_eod': False, 'skip_holidays': True}"
327,346,-14372,0.916,33796,-0.43,49.1,-0.043,-1.0,23.0,-0.12,-0.16,975,4,2,"{'or_bars': 7, 'trade_mode': 'First-candle dir', 'stop_frac': 1.75, 'vpace_filter': 1.4, 'breakout_buf': 0.4, 'close_confirm': False, 'partial_exit_R': 5.0, 'trail_bars': 11, 'be_after_R': 1.7, 'atr_filter': 0.0, 'target_R': 0.0, 'flat_eod': True, 'skip_holidays': True}"
328,216,-11633,0.889,35615,-0.33,33.3,-0.074,-1.1,14.3,-0.1,-0.15,730,1,1,"{'or_bars': 9, 'trade_mode': 'Short Only', 'stop_frac': 2.25, 'vpace_filter': 0.3, 'breakout_buf': 0.5, 'close_confirm': False, 'partial_exit_R': 1.5, 'trail_bars': 11, 'be_after_R': 0.2, 'atr_filter': 1.5, 'target_R': 4.5, 'flat_eod': True, 'skip_holidays': True}"
329,300,-6584,0.872,14142,-0.47,55.3,-0.057,-1.1,19.9,-0.18,-0.26,384,3,1,"{'or_bars': 1, 'trade_mode': 'Long Only', 'stop_frac': 0.75, 'vpace_filter': 1.2, 'breakout_buf': 0.35, 'close_confirm': True, 'partial_exit_R': 0.5, 'trail_bars': 15, 'be_after_R': 0.4, 'atr_filter': 1.3, 'target_R': 0.0, 'flat_eod': True, 'skip_holidays': False}"
