rank,n,net,pf,dd,mar,win,evr,ryr,tpy,sh,so,avl,folds8,secs,params
160,742,53459,1.581,12256,4.36,13.2,0.504,24.8,49.3,0.49,2.54,143,6,16,"{'er_len': 120, 'er_th': 0.1, 'limit_atr': 0.65, 'tl_len': 130, 'vol_mult': 2.8, 'stop_mult': 0.3, 'act_R': 0.5, 'trail_frac': 2.0, 'buf_atr': 0.75, 'min_brk': 2.0, 'ema_len': 100, 'atr_len': 20, 'regime_len': 25, 'breakeven_R': 1.5}"
161,978,240847,1.462,41752,5.77,28.1,0.332,21.6,64.9,0.6,1.57,741,8,17,"{'er_len': 60, 'er_th': 0.05, 'limit_atr': 0.35, 'tl_len': 234, 'vol_mult': 1.1, 'stop_mult': 1.6, 'act_R': 0.5, 'trail_frac': 3.0, 'buf_atr': 0.5, 'min_brk': 2.5, 'ema_len': 1460, 'atr_len': 80, 'regime_len': 85, 'breakeven_R': 1.5}"
162,685,223909,1.636,41848,5.35,30.2,0.444,20.2,45.5,0.51,2.15,737,7,16,"{'er_len': 50, 'er_th': 0.1, 'limit_atr': 0.85, 'tl_len': 278, 'vol_mult': 5.0, 'stop_mult': 1.7, 'act_R': 1.5, 'trail_frac': 3.5, 'buf_atr': 0.4, 'min_brk': 1.1, 'ema_len': 980, 'atr_len': 120, 'regime_len': 5, 'breakeven_R': 3.0}"
163,6048,63411,1.073,59543,1.06,33.4,0.049,19.6,401.5,0.3,0.74,215,2,20,"{'er_len': 40, 'er_th': 0.0, 'limit_atr': 0.1, 'tl_len': 162, 'vol_mult': 2.2, 'stop_mult': 0.6, 'act_R': 1.0, 'trail_frac': 1.0, 'buf_atr': 0.2, 'min_brk': 0.3, 'ema_len': 620, 'atr_len': 160, 'regime_len': 90, 'breakeven_R': 1.0}"
164,5429,87615,1.079,35738,2.45,32.4,0.053,19.1,360.4,0.31,0.77,304,5,16,"{'er_len': 110, 'er_th': 0.0, 'limit_atr': 0.4, 'tl_len': 66, 'vol_mult': 1.7, 'stop_mult': 1.0, 'act_R': 2.0, 'trail_frac': 2.0, 'buf_atr': 0.9, 'min_brk': 0.8, 'ema_len': 340, 'atr_len': 84, 'regime_len': 85, 'breakeven_R': 2.5}"
165,1512,111283,1.238,51179,2.17,26.1,0.176,17.6,100.4,0.49,0.99,419,7,19,"{'er_len': 50, 'er_th': 0.1, 'limit_atr': 0.4, 'tl_len': 258, 'vol_mult': 3.9, 'stop_mult': 1.7, 'act_R': 1.5, 'trail_frac': 2.5, 'buf_atr': 0.05, 'min_brk': 0.2, 'ema_len': 140, 'atr_len': 92, 'regime_len': 85, 'breakeven_R': 1.0}"
166,827,174500,1.394,37000,4.72,25.5,0.294,16.1,54.9,0.59,1.11,719,7,26,"{'er_len': 80, 'er_th': 0.25, 'limit_atr': 1.0, 'tl_len': 254, 'vol_mult': 0.6, 'stop_mult': 1.8, 'act_R': 3.0, 'trail_frac': 1.0, 'buf_atr': 0.5, 'min_brk': 1.7, 'ema_len': 860, 'atr_len': 116, 'regime_len': 85, 'breakeven_R': 1.0}"
167,1804,70318,1.204,19978,3.52,38.5,0.126,15.0,119.8,0.42,1.02,310,6,20,"{'er_len': 50, 'er_th': 0.05, 'limit_atr': 0.95, 'tl_len': 94, 'vol_mult': 3.9, 'stop_mult': 1.8, 'act_R': 0.5, 'trail_frac': 2.0, 'buf_atr': 0.95, 'min_brk': 0.3, 'ema_len': 540, 'atr_len': 60, 'regime_len': 85, 'breakeven_R': 2.5}"
168,3507,27668,1.069,26629,1.04,10.7,0.062,14.4,232.8,0.17,0.66,128,5,15,"{'er_len': 20, 'er_th': 0.1, 'limit_atr': 0.1, 'tl_len': 150, 'vol_mult': 3.3, 'stop_mult': 0.3, 'act_R': 2.5, 'trail_frac': 2.5, 'buf_atr': 0.8, 'min_brk': 1.5, 'ema_len': 260, 'atr_len': 152, 'regime_len': 10, 'breakeven_R': 2.0}"
169,1135,106653,1.285,34398,3.1,35.4,0.184,13.9,75.3,0.51,1.19,511,6,16,"{'er_len': 110, 'er_th': 0.0, 'limit_atr': 0.25, 'tl_len': 270, 'vol_mult': 4.3, 'stop_mult': 1.4, 'act_R': 1.0, 'trail_frac': 2.0, 'buf_atr': 0.75, 'min_brk': 2.7, 'ema_len': 1180, 'atr_len': 84, 'regime_len': 100, 'breakeven_R': 3.0}"
170,334,149737,1.862,54407,2.75,32.9,0.578,12.8,22.2,0.38,1.85,775,8,17,"{'er_len': 40, 'er_th': 0.4, 'limit_atr': 0.8, 'tl_len': 298, 'vol_mult': 3.7, 'stop_mult': 1.8, 'act_R': 1.5, 'trail_frac': 3.0, 'buf_atr': 0.1, 'min_brk': 2.5, 'ema_len': 140, 'atr_len': 148, 'regime_len': 30, 'breakeven_R': 1.5}"
171,346,48618,1.718,14791,3.29,22.3,0.558,12.8,23.0,0.44,1.57,252,4,36,"{'er_len': 110, 'er_th': 0.2, 'limit_atr': 0.15, 'tl_len': 134, 'vol_mult': 0.5, 'stop_mult': 0.7, 'act_R': 3.0, 'trail_frac': 0.5, 'buf_atr': 0.3, 'min_brk': 1.1, 'ema_len': 1140, 'atr_len': 148, 'regime_len': 40, 'breakeven_R': 3.0}"
172,1719,260103,1.212,83527,3.11,47.0,0.112,12.8,114.1,0.59,1.02,1347,7,20,"{'er_len': 90, 'er_th': 0.1, 'limit_atr': 0.35, 'tl_len': 226, 'vol_mult': 1.0, 'stop_mult': 1.7, 'act_R': 2.0, 'trail_frac': 1.0, 'buf_atr': 0.45, 'min_brk': 2.2, 'ema_len': 980, 'atr_len': 92, 'regime_len': 10, 'breakeven_R': 3.0}"
173,412,81890,1.631,24355,3.36,28.6,0.45,12.3,27.4,0.33,1.61,441,5,15,"{'er_len': 90, 'er_th': 0.15, 'limit_atr': 0.25, 'tl_len': 54, 'vol_mult': 4.4, 'stop_mult': 1.9, 'act_R': 3.0, 'trail_frac': 3.5, 'buf_atr': 0.75, 'min_brk': 2.7, 'ema_len': 420, 'atr_len': 80, 'regime_len': 85, 'breakeven_R': 2.0}"
174,457,46201,1.446,17067,2.71,9.8,0.402,12.2,30.3,0.21,1.08,251,6,23,"{'er_len': 40, 'er_th': 0.45, 'limit_atr': 0.4, 'tl_len': 102, 'vol_mult': 0.7, 'stop_mult': 0.6, 'act_R': 2.0, 'trail_frac': 3.0, 'buf_atr': 1.0, 'min_brk': 0.1, 'ema_len': 620, 'atr_len': 76, 'regime_len': 85, 'breakeven_R': 0.5}"
175,139,60643,2.434,10248,5.92,32.4,0.97,8.9,9.2,0.59,1.68,450,6,22,"{'er_len': 50, 'er_th': 0.5, 'limit_atr': 0.5, 'tl_len': 158, 'vol_mult': 1.0, 'stop_mult': 1.3, 'act_R': 1.5, 'trail_frac': 1.0, 'buf_atr': 0.25, 'min_brk': 2.3, 'ema_len': 980, 'atr_len': 72, 'regime_len': 85, 'breakeven_R': 0.5}"
176,148,75995,2.308,11788,6.45,36.5,0.831,8.2,9.8,0.57,1.94,618,3,19,"{'er_len': 120, 'er_th': 0.2, 'limit_atr': 0.25, 'tl_len': 206, 'vol_mult': 3.0, 'stop_mult': 1.5, 'act_R': 0.0, 'trail_frac': 2.0, 'buf_atr': 0.05, 'min_brk': 1.5, 'ema_len': 1500, 'atr_len': 64, 'regime_len': 75, 'breakeven_R': 0.0}"
177,753,20445,1.165,19523,1.05,14.1,0.142,7.1,50.0,0.2,0.59,191,6,17,"{'er_len': 90, 'er_th': 0.2, 'limit_atr': 0.85, 'tl_len': 234, 'vol_mult': 2.7, 'stop_mult': 0.4, 'act_R': 2.0, 'trail_frac': 1.5, 'buf_atr': 0.4, 'min_brk': 0.7, 'ema_len': 820, 'atr_len': 76, 'regime_len': 85, 'breakeven_R': 0.5}"
178,210,84087,1.673,14445,5.82,28.6,0.481,6.7,13.9,0.47,1.46,833,5,21,"{'er_len': 50, 'er_th': 0.45, 'limit_atr': 0.15, 'tl_len': 138, 'vol_mult': 1.0, 'stop_mult': 0.9, 'act_R': 0.0, 'trail_frac': 2.5, 'buf_atr': 0.95, 'min_brk': 0.0, 'ema_len': 1140, 'atr_len': 48, 'regime_len': 55, 'breakeven_R': 2.0}"
179,1687,15901,1.067,23350,0.68,15.4,0.057,6.4,112.0,0.13,0.39,166,4,17,"{'er_len': 50, 'er_th': 0.1, 'limit_atr': 0.25, 'tl_len': 178, 'vol_mult': 4.2, 'stop_mult': 0.5, 'act_R': 0.5, 'trail_frac': 2.0, 'buf_atr': 0.45, 'min_brk': 1.9, 'ema_len': 700, 'atr_len': 156, 'regime_len': 100, 'breakeven_R': 1.0}"
180,537,11415,1.196,6360,1.79,35.6,0.127,4.5,35.6,0.29,0.63,168,3,23,"{'er_len': 40, 'er_th': 0.4, 'limit_atr': 0.7, 'tl_len': 90, 'vol_mult': 1.6, 'stop_mult': 0.5, 'act_R': 0.0, 'trail_frac': 0.5, 'buf_atr': 0.5, 'min_brk': 2.2, 'ema_len': 1420, 'atr_len': 76, 'regime_len': 35, 'breakeven_R': 2.0}"
181,289,83761,1.348,38109,2.2,40.1,0.208,4.0,19.2,0.42,0.86,1391,5,22,"{'er_len': 90, 'er_th': 0.3, 'limit_atr': 0.6, 'tl_len': 274, 'vol_mult': 0.4, 'stop_mult': 1.3, 'act_R': 2.5, 'trail_frac': 2.0, 'buf_atr': 0.7, 'min_brk': 0.4, 'ema_len': 1300, 'atr_len': 160, 'regime_len': 95, 'breakeven_R': 0.0}"
182,229,13418,1.302,7531,1.78,17.9,0.248,3.8,15.2,0.21,0.7,236,5,17,"{'er_len': 40, 'er_th': 0.4, 'limit_atr': 0.7, 'tl_len': 134, 'vol_mult': 4.3, 'stop_mult': 0.4, 'act_R': 2.0, 'trail_frac': 2.0, 'buf_atr': 0.0, 'min_brk': 1.7, 'ema_len': 1580, 'atr_len': 20, 'regime_len': 80, 'breakeven_R': 1.5}"
183,125,48461,1.606,19537,2.48,33.6,0.402,3.3,8.3,0.23,0.82,964,4,17,"{'er_len': 110, 'er_th': 0.2, 'limit_atr': 0.75, 'tl_len': 162, 'vol_mult': 2.7, 'stop_mult': 1.6, 'act_R': 1.5, 'trail_frac': 3.0, 'buf_atr': 0.65, 'min_brk': 1.4, 'ema_len': 980, 'atr_len': 140, 'regime_len': 10, 'breakeven_R': 2.5}"
184,103,16450,1.44,10795,1.52,13.6,0.38,2.6,6.8,0.17,0.39,420,4,15,"{'er_len': 80, 'er_th': 0.3, 'limit_atr': 0.5, 'tl_len': 226, 'vol_mult': 4.7, 'stop_mult': 1.9, 'act_R': 0.5, 'trail_frac': 2.5, 'buf_atr': 0.7, 'min_brk': 0.9, 'ema_len': 420, 'atr_len': 108, 'regime_len': 10, 'breakeven_R': 0.5}"
185,3059,4589,1.014,34383,0.13,14.2,0.012,2.5,203.1,0.03,0.1,122,3,20,"{'er_len': 30, 'er_th': 0.05, 'limit_atr': 0.2, 'tl_len': 202, 'vol_mult': 3.4, 'stop_mult': 0.4, 'act_R': 0.5, 'trail_frac': 1.5, 'buf_atr': 0.05, 'min_brk': 2.6, 'ema_len': 1500, 'atr_len': 144, 'regime_len': 30, 'breakeven_R': 0.5}"
186,15,46087,3.932,13382,3.44,26.7,2.15,2.1,1.0,0.25,1.69,1429,3,20,"{'er_len': 80, 'er_th': 0.45, 'limit_atr': 0.65, 'tl_len': 170, 'vol_mult': 1.1, 'stop_mult': 1.0, 'act_R': 1.0, 'trail_frac': 4.0, 'buf_atr': 0.6, 'min_brk': 1.4, 'ema_len': 300, 'atr_len': 180, 'regime_len': 20, 'breakeven_R': 0.0}"
187,46,20065,1.921,11955,1.68,23.9,0.701,2.1,3.1,0.24,1.01,622,3,18,"{'er_len': 90, 'er_th': 0.4, 'limit_atr': 0.3, 'tl_len': 246, 'vol_mult': 1.7, 'stop_mult': 0.5, 'act_R': 1.5, 'trail_frac': 2.0, 'buf_atr': 0.15, 'min_brk': 0.1, 'ema_len': 540, 'atr_len': 112, 'regime_len': 0, 'breakeven_R': 0.0}"
188,120,37331,1.488,18021,2.07,50.0,0.244,1.9,8.0,0.33,0.67,1275,6,17,"{'er_len': 100, 'er_th': 0.2, 'limit_atr': 0.55, 'tl_len': 138, 'vol_mult': 3.2, 'stop_mult': 1.7, 'act_R': 2.0, 'trail_frac': 1.0, 'buf_atr': 0.6, 'min_brk': 0.2, 'ema_len': 820, 'atr_len': 180, 'regime_len': 25, 'breakeven_R': 0.0}"
189,53,14315,1.627,6582,2.17,20.8,0.497,1.7,3.5,0.19,0.66,544,2,21,"{'er_len': 80, 'er_th': 0.25, 'limit_atr': 0.5, 'tl_len': 94, 'vol_mult': 4.4, 'stop_mult': 1.2, 'act_R': 2.5, 'trail_frac': 0.5, 'buf_atr': 0.8, 'min_brk': 1.6, 'ema_len': 300, 'atr_len': 104, 'regime_len': 80, 'breakeven_R': 1.0}"
190,50,27034,1.734,8745,3.09,42.0,0.425,1.4,3.3,0.33,0.68,1271,6,24,"{'er_len': 110, 'er_th': 0.35, 'limit_atr': 0.45, 'tl_len': 278, 'vol_mult': 1.3, 'stop_mult': 1.1, 'act_R': 2.0, 'trail_frac': 1.0, 'buf_atr': 0.35, 'min_brk': 1.7, 'ema_len': 140, 'atr_len': 164, 'regime_len': 95, 'breakeven_R': 3.0}"
191,5,15464,8.231,2139,7.23,60.0,2.893,1.0,0.3,0.42,2.5,1069,0,17,"{'er_len': 70, 'er_th': 0.45, 'limit_atr': 0.85, 'tl_len': 66, 'vol_mult': 4.1, 'stop_mult': 1.1, 'act_R': 0.0, 'trail_frac': 2.0, 'buf_atr': 0.85, 'min_brk': 0.9, 'ema_len': 1540, 'atr_len': 152, 'regime_len': 70, 'breakeven_R': 0.0}"
192,321,14705,1.067,56117,0.26,33.3,0.045,1.0,21.3,0.08,0.14,1021,6,16,"{'er_len': 30, 'er_th': 0.5, 'limit_atr': 0.05, 'tl_len': 270, 'vol_mult': 3.8, 'stop_mult': 2.0, 'act_R': 3.0, 'trail_frac': 3.0, 'buf_atr': 0.0, 'min_brk': 3.0, 'ema_len': 260, 'atr_len': 116, 'regime_len': 100, 'breakeven_R': 2.0}"
193,14,17381,2.517,5730,3.03,42.9,0.867,0.8,0.9,0.25,0.99,1432,3,21,"{'er_len': 110, 'er_th': 0.3, 'limit_atr': 0.9, 'tl_len': 130, 'vol_mult': 3.0, 'stop_mult': 1.8, 'act_R': 2.0, 'trail_frac': 0.5, 'buf_atr': 0.8, 'min_brk': 0.3, 'ema_len': 1540, 'atr_len': 76, 'regime_len': 90, 'breakeven_R': 2.5}"
194,116,9444,1.123,26610,0.35,25.0,0.092,0.7,7.7,0.08,0.16,882,3,17,"{'er_len': 100, 'er_th': 0.25, 'limit_atr': 0.4, 'tl_len': 238, 'vol_mult': 4.3, 'stop_mult': 1.6, 'act_R': 0.5, 'trail_frac': 2.5, 'buf_atr': 0.0, 'min_brk': 1.1, 'ema_len': 1340, 'atr_len': 156, 'regime_len': 45, 'breakeven_R': 1.0}"
195,34,2329,1.183,7297,0.32,44.1,0.103,0.2,2.3,0.09,0.15,668,6,20,"{'er_len': 60, 'er_th': 0.35, 'limit_atr': 0.05, 'tl_len': 50, 'vol_mult': 4.5, 'stop_mult': 0.5, 'act_R': 1.0, 'trail_frac': 0.5, 'buf_atr': 0.5, 'min_brk': 2.3, 'ema_len': 580, 'atr_len': 48, 'regime_len': 65, 'breakeven_R': 2.5}"
196,1189,-2653,0.988,38447,-0.07,15.3,-0.011,-0.8,78.9,-0.02,-0.06,212,3,21,"{'er_len': 120, 'er_th': 0.1, 'limit_atr': 0.45, 'tl_len': 66, 'vol_mult': 3.1, 'stop_mult': 0.6, 'act_R': 1.0, 'trail_frac': 3.0, 'buf_atr': 1.0, 'min_brk': 2.3, 'ema_len': 580, 'atr_len': 156, 'regime_len': 100, 'breakeven_R': 0.0}"
197,10300,-11130,0.987,119901,-0.09,25.1,-0.009,-6.5,683.8,-0.06,-0.18,115,3,16,"{'er_len': 120, 'er_th': 0.0, 'limit_atr': 0.75, 'tl_len': 122, 'vol_mult': 1.8, 'stop_mult': 0.4, 'act_R': 1.0, 'trail_frac': 1.0, 'buf_atr': 0.85, 'min_brk': 0.9, 'ema_len': 1540, 'atr_len': 100, 'regime_len': 50, 'breakeven_R': 1.0}"
198,6750,-63674,0.922,92955,-0.68,12.4,-0.069,-30.8,448.1,-0.29,-0.53,137,2,17,"{'er_len': 20, 'er_th': 0.15, 'limit_atr': 0.15, 'tl_len': 54, 'vol_mult': 1.5, 'stop_mult': 1.8, 'act_R': 3.0, 'trail_frac': 2.0, 'buf_atr': 0.8, 'min_brk': 1.5, 'ema_len': 1420, 'atr_len': 72, 'regime_len': 100, 'breakeven_R': 0.5}"
199,3,-1708,0.805,8775,-0.19,33.3,-0.13,-0.0,0.2,-0.05,-0.07,4387,0,28,"{'er_len': 110, 'er_th': 0.45, 'limit_atr': 0.3, 'tl_len': 162, 'vol_mult': 0.0, 'stop_mult': 0.7, 'act_R': 1.0, 'trail_frac': 2.5, 'buf_atr': 0.1, 'min_brk': 1.9, 'ema_len': 140, 'atr_len': 108, 'regime_len': 10, 'breakeven_R': 1.5}"
200,4,62887,inf,0,99,100.0,nan,nan,0.3,0.42,0,0,0,18,"{'er_len': 80, 'er_th': 0.45, 'limit_atr': 0.65, 'tl_len': 82, 'vol_mult': 3.7, 'stop_mult': 1.7, 'act_R': 0.5, 'trail_frac': 3.5, 'buf_atr': 0.5, 'min_brk': 0.8, 'ema_len': 820, 'atr_len': 24, 'regime_len': 100, 'breakeven_R': 1.5}"
