rank,n,net,pf,dd,mar,win,evr,ryr,tpy,sh,so,avl,folds8,secs,params
1,833,257557,2.553,17583,14.65,9.8,1.4,77.4,55.3,0.68,6.27,221,7,40,"{'er_len': 30, 'er_th': 0.5, 'limit_atr': 0.35, 'tl_len': 198, 'vol_mult': 0.4, 'stop_mult': 0.4, 'act_R': 1.0, 'trail_frac': 4.0, 'buf_atr': 0.85, 'min_brk': 0.3, 'ema_len': 1300, 'atr_len': 136, 'regime_len': 85, 'breakeven_R': 1.0}"
2,1741,196556,1.685,31014,6.34,7.9,0.631,72.9,115.6,0.55,3.55,179,5,18,"{'er_len': 40, 'er_th': 0.25, 'limit_atr': 0.55, 'tl_len': 274, 'vol_mult': 2.2, 'stop_mult': 0.5, 'act_R': 0.5, 'trail_frac': 3.5, 'buf_atr': 0.75, 'min_brk': 2.2, 'ema_len': 540, 'atr_len': 92, 'regime_len': 70, 'breakeven_R': 0.5}"
3,3831,254992,1.359,32884,7.75,21.4,0.282,71.8,254.3,0.83,3.25,236,7,29,"{'er_len': 60, 'er_th': 0.15, 'limit_atr': 0.55, 'tl_len': 174, 'vol_mult': 1.0, 'stop_mult': 0.4, 'act_R': 1.0, 'trail_frac': 1.5, 'buf_atr': 0.8, 'min_brk': 1.8, 'ema_len': 940, 'atr_len': 124, 'regime_len': 15, 'breakeven_R': 1.5}"
4,1081,115972,2.054,23364,4.96,7.2,0.978,70.2,71.8,0.32,4.58,110,6,38,"{'er_len': 60, 'er_th': 0.2, 'limit_atr': 0.85, 'tl_len': 58, 'vol_mult': 1.1, 'stop_mult': 0.4, 'act_R': 3.0, 'trail_frac': 4.0, 'buf_atr': 0.15, 'min_brk': 0.2, 'ema_len': 700, 'atr_len': 156, 'regime_len': 50, 'breakeven_R': 2.5}"
5,2037,273400,1.503,48135,5.68,13.2,0.437,59.1,135.2,0.6,3.04,307,6,28,"{'er_len': 20, 'er_th': 0.0, 'limit_atr': 0.7, 'tl_len': 282, 'vol_mult': 0.9, 'stop_mult': 0.6, 'act_R': 1.5, 'trail_frac': 3.5, 'buf_atr': 0.05, 'min_brk': 2.4, 'ema_len': 380, 'atr_len': 80, 'regime_len': 65, 'breakeven_R': 1.0}"
6,1903,248128,1.513,35651,6.96,12.9,0.447,56.5,126.3,0.53,3.09,292,6,19,"{'er_len': 20, 'er_th': 0.25, 'limit_atr': 0.65, 'tl_len': 286, 'vol_mult': 1.0, 'stop_mult': 0.5, 'act_R': 0.0, 'trail_frac': 3.5, 'buf_atr': 0.8, 'min_brk': 1.2, 'ema_len': 1460, 'atr_len': 136, 'regime_len': 60, 'breakeven_R': 1.5}"
7,1862,231724,1.486,38152,6.07,9.6,0.439,54.3,123.6,0.47,3.3,283,5,17,"{'er_len': 90, 'er_th': 0.05, 'limit_atr': 0.05, 'tl_len': 266, 'vol_mult': 2.2, 'stop_mult': 0.4, 'act_R': 0.5, 'trail_frac': 4.0, 'buf_atr': 0.55, 'min_brk': 0.6, 'ema_len': 460, 'atr_len': 84, 'regime_len': 25, 'breakeven_R': 0.0}"
8,1763,294757,1.533,34214,8.62,19.1,0.431,50.5,117.0,0.78,2.89,388,7,31,"{'er_len': 60, 'er_th': 0.15, 'limit_atr': 0.9, 'tl_len': 134, 'vol_mult': 1.6, 'stop_mult': 0.9, 'act_R': 3.0, 'trail_frac': 3.5, 'buf_atr': 0.8, 'min_brk': 1.4, 'ema_len': 1460, 'atr_len': 52, 'regime_len': 10, 'breakeven_R': 1.5}"
9,1274,187118,1.681,26508,7.06,13.0,0.593,50.1,84.6,0.59,3.77,248,6,33,"{'er_len': 30, 'er_th': 0.2, 'limit_atr': 0.4, 'tl_len': 250, 'vol_mult': 3.5, 'stop_mult': 0.5, 'act_R': 1.0, 'trail_frac': 4.0, 'buf_atr': 0.7, 'min_brk': 0.9, 'ema_len': 1380, 'atr_len': 48, 'regime_len': 90, 'breakeven_R': 0.0}"
10,4256,111393,1.193,29585,3.77,16.6,0.161,45.5,282.5,0.48,1.94,163,5,17,"{'er_len': 50, 'er_th': 0.15, 'limit_atr': 0.55, 'tl_len': 178, 'vol_mult': 1.9, 'stop_mult': 0.3, 'act_R': 1.5, 'trail_frac': 1.5, 'buf_atr': 0.65, 'min_brk': 1.4, 'ema_len': 460, 'atr_len': 80, 'regime_len': 30, 'breakeven_R': 3.0}"
11,1083,76626,1.627,36491,2.1,5.1,0.595,42.8,71.9,0.33,2.86,119,6,18,"{'er_len': 80, 'er_th': 0.15, 'limit_atr': 0.35, 'tl_len': 206, 'vol_mult': 3.5, 'stop_mult': 0.3, 'act_R': 0.0, 'trail_frac': 4.0, 'buf_atr': 0.75, 'min_brk': 1.8, 'ema_len': 1220, 'atr_len': 20, 'regime_len': 35, 'breakeven_R': 0.5}"
12,3507,120139,1.195,51868,2.32,12.4,0.17,39.7,232.8,0.43,1.31,201,5,23,"{'er_len': 60, 'er_th': 0.15, 'limit_atr': 0.25, 'tl_len': 262, 'vol_mult': 0.1, 'stop_mult': 0.5, 'act_R': 1.0, 'trail_frac': 2.0, 'buf_atr': 1.0, 'min_brk': 0.3, 'ema_len': 1580, 'atr_len': 108, 'regime_len': 30, 'breakeven_R': 0.5}"
13,3973,65257,1.157,46583,1.4,6.0,0.148,39.0,263.7,0.23,1.4,111,4,16,"{'er_len': 30, 'er_th': 0.15, 'limit_atr': 0.55, 'tl_len': 198, 'vol_mult': 2.9, 'stop_mult': 0.3, 'act_R': 0.5, 'trail_frac': 3.5, 'buf_atr': 0.05, 'min_brk': 1.7, 'ema_len': 860, 'atr_len': 148, 'regime_len': 0, 'breakeven_R': 0.5}"
14,1733,185066,1.416,25564,7.24,19.8,0.333,38.3,115.0,0.47,2.61,320,4,18,"{'er_len': 120, 'er_th': 0.0, 'limit_atr': 0.1, 'tl_len': 282, 'vol_mult': 3.3, 'stop_mult': 0.6, 'act_R': 1.0, 'trail_frac': 2.5, 'buf_atr': 0.6, 'min_brk': 2.9, 'ema_len': 540, 'atr_len': 64, 'regime_len': 60, 'breakeven_R': 3.0}"
15,2655,311373,1.278,50630,6.15,24.9,0.209,36.8,176.3,0.6,1.67,561,8,28,"{'er_len': 60, 'er_th': 0.0, 'limit_atr': 0.0, 'tl_len': 170, 'vol_mult': 0.8, 'stop_mult': 1.0, 'act_R': 2.5, 'trail_frac': 2.5, 'buf_atr': 0.9, 'min_brk': 1.3, 'ema_len': 1380, 'atr_len': 106, 'regime_len': 0, 'breakeven_R': 1.5}"
16,2215,100169,1.28,22822,4.39,11.7,0.247,36.3,147.0,0.38,1.91,183,6,37,"{'er_len': 20, 'er_th': 0.15, 'limit_atr': 0.15, 'tl_len': 170, 'vol_mult': 3.8, 'stop_mult': 0.5, 'act_R': 0.5, 'trail_frac': 3.5, 'buf_atr': 0.5, 'min_brk': 0.9, 'ema_len': 180, 'atr_len': 52, 'regime_len': 15, 'breakeven_R': 1.5}"
17,1667,68633,1.35,32246,2.13,9.5,0.317,35.0,110.7,0.29,2.23,130,4,18,"{'er_len': 100, 'er_th': 0.05, 'limit_atr': 0.3, 'tl_len': 82, 'vol_mult': 4.0, 'stop_mult': 0.4, 'act_R': 0.5, 'trail_frac': 4.0, 'buf_atr': 0.8, 'min_brk': 1.3, 'ema_len': 620, 'atr_len': 52, 'regime_len': 15, 'breakeven_R': 0.0}"
18,2465,160380,1.273,33190,4.83,26.0,0.202,33.0,163.6,0.6,1.89,322,6,27,"{'er_len': 80, 'er_th': 0.0, 'limit_atr': 0.75, 'tl_len': 146, 'vol_mult': 2.8, 'stop_mult': 0.9, 'act_R': 0.0, 'trail_frac': 2.5, 'buf_atr': 0.4, 'min_brk': 2.3, 'ema_len': 1420, 'atr_len': 176, 'regime_len': 20, 'breakeven_R': 2.5}"
19,1505,222280,1.392,40669,5.47,19.5,0.315,31.5,99.9,0.66,1.8,468,8,17,"{'er_len': 30, 'er_th': 0.3, 'limit_atr': 0.95, 'tl_len': 118, 'vol_mult': 1.6, 'stop_mult': 1.4, 'act_R': 2.5, 'trail_frac': 4.0, 'buf_atr': 0.65, 'min_brk': 1.8, 'ema_len': 180, 'atr_len': 140, 'regime_len': 55, 'breakeven_R': 1.5}"
20,1334,310050,1.459,55676,5.57,30.6,0.318,28.2,88.6,0.68,2.28,730,7,29,"{'er_len': 30, 'er_th': 0.0, 'limit_atr': 0.85, 'tl_len': 242, 'vol_mult': 1.1, 'stop_mult': 1.0, 'act_R': 0.0, 'trail_frac': 2.5, 'buf_atr': 0.0, 'min_brk': 3.0, 'ema_len': 380, 'atr_len': 32, 'regime_len': 50, 'breakeven_R': 2.5}"
21,1530,131295,1.314,26204,5.01,18.8,0.255,25.9,101.6,0.53,1.71,337,6,22,"{'er_len': 90, 'er_th': 0.15, 'limit_atr': 0.75, 'tl_len': 162, 'vol_mult': 0.2, 'stop_mult': 0.6, 'act_R': 1.0, 'trail_frac': 2.5, 'buf_atr': 0.3, 'min_brk': 1.7, 'ema_len': 1300, 'atr_len': 140, 'regime_len': 65, 'breakeven_R': 1.5}"
22,4880,81247,1.101,50005,1.62,22.0,0.079,25.6,324.0,0.27,0.51,210,3,36,"{'er_len': 80, 'er_th': 0.0, 'limit_atr': 0.7, 'tl_len': 138, 'vol_mult': 0.0, 'stop_mult': 1.8, 'act_R': 1.0, 'trail_frac': 1.5, 'buf_atr': 0.95, 'min_brk': 3.0, 'ema_len': 940, 'atr_len': 176, 'regime_len': 100, 'breakeven_R': 0.5}"
23,1508,95320,1.301,47419,2.01,15.5,0.255,25.5,100.1,0.35,1.34,248,5,24,"{'er_len': 100, 'er_th': 0.0, 'limit_atr': 0.2, 'tl_len': 162, 'vol_mult': 4.6, 'stop_mult': 1.2, 'act_R': 1.0, 'trail_frac': 3.5, 'buf_atr': 0.65, 'min_brk': 0.0, 'ema_len': 300, 'atr_len': 156, 'regime_len': 45, 'breakeven_R': 1.0}"
24,166,78538,3.572,7411,10.6,13.9,2.216,24.4,11.0,0.38,3.47,214,6,27,"{'er_len': 100, 'er_th': 0.15, 'limit_atr': 0.9, 'tl_len': 102, 'vol_mult': 3.4, 'stop_mult': 0.7, 'act_R': 2.5, 'trail_frac': 4.0, 'buf_atr': 1.0, 'min_brk': 0.7, 'ema_len': 260, 'atr_len': 112, 'regime_len': 95, 'breakeven_R': 0.5}"
25,1973,178935,1.304,42698,4.19,39.0,0.186,24.3,131.0,0.59,1.38,489,6,26,"{'er_len': 30, 'er_th': 0.05, 'limit_atr': 0.65, 'tl_len': 294, 'vol_mult': 2.9, 'stop_mult': 1.7, 'act_R': 0.5, 'trail_frac': 1.5, 'buf_atr': 0.2, 'min_brk': 0.2, 'ema_len': 1500, 'atr_len': 164, 'regime_len': 35, 'breakeven_R': 0.0}"
26,1371,137432,1.3,45348,3.03,14.8,0.255,23.2,91.0,0.47,1.58,393,6,28,"{'er_len': 50, 'er_th': 0.05, 'limit_atr': 0.95, 'tl_len': 282, 'vol_mult': 2.4, 'stop_mult': 0.8, 'act_R': 0.5, 'trail_frac': 4.0, 'buf_atr': 0.4, 'min_brk': 0.7, 'ema_len': 860, 'atr_len': 136, 'regime_len': 95, 'breakeven_R': 2.0}"
27,2809,119463,1.167,63077,1.89,26.1,0.123,23.0,186.5,0.44,1.21,345,5,35,"{'er_len': 20, 'er_th': 0.35, 'limit_atr': 0.35, 'tl_len': 250, 'vol_mult': 1.6, 'stop_mult': 0.6, 'act_R': 0.0, 'trail_frac': 1.5, 'buf_atr': 0.35, 'min_brk': 0.9, 'ema_len': 1500, 'atr_len': 164, 'regime_len': 65, 'breakeven_R': 2.0}"
28,1579,175986,1.297,47063,3.74,26.9,0.217,22.8,104.8,0.49,1.6,513,8,18,"{'er_len': 50, 'er_th': 0.15, 'limit_atr': 0.05, 'tl_len': 130, 'vol_mult': 2.8, 'stop_mult': 1.1, 'act_R': 0.0, 'trail_frac': 3.0, 'buf_atr': 0.0, 'min_brk': 2.4, 'ema_len': 1020, 'atr_len': 28, 'regime_len': 10, 'breakeven_R': 3.0}"
29,4509,92838,1.091,51025,1.82,20.6,0.072,21.6,299.3,0.33,0.62,285,4,19,"{'er_len': 40, 'er_th': 0.1, 'limit_atr': 0.8, 'tl_len': 110, 'vol_mult': 0.7, 'stop_mult': 1.4, 'act_R': 3.0, 'trail_frac': 0.5, 'buf_atr': 0.7, 'min_brk': 1.6, 'ema_len': 820, 'atr_len': 120, 'regime_len': 95, 'breakeven_R': 1.0}"
30,1513,49243,1.253,12838,3.84,15.4,0.214,21.5,100.4,0.35,1.05,152,5,28,"{'er_len': 20, 'er_th': 0.45, 'limit_atr': 0.85, 'tl_len': 86, 'vol_mult': 2.7, 'stop_mult': 0.9, 'act_R': 1.0, 'trail_frac': 2.0, 'buf_atr': 0.95, 'min_brk': 0.7, 'ema_len': 620, 'atr_len': 176, 'regime_len': 25, 'breakeven_R': 0.5}"
31,941,106651,1.447,25006,4.27,25.9,0.331,20.7,62.5,0.29,1.82,342,3,17,"{'er_len': 90, 'er_th': 0.15, 'limit_atr': 0.85, 'tl_len': 54, 'vol_mult': 2.7, 'stop_mult': 1.3, 'act_R': 0.5, 'trail_frac': 3.0, 'buf_atr': 0.45, 'min_brk': 0.6, 'ema_len': 380, 'atr_len': 88, 'regime_len': 15, 'breakeven_R': 0.0}"
32,2624,122809,1.182,30530,4.02,38.4,0.112,19.5,174.2,0.48,1.01,418,4,15,"{'er_len': 60, 'er_th': 0.0, 'limit_atr': 0.75, 'tl_len': 210, 'vol_mult': 2.4, 'stop_mult': 1.9, 'act_R': 0.5, 'trail_frac': 1.5, 'buf_atr': 0.9, 'min_brk': 1.0, 'ema_len': 1020, 'atr_len': 80, 'regime_len': 85, 'breakeven_R': 0.0}"
33,1318,201442,1.271,47389,4.25,23.1,0.208,18.2,87.5,0.5,1.33,735,6,25,"{'er_len': 30, 'er_th': 0.15, 'limit_atr': 0.05, 'tl_len': 142, 'vol_mult': 0.8, 'stop_mult': 1.2, 'act_R': 0.0, 'trail_frac': 4.0, 'buf_atr': 0.75, 'min_brk': 1.5, 'ema_len': 260, 'atr_len': 28, 'regime_len': 25, 'breakeven_R': 3.0}"
34,702,102116,1.48,28217,3.62,20.7,0.381,17.7,46.6,0.51,1.4,382,7,21,"{'er_len': 50, 'er_th': 0.4, 'limit_atr': 0.1, 'tl_len': 230, 'vol_mult': 1.1, 'stop_mult': 0.7, 'act_R': 1.5, 'trail_frac': 1.5, 'buf_atr': 0.35, 'min_brk': 0.0, 'ema_len': 700, 'atr_len': 168, 'regime_len': 25, 'breakeven_R': 0.5}"
35,507,93199,1.619,19032,4.9,16.0,0.52,17.5,33.7,0.5,2.12,353,6,37,"{'er_len': 30, 'er_th': 0.35, 'limit_atr': 0.15, 'tl_len': 218, 'vol_mult': 4.7, 'stop_mult': 0.7, 'act_R': 1.0, 'trail_frac': 4.0, 'buf_atr': 0.5, 'min_brk': 2.2, 'ema_len': 1420, 'atr_len': 156, 'regime_len': 60, 'breakeven_R': 3.0}"
36,2245,113868,1.17,50178,2.27,33.0,0.114,17.0,149.0,0.47,1.07,445,4,24,"{'er_len': 80, 'er_th': 0.1, 'limit_atr': 0.85, 'tl_len': 190, 'vol_mult': 2.9, 'stop_mult': 0.9, 'act_R': 2.0, 'trail_frac': 1.0, 'buf_atr': 0.85, 'min_brk': 0.7, 'ema_len': 1380, 'atr_len': 28, 'regime_len': 5, 'breakeven_R': 0.0}"
37,1373,163174,1.259,42368,3.85,30.2,0.181,16.5,91.1,0.45,1.26,658,7,25,"{'er_len': 20, 'er_th': 0.05, 'limit_atr': 0.15, 'tl_len': 142, 'vol_mult': 2.9, 'stop_mult': 1.6, 'act_R': 2.0, 'trail_frac': 4.0, 'buf_atr': 0.6, 'min_brk': 0.7, 'ema_len': 1140, 'atr_len': 56, 'regime_len': 45, 'breakeven_R': 0.0}"
38,1183,346920,1.354,73792,4.7,40.9,0.209,16.4,78.5,0.77,1.6,1401,7,26,"{'er_len': 80, 'er_th': 0.1, 'limit_atr': 0.35, 'tl_len': 282, 'vol_mult': 1.5, 'stop_mult': 1.8, 'act_R': 3.0, 'trail_frac': 1.0, 'buf_atr': 1.0, 'min_brk': 1.8, 'ema_len': 300, 'atr_len': 176, 'regime_len': 65, 'breakeven_R': 3.0}"
39,2909,141273,1.147,56110,2.52,42.8,0.084,16.2,193.1,0.42,0.75,578,6,29,"{'er_len': 30, 'er_th': 0.25, 'limit_atr': 0.3, 'tl_len': 274, 'vol_mult': 1.3, 'stop_mult': 1.5, 'act_R': 0.5, 'trail_frac': 1.0, 'buf_atr': 0.75, 'min_brk': 0.1, 'ema_len': 660, 'atr_len': 32, 'regime_len': 50, 'breakeven_R': 1.5}"
40,1001,139811,1.32,63343,2.21,25.2,0.239,15.9,66.5,0.44,1.18,583,6,31,"{'er_len': 20, 'er_th': 0.5, 'limit_atr': 1.0, 'tl_len': 94, 'vol_mult': 1.6, 'stop_mult': 1.9, 'act_R': 2.5, 'trail_frac': 4.0, 'buf_atr': 0.0, 'min_brk': 0.9, 'ema_len': 1300, 'atr_len': 48, 'regime_len': 75, 'breakeven_R': 2.0}"
41,6,7988,58.527,123,64.84,33.3,38.351,15.3,0.4,0.39,21.48,35,0,21,"{'er_len': 80, 'er_th': 0.5, 'limit_atr': 0.4, 'tl_len': 174, 'vol_mult': 1.5, 'stop_mult': 1.6, 'act_R': 1.0, 'trail_frac': 4.0, 'buf_atr': 0.0, 'min_brk': 3.0, 'ema_len': 1620, 'atr_len': 84, 'regime_len': 20, 'breakeven_R': 1.5}"
42,403,159962,1.672,40276,3.97,18.6,0.547,14.6,26.8,0.48,1.73,725,6,35,"{'er_len': 50, 'er_th': 0.4, 'limit_atr': 0.8, 'tl_len': 182, 'vol_mult': 0.8, 'stop_mult': 1.0, 'act_R': 3.0, 'trail_frac': 4.0, 'buf_atr': 0.25, 'min_brk': 1.6, 'ema_len': 420, 'atr_len': 164, 'regime_len': 15, 'breakeven_R': 1.5}"
43,1487,46548,1.172,33789,1.38,14.1,0.147,14.6,98.7,0.32,1.11,212,5,18,"{'er_len': 40, 'er_th': 0.35, 'limit_atr': 1.0, 'tl_len': 234, 'vol_mult': 1.8, 'stop_mult': 0.3, 'act_R': 1.0, 'trail_frac': 2.0, 'buf_atr': 0.7, 'min_brk': 1.3, 'ema_len': 500, 'atr_len': 144, 'regime_len': 100, 'breakeven_R': 2.5}"
44,568,176493,1.554,36336,4.86,31.9,0.377,14.2,37.7,0.65,1.27,823,7,30,"{'er_len': 40, 'er_th': 0.45, 'limit_atr': 0.35, 'tl_len': 246, 'vol_mult': 1.7, 'stop_mult': 1.9, 'act_R': 2.5, 'trail_frac': 1.5, 'buf_atr': 0.3, 'min_brk': 1.0, 'ema_len': 300, 'atr_len': 44, 'regime_len': 10, 'breakeven_R': 1.0}"
45,8,67392,43.475,883,76.31,37.5,26.547,14.1,0.5,0.38,15.77,317,3,23,"{'er_len': 100, 'er_th': 0.35, 'limit_atr': 0.8, 'tl_len': 130, 'vol_mult': 1.0, 'stop_mult': 0.5, 'act_R': 0.5, 'trail_frac': 3.0, 'buf_atr': 0.65, 'min_brk': 2.3, 'ema_len': 900, 'atr_len': 64, 'regime_len': 55, 'breakeven_R': 0.5}"
46,246,117085,2.172,13826,8.47,26.4,0.863,14.1,16.3,0.59,1.91,552,7,18,"{'er_len': 40, 'er_th': 0.4, 'limit_atr': 0.9, 'tl_len': 106, 'vol_mult': 3.9, 'stop_mult': 1.9, 'act_R': 3.0, 'trail_frac': 2.5, 'buf_atr': 0.65, 'min_brk': 2.6, 'ema_len': 220, 'atr_len': 40, 'regime_len': 5, 'breakeven_R': 1.0}"
47,379,161880,1.77,23983,6.75,28.0,0.555,14.0,25.2,0.42,2.05,770,8,29,"{'er_len': 50, 'er_th': 0.3, 'limit_atr': 0.3, 'tl_len': 262, 'vol_mult': 4.7, 'stop_mult': 1.3, 'act_R': 3.0, 'trail_frac': 3.5, 'buf_atr': 0.1, 'min_brk': 1.1, 'ema_len': 180, 'atr_len': 64, 'regime_len': 10, 'breakeven_R': 3.0}"
48,1813,96010,1.145,50399,1.9,22.9,0.112,13.4,120.4,0.36,0.74,475,7,29,"{'er_len': 100, 'er_th': 0.1, 'limit_atr': 0.15, 'tl_len': 298, 'vol_mult': 2.5, 'stop_mult': 1.2, 'act_R': 2.5, 'trail_frac': 0.5, 'buf_atr': 0.8, 'min_brk': 0.2, 'ema_len': 500, 'atr_len': 136, 'regime_len': 20, 'breakeven_R': 1.0}"
49,2747,28692,1.087,20783,1.38,18.9,0.071,12.9,182.4,0.2,0.41,147,5,40,"{'er_len': 30, 'er_th': 0.2, 'limit_atr': 0.35, 'tl_len': 82, 'vol_mult': 2.9, 'stop_mult': 1.8, 'act_R': 0.0, 'trail_frac': 2.0, 'buf_atr': 0.95, 'min_brk': 1.1, 'ema_len': 780, 'atr_len': 24, 'regime_len': 75, 'breakeven_R': 0.5}"
50,85,65342,3.706,5146,12.7,15.3,2.292,12.9,5.6,0.48,4.47,335,5,42,"{'er_len': 80, 'er_th': 0.35, 'limit_atr': 0.4, 'tl_len': 154, 'vol_mult': 1.6, 'stop_mult': 0.3, 'act_R': 3.0, 'trail_frac': 1.5, 'buf_atr': 0.15, 'min_brk': 1.6, 'ema_len': 1260, 'atr_len': 156, 'regime_len': 5, 'breakeven_R': 3.0}"
51,2876,68781,1.098,35943,1.91,34.8,0.064,12.2,190.9,0.31,0.62,373,5,17,"{'er_len': 20, 'er_th': 0.25, 'limit_atr': 0.9, 'tl_len': 118, 'vol_mult': 2.9, 'stop_mult': 1.3, 'act_R': 1.5, 'trail_frac': 2.0, 'buf_atr': 0.25, 'min_brk': 0.9, 'ema_len': 100, 'atr_len': 148, 'regime_len': 90, 'breakeven_R': 1.5}"
52,947,88672,1.245,59177,1.5,22.6,0.19,11.9,62.9,0.29,1.02,494,4,17,"{'er_len': 30, 'er_th': 0.05, 'limit_atr': 0.25, 'tl_len': 178, 'vol_mult': 4.8, 'stop_mult': 1.4, 'act_R': 3.0, 'trail_frac': 4.0, 'buf_atr': 0.95, 'min_brk': 1.8, 'ema_len': 1620, 'atr_len': 40, 'regime_len': 80, 'breakeven_R': 3.0}"
53,1064,154783,1.253,52665,2.94,35.0,0.165,11.6,70.6,0.49,1.02,884,7,30,"{'er_len': 40, 'er_th': 0.35, 'limit_atr': 0.6, 'tl_len': 234, 'vol_mult': 1.2, 'stop_mult': 1.2, 'act_R': 2.0, 'trail_frac': 2.0, 'buf_atr': 0.45, 'min_brk': 2.8, 'ema_len': 860, 'atr_len': 84, 'regime_len': 15, 'breakeven_R': 1.5}"
54,487,350650,1.533,123947,2.83,33.5,0.354,11.5,32.3,0.5,1.57,2031,7,33,"{'er_len': 70, 'er_th': 0.05, 'limit_atr': 0.15, 'tl_len': 282, 'vol_mult': 0.4, 'stop_mult': 1.8, 'act_R': 0.5, 'trail_frac': 3.5, 'buf_atr': 0.0, 'min_brk': 2.9, 'ema_len': 1420, 'atr_len': 160, 'regime_len': 0, 'breakeven_R': 3.0}"
55,575,98146,1.458,18649,5.26,34.1,0.302,11.5,38.2,0.45,1.44,565,5,23,"{'er_len': 50, 'er_th': 0.3, 'limit_atr': 0.35, 'tl_len': 182, 'vol_mult': 4.7, 'stop_mult': 1.1, 'act_R': 0.0, 'trail_frac': 2.0, 'buf_atr': 0.95, 'min_brk': 2.7, 'ema_len': 380, 'atr_len': 128, 'regime_len': 0, 'breakeven_R': 2.5}"
56,2924,57733,1.083,39675,1.46,28.5,0.059,11.5,194.1,0.25,0.6,332,4,16,"{'er_len': 80, 'er_th': 0.05, 'limit_atr': 0.1, 'tl_len': 122, 'vol_mult': 2.3, 'stop_mult': 1.0, 'act_R': 0.0, 'trail_frac': 2.0, 'buf_atr': 0.5, 'min_brk': 0.1, 'ema_len': 900, 'atr_len': 140, 'regime_len': 80, 'breakeven_R': 3.0}"
57,2429,130914,1.158,38196,3.43,57.1,0.068,10.9,161.2,0.47,0.79,794,4,22,"{'er_len': 40, 'er_th': 0.3, 'limit_atr': 0.0, 'tl_len': 130, 'vol_mult': 0.5, 'stop_mult': 1.5, 'act_R': 1.0, 'trail_frac': 1.0, 'buf_atr': 0.65, 'min_brk': 2.7, 'ema_len': 420, 'atr_len': 108, 'regime_len': 70, 'breakeven_R': 3.0}"
58,264,48047,1.954,8165,5.88,35.6,0.614,10.8,17.5,0.48,1.33,296,5,17,"{'er_len': 100, 'er_th': 0.2, 'limit_atr': 0.75, 'tl_len': 142, 'vol_mult': 2.0, 'stop_mult': 1.4, 'act_R': 0.0, 'trail_frac': 1.0, 'buf_atr': 0.65, 'min_brk': 2.0, 'ema_len': 1100, 'atr_len': 168, 'regime_len': 0, 'breakeven_R': 0.5}"
59,1372,78355,1.17,34053,2.3,34.2,0.112,10.2,91.1,0.31,0.81,512,5,19,"{'er_len': 30, 'er_th': 0.35, 'limit_atr': 0.0, 'tl_len': 66, 'vol_mult': 2.1, 'stop_mult': 1.4, 'act_R': 1.0, 'trail_frac': 2.0, 'buf_atr': 0.5, 'min_brk': 2.2, 'ema_len': 700, 'atr_len': 108, 'regime_len': 5, 'breakeven_R': 0.0}"
60,604,182946,1.391,29579,6.18,37.4,0.245,9.8,40.1,0.53,1.26,1238,8,25,"{'er_len': 110, 'er_th': 0.2, 'limit_atr': 0.05, 'tl_len': 250, 'vol_mult': 1.0, 'stop_mult': 1.4, 'act_R': 0.5, 'trail_frac': 2.0, 'buf_atr': 0.45, 'min_brk': 0.2, 'ema_len': 660, 'atr_len': 48, 'regime_len': 10, 'breakeven_R': 0.0}"
61,258,31864,1.608,29329,1.09,9.3,0.552,9.5,17.1,0.16,1.5,224,5,27,"{'er_len': 110, 'er_th': 0.15, 'limit_atr': 0.2, 'tl_len': 86, 'vol_mult': 4.6, 'stop_mult': 0.4, 'act_R': 2.0, 'trail_frac': 3.5, 'buf_atr': 0.65, 'min_brk': 2.3, 'ema_len': 1500, 'atr_len': 128, 'regime_len': 30, 'breakeven_R': 2.5}"
62,1286,119209,1.23,33767,3.53,52.4,0.11,9.4,85.4,0.58,0.95,846,6,29,"{'er_len': 50, 'er_th': 0.1, 'limit_atr': 0.3, 'tl_len': 242, 'vol_mult': 4.7, 'stop_mult': 1.8, 'act_R': 2.0, 'trail_frac': 1.0, 'buf_atr': 0.5, 'min_brk': 1.0, 'ema_len': 220, 'atr_len': 120, 'regime_len': 50, 'breakeven_R': 2.5}"
63,1790,134842,1.13,69897,1.93,40.1,0.078,9.3,118.8,0.39,0.68,966,5,25,"{'er_len': 120, 'er_th': 0.05, 'limit_atr': 0.7, 'tl_len': 210, 'vol_mult': 1.5, 'stop_mult': 1.8, 'act_R': 3.0, 'trail_frac': 0.5, 'buf_atr': 0.65, 'min_brk': 0.6, 'ema_len': 1620, 'atr_len': 28, 'regime_len': 90, 'breakeven_R': 3.0}"
64,1287,21302,1.134,24138,0.88,24.6,0.101,8.7,85.4,0.21,0.73,163,3,30,"{'er_len': 20, 'er_th': 0.4, 'limit_atr': 0.45, 'tl_len': 174, 'vol_mult': 4.1, 'stop_mult': 0.4, 'act_R': 1.0, 'trail_frac': 1.0, 'buf_atr': 0.75, 'min_brk': 2.0, 'ema_len': 460, 'atr_len': 104, 'regime_len': 70, 'breakeven_R': 1.0}"
65,56,78513,3.975,16114,4.87,21.4,2.338,8.7,3.7,0.24,3.68,600,4,16,"{'er_len': 90, 'er_th': 0.25, 'limit_atr': 0.65, 'tl_len': 78, 'vol_mult': 4.4, 'stop_mult': 0.6, 'act_R': 1.5, 'trail_frac': 3.5, 'buf_atr': 0.9, 'min_brk': 0.0, 'ema_len': 420, 'atr_len': 124, 'regime_len': 0, 'breakeven_R': 3.0}"
