time,Open,High,Low,Close,Volume
2026-05-06 00:00:00-04:00,7308.0,7308.25,7307.75,7307.75,27
2026-05-06 00:01:00-04:00,7307.5,7307.75,7307.25,7307.5,65
2026-05-06 00:02:00-04:00,7307.5,7308.25,7307.5,7308.25,53
2026-05-06 00:03:00-04:00,7308.25,7308.25,7308.0,7308.0,50
2026-05-06 00:04:00-04:00,7308.0,7308.0,7307.75,7307.75,44
2026-05-06 00:05:00-04:00,7307.5,7308.0,7307.25,7307.75,42
2026-05-06 00:06:00-04:00,7307.5,7308.5,7307.5,7308.25,38
2026-05-06 00:07:00-04:00,7308.25,7308.25,7308.0,7308.25,35
2026-05-06 00:08:00-04:00,7308.25,7308.75,7308.0,7308.0,110
2026-05-06 00:09:00-04:00,7308.0,7308.5,7308.0,7308.25,99
2026-05-06 00:10:00-04:00,7308.0,7308.5,7307.75,7308.0,50
2026-05-06 00:11:00-04:00,7308.0,7308.0,7307.0,7307.0,81
2026-05-06 00:12:00-04:00,7306.75,7307.5,7306.75,7307.0,71
2026-05-06 00:13:00-04:00,7307.0,7307.25,7306.75,7307.25,108
2026-05-06 00:14:00-04:00,7307.25,7308.0,7307.0,7308.0,57
2026-05-06 00:15:00-04:00,7308.0,7308.5,7308.0,7308.0,50
2026-05-06 00:16:00-04:00,7307.75,7308.0,7307.75,7308.0,40
2026-05-06 00:17:00-04:00,7307.75,7308.0,7307.75,7308.0,27
2026-05-06 00:18:00-04:00,7308.0,7308.0,7307.75,7307.75,16
2026-05-06 00:19:00-04:00,7307.75,7308.25,7307.75,7308.0,42
2026-05-06 00:20:00-04:00,7308.0,7308.0,7307.5,7308.0,28
2026-05-06 00:21:00-04:00,7308.0,7308.75,7308.0,7308.25,51
2026-05-06 00:22:00-04:00,7308.25,7308.5,7308.25,7308.25,44
2026-05-06 00:23:00-04:00,7308.25,7308.25,7308.0,7308.0,30
2026-05-06 00:24:00-04:00,7308.0,7308.25,7307.75,7308.25,53
2026-05-06 00:25:00-04:00,7308.25,7308.5,7307.5,7307.75,65
2026-05-06 00:26:00-04:00,7307.75,7308.0,7307.5,7307.75,14
2026-05-06 00:27:00-04:00,7308.0,7310.0,7308.0,7309.75,244
2026-05-06 00:28:00-04:00,7309.5,7309.5,7308.75,7309.25,120
2026-05-06 00:29:00-04:00,7309.25,7309.5,7309.0,7309.0,101
2026-05-06 00:30:00-04:00,7309.25,7309.5,7309.0,7309.5,80
2026-05-06 00:31:00-04:00,7309.25,7309.75,7309.25,7309.75,70
2026-05-06 00:32:00-04:00,7309.75,7310.0,7309.25,7309.25,87
2026-05-06 00:33:00-04:00,7309.5,7310.0,7309.25,7309.5,60
2026-05-06 00:34:00-04:00,7309.5,7309.5,7308.0,7308.25,93
2026-05-06 00:35:00-04:00,7308.5,7309.0,7307.75,7308.0,103
2026-05-06 00:36:00-04:00,7308.0,7308.5,7307.0,7308.25,224
2026-05-06 00:37:00-04:00,7308.25,7308.5,7307.75,7308.5,143
2026-05-06 00:38:00-04:00,7308.5,7308.75,7307.0,7308.0,177
2026-05-06 00:39:00-04:00,7308.0,7308.5,7307.75,7308.0,68
2026-05-06 00:40:00-04:00,7308.0,7308.25,7307.75,7308.0,67
2026-05-06 00:41:00-04:00,7307.75,7307.75,7306.5,7306.75,89
2026-05-06 00:42:00-04:00,7306.75,7307.75,7306.5,7307.5,83
2026-05-06 00:43:00-04:00,7307.5,7307.75,7307.0,7307.5,66
2026-05-06 00:44:00-04:00,7307.75,7308.25,7307.75,7308.0,66
2026-05-06 00:45:00-04:00,7308.25,7308.5,7308.0,7308.5,39
2026-05-06 00:46:00-04:00,7308.5,7309.25,7308.0,7309.0,76
2026-05-06 00:47:00-04:00,7309.25,7310.0,7309.25,7309.75,85
2026-05-06 00:48:00-04:00,7309.5,7310.0,7309.5,7309.5,92
2026-05-06 00:49:00-04:00,7309.5,7309.75,7309.0,7309.5,81
2026-05-06 00:50:00-04:00,7309.5,7310.25,7309.25,7310.0,174
2026-05-06 00:51:00-04:00,7309.75,7310.25,7309.0,7309.5,202
2026-05-06 00:52:00-04:00,7309.25,7309.5,7308.75,7309.0,73
2026-05-06 00:53:00-04:00,7309.0,7309.75,7309.0,7309.75,38
