famKey,param,label,n_runs,kind,declared_lo,declared_hi,step,n_declared_variants,widest_lo,widest_hi,steps,modal_value,pin_at,median_value,iqr_frac,median_pos,edge_rate,lo_edge_share,hi_edge_share,n_power,med_pps,med_mi,med_absr,drift_rho,n_sanity,share_finalists_all_same,share_best_worst_differ,med_finalist_distinct,recommendation,reason,widen_lo,widen_hi,freeze_is_artifact
ENGU-Q,er_len,Efficiency Lookback (min),5,range,20.0,120.0,10.0,3,20.0,120.0,11,100.0,100.0,80.0,0.30000000000000004,0.5555555555555556,0.0,0.0,0.0,4,0.024,0.039999999999999994,0.241,0.10259783520851543,4,0.0,1.0,6.0,KEEP,"predictive power 0.02 over 4 runs, crowns interior (0% on an edge)",,,False
ENGU-Q,trail_frac,Trail Width (x risk),20,range,0.5,4.0,0.5,4,0.5,6.0,8,3.0,3.0,3.0,0.3214285714285714,0.7142857142857143,0.4,0.05,0.35,15,0.139,0.197,0.493,0.48357003023261225,18,0.2777777777777778,0.3333333333333333,2.0,KEEP,"predictive power 0.14 over 15 runs, crowns interior (40% on an edge)",,,False
ENGU-Q,vol_mult,Volume Spike (x avg),19,range,0.0,5.0,0.1,2,0.0,5.0,51,0.0,0.0,0.8,0.17,0.16,0.3157894736842105,0.3157894736842105,0.0,15,0.188,0.348,0.616,-0.45074183904390963,18,0.3333333333333333,0.6666666666666666,4.0,KEEP,"predictive power 0.19 over 15 runs, crowns interior (32% on an edge)",,,False
ENGU-Q,act_R,Trail Activation (R),18,range,0.0,3.0,0.5,2,0.0,4.0,7,1.5,1.5,1.5,0.33333333333333337,0.5,0.1111111111111111,0.0,0.1111111111111111,14,0.0,0.004,0.0765,0.3051917879672888,18,0.3888888888888889,0.5555555555555556,3.5,UNCLEAR,predictive power 0 but the crown wanders (33% of the range) -- no single value to pin,,,False
ENGU-Q,atr_len,ATR Length,18,range,5.0,50.0,1.0,2,5.0,180.0,46,8.0,8.0,40.5,0.6222222222222221,0.2,0.05555555555555555,0.05555555555555555,0.0,14,0.0,0.0125,0.039,0.4404182913489921,18,0.3888888888888889,0.4444444444444444,4.0,UNCLEAR,predictive power 0 but the crown wanders (62% of the range) -- no single value to pin,,,False
ENGU-Q,breakeven_R,"Breakeven (R, 0=off)",14,range,0.0,3.0,0.5,4,0.0,4.0,7,1.5,1.5,1.5,0.5416666666666666,0.5833333333333333,0.35714285714285715,0.07142857142857142,0.2857142857142857,13,0.0,0.07,0.105,-0.45881844803892435,18,0.3333333333333333,0.5555555555555556,3.0,UNCLEAR,predictive power 0 but the crown wanders (54% of the range) -- no single value to pin,,,False
ENGU-Q,buf_atr,Breakout Buffer (x ATR),18,range,0.0,1.0,0.05,1,0.0,1.0,21,0.1,0.1,0.525,0.55,0.525,0.05555555555555555,0.0,0.05555555555555555,14,0.0,0.014,0.0675,0.16935451121453554,18,0.3888888888888889,0.5555555555555556,4.0,UNCLEAR,predictive power 0 but the crown wanders (55% of the range) -- no single value to pin,,,False
ENGU-Q,cooldown_bars,"Re-entry cooldown (bars) — THE VARIABLE, 3-8",2,range,0.0,240.0,1.0,2,0.0,240.0,241,3.0,3.0,99.0,0.40625,0.40625,0.5,0.5,0.0,1,0.0,0.059,0.021,,2,0.0,1.0,7.5,UNCLEAR,only 2 crowned runs; needs 3 more,,,False
ENGU-Q,ema_len,Trend EMA Length,18,range,20.0,400.0,10.0,2,20.0,1600.0,39,180.0,180.0,270.0,0.5373684210526315,0.5526315789473684,0.0,0.0,0.0,14,0.0,0.014499999999999999,0.111,0.40186695950018086,18,0.3888888888888889,0.5555555555555556,4.0,UNCLEAR,predictive power 0 but the crown wanders (54% of the range) -- no single value to pin,,,False
ENGU-Q,er_th,Efficiency Floor (0=off),4,range,0.0,0.5,0.05,2,0.0,0.5,11,0.0,0.0,0.05,0.05,0.0,0.75,0.75,0.0,3,0.015,0.073,0.192,0.0,4,0.25,0.75,4.0,UNCLEAR,only 4 crowned runs; needs 1 more,,,False
ENGU-Q,freeze_overnight,Freeze stop updates overnight (18:00-09:30 ET),1,switch,0.0,1.0,,1,0.0,1.0,2,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0,,,,,1,0.0,1.0,2.0,UNCLEAR,only 1 crowned runs; needs 4 more,,,False
ENGU-Q,limit_atr,Shallow Limit Depth (x ATR),5,range,0.0,1.0,0.05,2,0.0,1.0,21,0.1,0.1,0.4,0.1750000000000001,0.4,0.0,0.0,0.0,4,0.0,0.006,0.043,-0.8999999999999998,6,0.3333333333333333,0.3333333333333333,7.0,UNCLEAR,predictive power 0 but the crown wanders (18% of the range) -- no single value to pin,,,False
ENGU-Q,min_brk,Breakout Decisiveness (x ATR),19,range,0.0,3.0,0.1,2,0.0,3.0,31,0.7,0.7,1.3,0.31666666666666676,0.4666666666666666,0.05263157894736842,0.05263157894736842,0.0,15,0.0,0.014,0.093,-0.1165070779999289,18,0.3333333333333333,0.5555555555555556,3.5,UNCLEAR,predictive power 0 but the crown wanders (32% of the range) -- no single value to pin,,,False
ENGU-Q,regime_len,"Regime SMA (days, 0=off)",14,range,0.0,100.0,5.0,2,0.0,100.0,21,5.0,5.0,5.0,0.1875,0.07500000000000001,0.14285714285714285,0.14285714285714285,0.0,13,0.0,0.144,0.183,-0.5480296575913238,17,0.4117647058823529,0.5555555555555556,2.0,UNCLEAR,predictive power 0 but the crown wanders (19% of the range) -- no single value to pin,,,False
ENGU-Q,stop_mult,Stop (x risk-to-swing-low),19,range,0.3,2.0,0.1,4,0.3,2.0,18,1.0,1.0,1.3,0.42307692307692313,0.7647058823529412,0.10526315789473684,0.0,0.10526315789473684,15,0.0,0.1,0.31,0.1613064350181854,18,0.3333333333333333,0.5555555555555556,4.0,UNCLEAR,predictive power 0 but the crown wanders (42% of the range) -- no single value to pin,,,False
ENGU-Q,target_R,Lot A Target (R multiples),2,range,2.0,8.0,0.5,1,2.0,8.0,13,8.0,8.0,8.0,0.0,1.0,1.0,0.0,1.0,2,0.0,0.047,0.083,,2,0.0,,2.0,UNCLEAR,only 2 crowned runs; needs 3 more,,,False
ENGU-Q,tl_len,Trendline Length (bars),19,range,15.0,80.0,1.0,4,10.0,300.0,66,238.0,238.0,64.0,0.2712307692307692,0.624,0.0,0.0,0.0,15,0.0,0.04,0.214,0.739315199563199,18,0.3333333333333333,0.6666666666666666,5.0,UNCLEAR,predictive power 0 but the crown wanders (27% of the range) -- no single value to pin,,,False
GAPGO,clock_min,Decision time (minutes after midnight ET),1,range,585.0,630.0,15.0,1,585.0,630.0,4,600.0,600.0,600.0,,0.3333333333333333,0.0,0.0,0.0,1,0.0,0.22,0.046,,1,0.0,1.0,4.0,UNCLEAR,only 1 crowned runs; needs 4 more,,,False
GAPGO,gap_mult,Gap threshold (x ATR20 of daily ranges),1,range,0.1,0.3,0.05,1,0.1,0.3,5,0.15,0.15,0.15,,0.24999999999999997,0.0,0.0,0.0,1,0.0,0.0,0.226,,1,0.0,1.0,4.0,UNCLEAR,only 1 crowned runs; needs 4 more,,,False
GAPGO,k_atr,Travel threshold (x ATR20 of daily ranges),1,range,0.2,0.5,0.1,1,0.2,0.5,4,0.2,0.2,0.2,,0.0,1.0,1.0,0.0,1,0.025,0.316,0.44,,1,0.0,1.0,3.0,UNCLEAR,only 1 crowned runs; needs 4 more,,,False
GAPGO,or_bars,Opening range (bars),1,range,1.0,3.0,1.0,1,1.0,3.0,3,2.0,2.0,2.0,,0.5,0.0,0.0,0.0,1,0.0,0.245,0.168,,1,0.0,1.0,2.0,UNCLEAR,only 1 crowned runs; needs 4 more,,,False
GAPGO,stop_frac,Stop distance (fraction of entry-to-open),1,switch,0.5,1.0,0.5,1,0.5,1.0,2,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1,0.005,0.11,0.301,,1,0.0,0.0,2.0,UNCLEAR,only 1 crowned runs; needs 4 more,,,False
GAPGO,stop_mult,Stop (x first-bar range),1,range,0.5,1.0,0.25,1,0.5,1.0,3,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1,0.289,0.358,0.439,,1,0.0,1.0,3.0,UNCLEAR,only 1 crowned runs; needs 4 more,,,False
NOISE,band_mult_short,Lower band width (x noise),14,range,0.5,2.5,0.25,3,0.5,2.5,9,1.5,1.5,1.5,0.0,0.5,0.0,0.0,0.0,13,0.0,0.108,0.079,-0.4219265078446459,13,0.0,0.8,4.0,FREEZE,predictive power 0 over 13 runs and the crown moves across only 0% of the range,,,False
NOISE,daytype_hi,Top close-position threshold,5,range,0.55,0.95,0.05,1,0.55,0.95,9,0.9,0.9,0.9,0.0,0.8750000000000001,0.2,0.0,0.2,5,0.0,0.0,0.058,0.4472135954999579,9,0.4444444444444444,0.5555555555555556,5.0,FREEZE,predictive power 0 over 5 runs and the crown moves across only 0% of the range,,,False
NOISE,flat_eod,Flat by session close - PINNED on,22,switch,0.0,1.0,,1,0.0,1.0,2,1.0,1.0,1.0,0.0,1.0,1.0,0.045454545454545456,0.9545454545454546,0,,,,-0.22357372715928564,13,0.3076923076923077,0.0,2.0,FREEZE,an on/off switch crowned the same way in all 22 runs; the search is paying for a setting it never changes,,,False
NOISE,skip_holidays,Skip holiday half-days - PINNED off,22,switch,0.0,1.0,,1,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.7727272727272727,0.22727272727272727,0,,,,0.3846715902834642,13,0.3076923076923077,0.2,2.0,FREEZE,an on/off switch crowned the same way in all 22 runs; the search is paying for a setting it never changes,,,False
NOISE,vol_skip_pct,Skip entries above prior-day vol percentile (0=off),7,range,0.0,99.0,1.0,2,0.0,99.0,100,89.0,89.0,91.0,0.08585858585858586,0.9191919191919192,0.42857142857142855,0.14285714285714285,0.2857142857142857,6,0.2145,0.434,0.53,0.8108437164260032,9,0.3333333333333333,0.6666666666666666,6.0,KEEP,"predictive power 0.21 over 6 runs, crowns interior (43% on an edge)",,,False
NOISE,band_mult_long,Upper band width (x noise),12,range,0.5,2.5,0.25,2,0.5,2.5,9,0.75,0.75,0.75,0.125,0.125,0.3333333333333333,0.3333333333333333,0.0,11,0.0,0.2,0.182,-0.4608824008492703,13,0.15384615384615385,0.8,5.0,UNCLEAR,predictive power 0 but the crown wanders (12% of the range) -- no single value to pin,,,False
