time,open,high,low,close,volume
2026-04-29 12:35:00-04:00,7144.0,7145.5,7143.0,7145.25,3150
2026-04-29 12:36:00-04:00,7145.0,7146.75,7143.0,7144.5,2518
2026-04-29 12:37:00-04:00,7144.5,7146.0,7143.25,7144.0,3764
2026-04-29 12:38:00-04:00,7144.25,7147.25,7144.25,7147.0,1580
2026-04-29 12:39:00-04:00,7146.75,7148.25,7146.75,7147.5,1876
2026-04-29 12:40:00-04:00,7147.75,7152.0,7147.75,7151.0,2735
2026-04-29 12:41:00-04:00,7151.0,7151.25,7147.75,7149.5,2025
2026-04-29 12:42:00-04:00,7149.5,7150.75,7148.75,7148.75,1763
2026-04-29 12:43:00-04:00,7149.0,7151.0,7148.5,7150.75,1222
2026-04-29 12:44:00-04:00,7150.75,7151.25,7150.25,7150.75,923
2026-04-29 12:45:00-04:00,7151.0,7151.25,7149.0,7150.0,1405
2026-04-29 12:46:00-04:00,7150.25,7151.5,7150.0,7150.25,1583
2026-04-29 12:47:00-04:00,7150.25,7151.0,7149.75,7150.25,1448
2026-04-29 12:48:00-04:00,7150.25,7151.25,7148.75,7151.0,1956
2026-04-29 12:49:00-04:00,7151.25,7152.5,7150.5,7151.25,1094
2026-04-29 12:50:00-04:00,7151.0,7152.5,7150.0,7152.25,1027
2026-04-29 12:51:00-04:00,7152.25,7153.75,7152.0,7153.25,1298
2026-04-29 12:52:00-04:00,7153.25,7153.75,7151.75,7152.25,1052
2026-04-29 12:53:00-04:00,7152.25,7152.75,7150.0,7150.0,1427
2026-04-29 12:54:00-04:00,7150.25,7151.75,7149.75,7151.0,1048
2026-04-29 12:55:00-04:00,7151.25,7152.0,7150.75,7151.5,604
2026-04-29 12:56:00-04:00,7151.75,7152.0,7149.0,7149.0,1653
2026-04-29 12:57:00-04:00,7149.0,7149.0,7147.5,7148.75,1933
2026-04-29 12:58:00-04:00,7148.75,7149.75,7148.0,7149.5,1515
2026-04-29 12:59:00-04:00,7149.25,7150.25,7147.25,7150.25,1594
2026-04-29 13:00:00-04:00,7150.0,7150.75,7148.75,7149.5,2498
