,open,high,low,close,volume
2026-07-10 06:45:00-04:00,3.23,3.29,3.2,3.27,0
2026-07-10 06:50:00-04:00,3.27,3.35,3.21,3.3389,0
2026-07-10 06:55:00-04:00,3.33,3.38,3.22,3.2501,0
2026-07-10 07:00:00-04:00,3.26,4.41,3.14,4.1298,0
2026-07-10 07:05:00-04:00,4.1295,4.37,3.9001,4.0,0
2026-07-10 07:10:00-04:00,3.99,4.62,3.94,4.47,0
2026-07-10 07:15:00-04:00,4.4797,4.9799,4.44,4.64,0
2026-07-10 07:20:00-04:00,4.65,4.75,4.34,4.5199,0
2026-07-10 07:25:00-04:00,4.5111,5.02,4.42,4.428,0
2026-07-10 07:30:00-04:00,4.43,4.54,4.15,4.27,0
2026-07-10 07:35:00-04:00,4.26,4.46,4.2,4.27,0
2026-07-10 07:40:00-04:00,4.2703,4.5299,4.1,4.2301,0
2026-07-10 07:45:00-04:00,4.238,4.25,3.88,4.04,0
2026-07-10 07:50:00-04:00,4.03,4.22,3.83,4.18,0
2026-07-10 07:55:00-04:00,4.1797,4.2999,4.03,4.18,0
2026-07-10 08:00:00-04:00,4.17,4.36,4.04,4.27,0
2026-07-10 08:05:00-04:00,4.27,4.44,4.15,4.18,0
2026-07-10 08:10:00-04:00,4.1797,4.34,4.07,4.28,0
2026-07-10 08:15:00-04:00,4.28,5.27,4.24,5.1397,0
2026-07-10 08:20:00-04:00,5.1302,5.21,4.81,4.87,0
2026-07-10 08:25:00-04:00,4.8787,4.99,4.7001,4.7598,0
2026-07-10 08:30:00-04:00,4.7597,5.38,4.74,4.9881,0
2026-07-10 08:35:00-04:00,4.9899,5.35,4.89,5.31,0
2026-07-10 08:40:00-04:00,5.3103,6.4,5.1,6.18,0
2026-07-10 08:45:00-04:00,6.18,6.57,5.59,5.7799,0
2026-07-10 08:50:00-04:00,5.79,6.0,5.65,5.91,0
2026-07-10 08:55:00-04:00,5.9,5.97,5.71,5.9097,0
2026-07-10 09:00:00-04:00,5.91,6.4599,5.63,5.8299,0
2026-07-10 09:05:00-04:00,5.83,5.89,5.34,5.34,0
2026-07-10 09:10:00-04:00,5.35,5.49,5.17,5.31,0
2026-07-10 09:15:00-04:00,5.3,5.33,5.1,5.24,0
2026-07-10 09:20:00-04:00,5.24,5.55,5.14,5.52,0
2026-07-10 09:25:00-04:00,5.52,5.73,5.42,5.66,0
2026-07-10 09:30:00-04:00,5.688799858093262,5.789899826049805,4.900000095367432,5.150100231170654,89789339
2026-07-10 09:35:00-04:00,5.159999847412109,5.300000190734863,4.75,4.800000190734863,1972198
2026-07-10 09:40:00-04:00,4.810200214385986,5.119999885559082,4.730000019073486,4.840099811553955,1645568
2026-07-10 09:45:00-04:00,4.840000152587891,5.25,4.829899787902832,4.949999809265137,1985753
2026-07-10 09:50:00-04:00,4.960000038146973,5.059999942779541,4.320000171661377,4.420000076293945,2242547
2026-07-10 09:55:00-04:00,4.409999847412109,4.639999866485596,4.200099945068359,4.275000095367432,948147
2026-07-10 10:00:00-04:00,4.289899826049805,4.329999923706055,4.079999923706055,4.100100040435791,1243287
2026-07-10 10:05:00-04:00,4.110000133514404,4.190000057220459,3.880000114440918,4.190000057220459,1393387
2026-07-10 10:10:00-04:00,4.129799842834473,4.219900131225586,4.019999980926514,4.159999847412109,755946
2026-07-10 10:15:00-04:00,4.158199787139893,4.170000076293945,3.920000076293945,3.956099987030029,620038
2026-07-10 10:20:00-04:00,3.9300999641418457,4.339399814605713,3.9300999641418457,4.140200138092041,1245822
2026-07-10 10:25:00-04:00,4.144199848175049,4.269999980926514,4.010000228881836,4.199999809265137,517851
2026-07-10 10:30:00-04:00,4.199900150299072,4.25,4.100100040435791,4.239999771118164,396476
2026-07-10 10:35:00-04:00,4.239999771118164,4.25,3.9600000381469727,4.118400096893311,502116
2026-07-10 10:40:00-04:00,4.110000133514404,4.179999828338623,3.759999990463257,3.890000104904175,689875
