,open,high,low,close,volume
2026-08-21 06:20:00-04:00,0.7838,0.8,0.7739,0.7759,0
2026-08-21 06:25:00-04:00,0.7783,0.7783,0.756,0.7642,0
2026-08-21 06:30:00-04:00,0.7642,0.7694,0.757,0.7602,0
2026-08-21 06:35:00-04:00,0.7603,0.803,0.7585,0.8019,0
2026-08-21 06:40:00-04:00,0.8019,0.805,0.7703,0.7878,0
2026-08-21 06:45:00-04:00,0.7809,0.798,0.78,0.791,0
2026-08-21 06:50:00-04:00,0.791,0.7942,0.7642,0.7682,0
2026-08-21 06:55:00-04:00,0.7685,0.7824,0.7665,0.7824,0
2026-08-21 07:00:00-04:00,0.7814,0.8227,0.7813,0.809,0
2026-08-21 07:05:00-04:00,0.8063,0.8149,0.7777,0.7856,0
2026-08-21 07:10:00-04:00,0.7855,0.807,0.7777,0.8049,0
2026-08-21 07:15:00-04:00,0.8031,0.8062,0.763,0.773,0
2026-08-21 07:20:00-04:00,0.7749,0.78,0.76,0.761,0
2026-08-21 07:25:00-04:00,0.7619,0.773,0.7596,0.7647,0
2026-08-21 07:30:00-04:00,0.7646,0.774,0.7623,0.7652,0
2026-08-21 07:35:00-04:00,0.7651,0.778,0.765,0.7768,0
2026-08-21 07:40:00-04:00,0.7769,0.789,0.7665,0.7695,0
2026-08-21 07:45:00-04:00,0.7707,0.7707,0.7415,0.7545,0
2026-08-21 07:50:00-04:00,0.7545,0.7588,0.7502,0.7528,0
2026-08-21 08:20:00-04:00,0.9,1.19,0.8658,1.0597,0
2026-08-21 08:25:00-04:00,1.05,1.08,0.9283,1.02,0
2026-08-21 08:30:00-04:00,1.0185,1.08,0.99,1.0315,0
2026-08-21 08:35:00-04:00,1.03,1.07,0.9707,0.9829,0
2026-08-21 08:40:00-04:00,0.983,0.9996,0.92,0.9563,0
2026-08-21 08:45:00-04:00,0.9564,0.9844,0.9302,0.9621,0
2026-08-21 08:50:00-04:00,0.9622,1.0,0.94,0.9943,0
2026-08-21 08:55:00-04:00,0.9903,1.03,0.9761,1.0297,0
2026-08-21 09:00:00-04:00,1.0299,1.03,0.934,0.9784,0
2026-08-21 09:05:00-04:00,0.9777,1.05,0.9777,1.0398,0
2026-08-21 09:10:00-04:00,1.035,1.08,1.03,1.07,0
2026-08-21 09:15:00-04:00,1.0603,1.08,1.0,1.0298,0
2026-08-21 09:20:00-04:00,1.0297,1.03,0.9928,1.0,0
2026-08-21 09:25:00-04:00,1.0,1.0,0.96,0.9801,0
2026-08-21 09:30:00-04:00,0.9832000136375428,1.0499999523162842,0.9340000152587892,1.0,121926745
2026-08-21 09:35:00-04:00,0.9998000264167786,1.0199999809265137,0.959999978542328,0.9621999859809875,7367933
2026-08-21 09:40:00-04:00,0.960099995136261,0.9700000286102296,0.9300000071525574,0.954800009727478,8691519
2026-08-21 09:45:00-04:00,0.9538999795913696,0.9539999961853028,0.8820000290870667,0.9021000266075134,8572048
2026-08-21 09:50:00-04:00,0.9020000100135804,0.921999990940094,0.8999999761581421,0.9049000144004822,4556301
2026-08-21 09:55:00-04:00,0.9047999978065492,0.9399999976158142,0.8999999761581421,0.9348000288009644,5608087
2026-08-21 10:00:00-04:00,0.9350000023841858,0.959999978542328,0.9217000007629396,0.9398999810218812,6822562
2026-08-21 10:05:00-04:00,0.9372000098228456,0.939300000667572,0.8920000195503235,0.9021000266075134,5146076
2026-08-21 10:10:00-04:00,0.9027000069618224,0.9200000166893004,0.8865000009536743,0.8881999850273132,3601708
2026-08-21 10:15:00-04:00,0.8880000114440918,0.9099000096321106,0.871999979019165,0.9074000120162964,4613667
2026-08-21 10:20:00-04:00,0.906000018119812,0.9230999946594238,0.8999999761581421,0.9014999866485596,3995860
2026-08-21 10:25:00-04:00,0.9014000296592712,0.9047999978065492,0.8623999953269958,0.8806999921798706,3178358
2026-08-21 10:30:00-04:00,0.8812999725341797,0.9168999791145324,0.8799999952316284,0.8978999853134155,3809371
2026-08-21 10:35:00-04:00,0.8973000049591064,0.9230999946594238,0.8970000147819519,0.914799988269806,3438394
2026-08-21 10:40:00-04:00,0.9121000170707704,0.9350000023841858,0.9121000170707704,0.926699995994568,5238145
2026-08-21 10:45:00-04:00,0.9271000027656556,0.959500014781952,0.916100025177002,0.9222000241279602,5953357
2026-08-21 10:50:00-04:00,0.9225999712944032,0.9226999878883362,0.8999999761581421,0.9082000255584716,3097805
2026-08-21 10:55:00-04:00,0.9082000255584716,0.9282000064849854,0.9082000255584716,0.9164000153541564,2315924
2026-08-21 11:00:00-04:00,0.9164000153541564,0.9187999963760376,0.871999979019165,0.8862000107765198,2902255
2026-08-21 11:05:00-04:00,0.8863000273704529,0.8899999856948853,0.8623999953269958,0.8744999766349792,2819336
2026-08-21 11:10:00-04:00,0.8738999962806702,0.8899000287055969,0.871999979019165,0.8860999941825867,1943383
2026-08-21 11:15:00-04:00,0.8862000107765198,0.8946999907493591,0.8762000203132629,0.8833000063896179,1464466
2026-08-21 11:20:00-04:00,0.8834999799728394,0.8880000114440918,0.8600000143051147,0.866100013256073,1761806
2026-08-21 11:25:00-04:00,0.8661999702453613,0.8787000179290771,0.8626999855041504,0.867900013923645,1462396
2026-08-21 11:30:00-04:00,0.8671000003814697,0.8795999884605408,0.8650000095367432,0.8675000071525574,1007005
2026-08-21 11:35:00-04:00,0.8672000169754028,0.8989999890327454,0.8658999800682068,0.8963000178337097,2030469
2026-08-21 11:40:00-04:00,0.8950999975204468,0.8963000178337097,0.8799999952316284,0.8949999809265137,1486173
2026-08-21 11:45:00-04:00,0.8960000276565552,0.915000021457672,0.8950999975204468,0.9146999716758728,3306794
