,open,high,low,close,volume
2026-07-23 08:44:00-04:00,2.42,2.44,2.35,2.36,0
2026-07-23 08:45:00-04:00,2.3695,2.39,2.34,2.389,0
2026-07-23 08:46:00-04:00,2.3897,2.48,2.38,2.47,0
2026-07-23 08:47:00-04:00,2.4701,2.55,2.44,2.51,0
2026-07-23 08:48:00-04:00,2.51,2.57,2.49,2.5202,0
2026-07-23 08:49:00-04:00,2.5297,2.56,2.4797,2.4798,0
2026-07-23 08:50:00-04:00,2.4798,2.63,2.45,2.63,0
2026-07-23 08:51:00-04:00,2.6399,2.73,2.56,2.7,0
2026-07-23 08:52:00-04:00,2.6919,2.71,2.6102,2.6402,0
2026-07-23 08:53:00-04:00,2.64,2.66,2.46,2.5,0
2026-07-23 08:54:00-04:00,2.5097,2.54,2.41,2.42,0
2026-07-23 08:55:00-04:00,2.42,2.4801,2.38,2.48,0
2026-07-23 08:56:00-04:00,2.4797,2.49,2.41,2.47,0
2026-07-23 08:57:00-04:00,2.46,2.48,2.44,2.46,0
2026-07-23 08:58:00-04:00,2.46,2.53,2.45,2.52,0
2026-07-23 08:59:00-04:00,2.52,2.64,2.51,2.5997,0
2026-07-23 09:00:00-04:00,2.5999,2.72,2.58,2.6498,0
2026-07-23 09:01:00-04:00,2.6497,2.88,2.64,2.79,0
2026-07-23 09:02:00-04:00,2.7899,2.84,2.66,2.71,0
2026-07-23 09:03:00-04:00,2.7098,2.82,2.67,2.805,0
2026-07-23 09:04:00-04:00,2.81,2.86,2.68,2.73,0
2026-07-23 09:05:00-04:00,2.74,2.81,2.7198,2.8001,0
2026-07-23 09:06:00-04:00,2.81,3.0,2.8,2.9702,0
2026-07-23 09:07:00-04:00,2.97,3.01,2.93,2.98,0
2026-07-23 09:08:00-04:00,2.978,3.0,2.83,2.88,0
2026-07-23 09:09:00-04:00,2.89,2.93,2.56,2.6903,0
2026-07-23 09:10:00-04:00,2.6999,2.82,2.68,2.7597,0
2026-07-23 09:11:00-04:00,2.76,2.91,2.76,2.88,0
2026-07-23 09:12:00-04:00,2.89,3.01,2.8,2.96,0
2026-07-23 09:13:00-04:00,2.9699,3.0,2.751,2.7601,0
2026-07-23 09:14:00-04:00,2.7504,2.8447,2.66,2.8003,0
2026-07-23 09:15:00-04:00,2.81,2.86,2.71,2.7601,0
2026-07-23 09:16:00-04:00,2.7603,2.8,2.65,2.6785,0
2026-07-23 09:17:00-04:00,2.6799,2.9,2.67,2.8897,0
2026-07-23 09:18:00-04:00,2.8802,2.97,2.8,2.85,0
2026-07-23 09:19:00-04:00,2.85,2.92,2.85,2.8801,0
2026-07-23 09:20:00-04:00,2.88,2.9199,2.8,2.8279,0
2026-07-23 09:21:00-04:00,2.83,2.92,2.74,2.8802,0
2026-07-23 09:22:00-04:00,2.8802,2.91,2.8,2.82,0
2026-07-23 09:23:00-04:00,2.82,2.84,2.73,2.7598,0
2026-07-23 09:24:00-04:00,2.75,2.81,2.71,2.8002,0
2026-07-23 09:25:00-04:00,2.8,2.85,2.73,2.75,0
2026-07-23 09:26:00-04:00,2.75,2.77,2.74,2.75,0
2026-07-23 09:27:00-04:00,2.7485,2.88,2.72,2.8798,0
